 	non	so	cosa	stai	scrivendo	</S>
a31	0.30052918	0.6587854	0.011078769	0.0010345251	0.011768049	0.016804112
a21	0.013476486	0.0005645863	0.003328589	0.10789644	0.81779027	0.056943618
a31	0.016200582	0.17605937	0.11377171	0.009845806	0.68255347	0.0015691154
a10	0.00066757353	0.005038324	0.001292733	0.0061148186	0.97855294	0.00833357
a7	0.039842907	0.03594363	0.11203201	0.007963724	0.7989003	0.0053173965
a41	0.37607136	0.041171484	0.5288823	0.0022244158	0.050868116	0.0007822969
a31	0.5753238	0.0121174995	0.2588426	0.14451656	0.0076089324	0.0015906551
a8	0.055766847	0.0023249118	0.0042716814	0.8905463	0.033350743	0.013739532
a31	0.007396063	0.00058233656	0.0023147936	0.96758884	0.020267382	0.0018506458
a8	0.018691836	0.010822334	0.006928953	0.8514622	0.058940247	0.053154405
a23	0.010297964	0.007174385	0.00830335	0.5332257	0.38688505	0.05411354
a8	0.032988075	0.029434143	0.030631488	0.55353135	0.16496933	0.18844561
a31	0.07956783	0.07345426	0.07412655	0.4876965	0.069918394	0.21523647
a21	0.13783352	0.13310081	0.1286407	0.34403658	0.014738122	0.2416503
a31	0.054906268	0.043826096	0.04333127	0.50033677	0.14287324	0.21472634
a24	0.10464392	0.10015334	0.09350992	0.37497562	0.017556569	0.30916065
a21	0.03018259	0.022789365	0.02288263	0.429531	0.28015804	0.21445641
a31	0.03608395	0.0246496	0.022284778	0.51390105	0.23222806	0.17085254
a17	0.060001682	0.05653798	0.05480464	0.30020943	0.094919436	0.43352687
a20	0.021695968	0.020366358	0.022547605	0.20644024	0.43245998	0.2964899
a0	0.053425368	0.051503196	0.052306607	0.28663626	0.12117815	0.43495038
a31	0.03715081	0.03360435	0.03818202	0.3837087	0.13959247	0.36776164
a8	0.07764328	0.07644779	0.07614746	0.26265508	0.032608055	0.4744983
a37	0.03896867	0.037362207	0.0386346	0.2760418	0.25651607	0.35247666
</S>	0.06336565	0.062111408	0.062223576	0.26300073	0.06530525	0.48399338
