 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	0.7631732	0.18754241	0.008771922	0.00010695244	4.9545015e-05	1.1242053e-05	9.40504e-05	0.00023579528	0.0016860121	0.014083573	0.00121579	0.02302938
a18	0.0010505195	0.005759337	0.0041001556	0.003107457	0.00074313185	0.005588951	0.06909468	0.010108424	0.0057116956	0.030416813	0.86416024	0.00015859466
a31	0.027259314	0.124190606	0.35210785	0.06369368	0.034667153	0.099640384	0.02545317	0.21640529	0.010518305	0.0014632139	0.044551823	4.9219707e-05
a20	0.026177427	0.067081675	0.19758874	0.03470792	0.02854451	0.1243904	0.14897385	0.19085471	0.0045799	0.0014626699	0.17356063	0.0020775204
a15	0.052773833	0.3406258	0.32052374	0.01822003	0.0155640915	0.09561096	0.040878147	0.087846704	0.006195458	0.0010467126	0.020688204	2.6409925e-05
a31	0.21311656	0.15958817	0.13162616	0.01026514	0.010378124	0.19542728	0.10121371	0.10554105	0.028506996	0.0072496217	0.037056275	3.0875868e-05
a20	0.005883175	0.002009542	0.0014760504	0.0005997971	0.00050592463	0.00074744795	0.0030959842	0.011356637	0.0040656165	0.0030066518	0.96695095	0.00030218903
a11	0.088235594	0.036268815	0.022877559	0.0042528096	0.0026342897	0.009862142	0.029507698	0.050884277	0.048847362	0.06672232	0.63853866	0.0013684878
a0	0.031533957	0.014344617	0.009571514	0.0027668094	0.00085749035	0.0030384168	0.008110713	0.03292991	0.03276022	0.052423988	0.81001854	0.0016437506
a41	0.046940535	0.042546023	0.026117865	0.0038160216	0.0008411685	0.0029666226	0.00949465	0.07480409	0.12859751	0.18934761	0.46623793	0.00829001
a20	0.05046775	0.03148304	0.023862544	0.012802279	0.0026587024	0.0082111005	0.016799327	0.115833774	0.07788192	0.111169085	0.5483347	0.0004957418
a31	0.027481122	0.03594435	0.0283635	0.021375008	0.005426346	0.010006259	0.02950355	0.24508658	0.17444454	0.21373922	0.20645078	0.0021787353
a30	0.022373067	0.029100057	0.024443185	0.02343247	0.0070133638	0.010863956	0.030476078	0.12214662	0.09754382	0.12490953	0.45447123	0.053226665
a31	0.031939767	0.040957436	0.035722144	0.030311896	0.020651856	0.023589445	0.037487082	0.30901733	0.2235945	0.21217711	0.03173689	0.0028144678
a20	0.03299354	0.041026484	0.03662234	0.03659608	0.021594066	0.024703084	0.04426508	0.12169705	0.08563022	0.073870756	0.28249225	0.19850907
a31	0.06986257	0.07244982	0.07032008	0.06790633	0.063426465	0.06488777	0.07147279	0.15687	0.08525312	0.103699945	0.096380435	0.07747074
a37	0.06412439	0.064395234	0.06341327	0.062935784	0.06021028	0.060800582	0.064462915	0.08258868	0.04425486	0.041264795	0.11674215	0.27480713
a35	0.06977362	0.069847286	0.06919666	0.06753005	0.06720093	0.067558415	0.06815388	0.084245555	0.056742873	0.07671012	0.078239545	0.22480096
a11	0.06705631	0.06758019	0.06676885	0.064680494	0.06423385	0.06468556	0.065292224	0.0808982	0.061608166	0.08893475	0.06975578	0.23850559
a46	0.06407795	0.06412738	0.06380742	0.06304223	0.062814645	0.06299098	0.06334564	0.07065369	0.05591028	0.06606346	0.06762878	0.29553753
a31	0.06667121	0.06747472	0.06678004	0.06536195	0.064529404	0.06495402	0.06601933	0.08015255	0.065931164	0.086169615	0.06351396	0.24244201
a46	0.06823583	0.06824405	0.068117775	0.067924574	0.06771882	0.06778165	0.06805301	0.069466956	0.056099027	0.048859637	0.07022558	0.27927306
a18	0.0564269	0.056733787	0.05633614	0.055161964	0.05508877	0.05529854	0.055329733	0.06002078	0.054743942	0.07088939	0.05421862	0.36975142
a31	0.06548353	0.06597849	0.06553044	0.06440367	0.06409101	0.064338095	0.06466224	0.06977412	0.058481585	0.062946394	0.0636255	0.2906849
a1	0.070868134	0.07092081	0.07082005	0.07060521	0.0705039	0.07054711	0.0706556	0.07042555	0.058389477	0.048360165	0.07165877	0.2562452
a20	0.05832485	0.058641486	0.058328446	0.05747652	0.057329543	0.057502575	0.05763897	0.061672173	0.05782565	0.07016427	0.05454458	0.35055098
a31	0.05948273	0.059671767	0.05952445	0.05919162	0.059043314	0.059134267	0.05933829	0.062709264	0.056776334	0.06272925	0.058622703	0.34377596
a27	0.06990513	0.069919564	0.069847286	0.06967546	0.06962795	0.06965571	0.06970322	0.06936875	0.059201155	0.050360523	0.07041364	0.2623216
a31	0.05116307	0.051380657	0.051107984	0.050274394	0.050253086	0.050401513	0.05041269	0.0547664	0.05139215	0.070448585	0.05058387	0.41781563
a46	0.072311014	0.07226362	0.072214924	0.07216158	0.07207666	0.0720926	0.072194874	0.07169199	0.06284763	0.05269274	0.07317117	0.23428115
</S>	0.05650015	0.056629702	0.056437846	0.055853937	0.05584085	0.055940524	0.055930827	0.058141306	0.054510478	0.06216601	0.05536426	0.37668413
