 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
a31	0.008799384	0.025027566	0.0065810406	0.0010848847	0.7609675	0.164705	0.030650029	0.0010424597	0.00036874248	8.966208e-05	0.0001918092	0.0004918887
a11	5.438845e-05	6.185931e-05	0.017039718	0.002519143	0.098804586	0.31571457	0.08486009	0.33696312	0.13895044	0.0046860925	1.0682159e-05	0.00033537886
a15	7.7267054e-05	5.474161e-05	0.0003842922	9.722305e-05	0.18624665	0.79451406	0.008656043	0.00955699	0.00036391063	3.4032455e-05	1.1770055e-05	3.0201375e-06
a11	0.0003128095	0.000369583	0.015803453	0.004187447	0.52358174	0.21237937	0.027580846	0.14665361	0.068309784	0.0005679922	4.3793366e-06	0.0002490528
a13	0.0008507979	0.002090226	0.034777183	0.012772892	0.8285826	0.06754093	0.013064916	0.02426023	0.015784312	5.109692e-05	2.3619134e-06	0.00022243487
a7	0.004834589	0.01916919	0.0715437	0.03212967	0.59610856	0.08131276	0.045788754	0.08069365	0.06784114	9.159278e-05	6.157743e-06	0.00048015863
a18	0.06519885	0.16612148	0.15550983	0.08848768	0.3392788	0.04802378	0.028874138	0.046599764	0.0561328	0.00014166562	1.31546185e-05	0.0056180754
a31	0.2231557	0.2683174	0.15725452	0.07943616	0.14017297	0.03339538	0.016772462	0.020007344	0.026535396	0.00016259613	2.2747687e-05	0.034767304
a11	0.1722491	0.13030884	0.07909346	0.040674355	0.3160086	0.12068478	0.038185276	0.019054666	0.019466566	0.0035614846	3.6246664e-05	0.06067657
a39	0.27308244	0.19434248	0.17666048	0.07111742	0.1180191	0.0342922	0.012440726	0.015776468	0.017066656	0.0010158635	5.6340872e-05	0.086129844
a31	0.2764569	0.16261907	0.14451917	0.052400235	0.19715512	0.07846919	0.025026143	0.017157894	0.01599011	0.0027392434	3.2384825e-05	0.027434526
a11	0.10843174	0.0671988	0.10571499	0.06387207	0.39222196	0.14777614	0.034807976	0.027700702	0.01676006	0.00493546	0.00036217028	0.030217996
a18	0.113227285	0.054502565	0.36254767	0.11559995	0.19081761	0.048758756	0.008622874	0.012757359	0.007833003	0.002555995	0.0005272756	0.08224961
a15	0.14642513	0.06552074	0.25380686	0.098161094	0.26363117	0.091979064	0.021650242	0.026027814	0.013830931	0.004340203	0.0007012118	0.013925527
a31	0.093957074	0.049239684	0.5605462	0.18314257	0.05199672	0.016442386	0.0057638185	0.012217115	0.009683591	0.0027616743	0.0021763265	0.012072842
a11	0.03150682	0.025889272	0.094343305	0.09306242	0.49366742	0.15104882	0.030911548	0.034372587	0.01628124	0.009016415	0.0073564504	0.012543725
a35	0.083375834	0.043344196	0.5807277	0.12542844	0.049899865	0.01698035	0.011370757	0.013525943	0.0136098545	0.009728563	0.0064081796	0.04560023
a8	0.082755946	0.04232658	0.5951715	0.13693847	0.04982293	0.016056145	0.010144616	0.012287851	0.012150234	0.008407992	0.011722145	0.022215534
a31	0.079793066	0.03996569	0.5942468	0.14587103	0.04396684	0.01559394	0.009888473	0.012512907	0.012246934	0.008234664	0.011954143	0.025725499
a17	0.029084826	0.026729638	0.23935886	0.20219746	0.261005	0.08089779	0.028051987	0.031366836	0.023354929	0.021012373	0.021002105	0.03593818
a31	0.096088916	0.057577208	0.4927481	0.09521998	0.042669933	0.029946111	0.027751591	0.029955382	0.03027743	0.026507303	0.030354066	0.040903933
a46	0.049131677	0.04710539	0.32800376	0.12443332	0.07854532	0.051784642	0.044868603	0.044927444	0.04358554	0.043401297	0.04350897	0.100704156
a31	0.09464327	0.07151731	0.26158613	0.08363177	0.059187405	0.052782856	0.051800236	0.053381104	0.05375159	0.05098213	0.054565977	0.1121702
a24	0.06145936	0.06046702	0.21634224	0.08867273	0.07131406	0.061977264	0.059397638	0.059364296	0.058615535	0.05873421	0.058705676	0.14495002
a31	0.11931443	0.0893802	0.12568948	0.077458896	0.066233605	0.06362242	0.06380556	0.06563805	0.06635263	0.06312138	0.06864996	0.13073343
a17	0.07292187	0.07216557	0.11432703	0.07870168	0.07579893	0.07232791	0.07134665	0.07126217	0.070952624	0.070965335	0.07096516	0.15826508
a11	0.08988741	0.078859285	0.092088304	0.074370846	0.0698217	0.06865614	0.06877993	0.06957783	0.06989778	0.06844563	0.070768856	0.17884633
