 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
a20	0.0937143	0.00091411447	0.09424857	0.18361312	0.14468676	0.10516704	0.2816935	0.0492348	0.023361089	0.003513681	0.01985307
a31	0.00022010702	0.00012331728	0.012232041	0.021376152	0.02160345	0.021052673	0.00290532	0.001401403	0.87410206	0.044947997	3.5584097e-05
a20	0.00040397941	1.6349733e-05	0.15334997	0.06009107	0.040750936	0.1306715	0.041144837	0.00067263	0.5674312	0.00528421	0.00018334169
a17	0.00026106276	0.00016090467	0.009583057	0.03211975	0.041088115	0.5259989	0.1756229	0.0014103408	0.20883289	0.0049064057	1.5699074e-05
a31	0.0057682022	0.0022124732	0.08565683	0.113217756	0.019946378	0.18878563	0.085328095	0.0015793928	0.44550714	0.051879723	0.00011837801
a20	0.00720091	0.0008854166	0.06258476	0.06460048	0.030182414	0.25510386	0.05631793	0.0009314302	0.51311886	0.0089352345	0.00013864902
a31	0.00856255	0.0015447359	0.45491683	0.052214473	0.014015211	0.026029522	0.0055866516	0.001082329	0.40228438	0.032707814	0.0010555382
a13	0.016783813	0.0023728784	0.23326331	0.04988733	0.02821107	0.059460703	0.00882839	0.0017280228	0.5841889	0.011503443	0.0037720946
a10	0.008727133	0.0014887283	0.28664157	0.016113004	0.008893012	0.015545695	0.0030606983	0.0028783092	0.61489373	0.030930463	0.010827657
a1	0.016732838	0.00296963	0.12186606	0.025719363	0.018552894	0.053282816	0.031595618	0.010900968	0.6945378	0.010162465	0.013679511
a35	0.035978142	0.010475639	0.25135723	0.03245506	0.02137008	0.035848953	0.011251708	0.017280154	0.5095841	0.0714546	0.0029443677
a3	0.03465543	0.020974873	0.16701958	0.044345275	0.03371299	0.052482996	0.037028257	0.054051727	0.46930805	0.07637232	0.010048478
a8	0.02312267	0.010282448	0.08680413	0.037604302	0.031524	0.06747743	0.07715886	0.055650275	0.5922913	0.011274087	0.006810508
a14	0.04726601	0.06324114	0.122386254	0.09524595	0.08386606	0.10176527	0.0654819	0.115134604	0.19457589	0.10626497	0.00477192
a31	0.021890776	0.035670694	0.060768135	0.091026954	0.081186146	0.13228345	0.16301955	0.15244296	0.22353423	0.026526604	0.011650482
a10	0.013963693	0.018889407	0.043092024	0.08444827	0.07823947	0.16133806	0.21518712	0.11764913	0.23869263	0.008599979	0.01990017
a14	0.053266756	0.05125226	0.065722786	0.10046978	0.07777976	0.11874843	0.11776505	0.12642899	0.18365416	0.028134057	0.07677801
a31	0.05841643	0.070752524	0.07385722	0.13420646	0.09955819	0.13779007	0.10681849	0.08252057	0.09420053	0.07375989	0.06811959
a17	0.05481037	0.0604083	0.06606809	0.118350625	0.090343	0.12632945	0.105487026	0.091494985	0.100218646	0.06472324	0.121766254
a20	0.06826957	0.077772014	0.078724384	0.0950652	0.0821825	0.09425166	0.081910744	0.07713096	0.07304998	0.09554381	0.1760992
a13	0.056032848	0.06308671	0.061921548	0.103961304	0.08300543	0.10591783	0.08448281	0.06570404	0.061956387	0.068679735	0.24525136
a31	0.068966635	0.074155815	0.07402121	0.07939959	0.07392234	0.07914793	0.0743556	0.07394984	0.07337607	0.0748061	0.25389886
a24	0.06396483	0.06503235	0.06662493	0.08048334	0.073209696	0.083587795	0.07814157	0.07501037	0.07504806	0.06289496	0.27600214
a28	0.062108647	0.06802474	0.066715196	0.062245414	0.06121535	0.061479162	0.061228573	0.065530956	0.06375128	0.068644606	0.359056
a37	0.06331318	0.063064866	0.064370826	0.06457978	0.06390504	0.06631602	0.06630064	0.065165915	0.06789425	0.06214469	0.35294485
a31	0.05506845	0.056077093	0.056308713	0.05532418	0.05508041	0.05577866	0.055751648	0.05588903	0.05568752	0.057841063	0.44119328
</S>	0.060632084	0.060604904	0.061132506	0.061154958	0.061087586	0.06350533	0.06382729	0.061540376	0.061863206	0.061182927	0.38346884
