 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.1620506	0.073973686	0.010504162	0.009556755	0.21623455	0.48898682	0.02821633	0.010477077
a31	0.07750635	0.27438465	0.22744262	0.030666592	0.30032262	0.08291809	0.0067484267	1.0655907e-05
a8	0.12985954	0.07127023	0.072272755	0.06359407	0.15388365	0.3878511	0.11941636	0.0018522098
a31	0.0710607	0.3874223	0.41760713	0.018701533	0.017256351	0.0814329	0.0041642594	0.0023548494
a17	0.11914353	0.56423914	0.1668725	0.06093575	0.0141973	0.048864476	0.0004913357	0.02525598
a18	0.47492868	0.37479466	0.09039194	0.0134754265	0.010003067	0.03572339	0.00058761856	9.524265e-05
a31	0.45702273	0.3444246	0.0447623	0.0064437254	0.022372447	0.12222638	0.0026024678	0.00014540531
a17	0.2991696	0.17580822	0.044969328	0.029182807	0.073873475	0.36369982	0.010765659	0.0025311185
a30	0.40450037	0.26579276	0.056864016	0.027318712	0.04594489	0.18723615	0.008287301	0.0040558153
a17	0.3744048	0.23426262	0.07609925	0.034068823	0.04803461	0.21615833	0.014071364	0.00290031
a39	0.32705408	0.18425834	0.06618212	0.044231553	0.044827934	0.28700614	0.024223903	0.02221595
a17	0.31163183	0.19666831	0.08492948	0.06780407	0.0453838	0.25603482	0.015461565	0.022086158
a31	0.2822023	0.2349094	0.1373912	0.11361493	0.037625626	0.17289245	0.009588097	0.011776
a17	0.18663257	0.18103477	0.11678513	0.10393881	0.051591273	0.21136853	0.007851795	0.1407971
a20	0.11384235	0.20170242	0.29188693	0.2782741	0.025297254	0.06810164	0.0048931367	0.016002199
a27	0.10558893	0.17853087	0.2569661	0.25617585	0.040608715	0.081962034	0.00625788	0.07390962
a20	0.09649409	0.1777559	0.3282924	0.33325723	0.021288482	0.03138677	0.0032604933	0.008264671
a31	0.07753034	0.14038405	0.23442483	0.24320967	0.048652645	0.07549617	0.007945769	0.1723565
a18	0.04738663	0.06530834	0.1421061	0.16012453	0.036475237	0.06189045	0.010983432	0.4757253
a31	0.09399252	0.12261188	0.26333734	0.31729048	0.048729695	0.06421392	0.0058960468	0.083928175
a13	0.03708099	0.04392998	0.094283625	0.11714003	0.030962115	0.040500857	0.014446927	0.62165546
a20	0.119022995	0.13433497	0.1504789	0.1600192	0.07937427	0.10982906	0.018112069	0.22882852
a31	0.07177594	0.08601744	0.18101862	0.22930937	0.05734234	0.063825026	0.010129345	0.30058187
a28	0.07379235	0.07667812	0.10185505	0.11796395	0.06201876	0.06976637	0.026204193	0.47172117
a31	0.07138321	0.071847916	0.07359117	0.07528865	0.0601714	0.06758544	0.04947962	0.5306526
a8	0.07562831	0.07609164	0.08026054	0.08323314	0.07058133	0.07581647	0.056338448	0.48205012
a17	0.13437758	0.13892496	0.14716688	0.15319844	0.12631379	0.1352323	0.031362016	0.13342403
a8	0.10851902	0.112694114	0.13742791	0.15341611	0.095327236	0.099171594	0.023873	0.269571
a23	0.13237336	0.1447541	0.20927718	0.24879718	0.09677653	0.09689426	0.007101184	0.06402623
a8	0.10147719	0.12801586	0.28694493	0.36330676	0.049151793	0.045724966	0.002825181	0.02255325
a20	0.09332636	0.12692606	0.30394998	0.37596697	0.039447036	0.037602022	0.0022824325	0.020499144
a31	0.08960917	0.099107146	0.15965317	0.19616096	0.0720935	0.07580686	0.013968754	0.2936004
a39	0.11027927	0.112725206	0.12348808	0.13079141	0.09332073	0.09680408	0.042158592	0.29043263
a18	0.12221147	0.12707976	0.12729351	0.12865281	0.10873128	0.114614084	0.037951365	0.23346569
a37	0.11850537	0.12755209	0.16256699	0.18444411	0.09484721	0.09997195	0.016247813	0.19586441
a31	0.105341196	0.108347476	0.11797248	0.12461959	0.09287764	0.09756392	0.03967832	0.31359935
a8	0.10517793	0.10597821	0.10909846	0.11142408	0.09740396	0.10051766	0.069779664	0.30062008
a23	0.14955413	0.15577494	0.15651962	0.15831104	0.13293427	0.13737997	0.02279299	0.086733
a37	0.124714	0.14215003	0.25133565	0.31416738	0.07172911	0.06711767	0.004197506	0.024588723
a8	0.09724199	0.098845035	0.10540439	0.1098781	0.085144244	0.09048688	0.041178048	0.3718213
</S>	0.13736106	0.14605756	0.17460424	0.19287689	0.10969357	0.111478604	0.010578088	0.11734997
