 	non	deve	magniare	la	sera	</S>
a20	0.390602	0.00015891422	0.00027566092	0.00595108	0.6022766	0.0007357277
a31	0.10050821	0.78491235	0.00251505	0.023167383	0.06220536	0.026691733
a18	0.4838452	0.080459245	0.005037368	0.17248544	0.24622178	0.011950917
a37	0.03661416	0.14249404	0.0026081316	0.12757492	0.6641172	0.026591541
a18	0.106203586	0.19194627	0.005224087	0.5217998	0.16949454	0.005331682
a31	0.75845075	0.012947966	0.004434786	0.10113836	0.122755766	0.00027228464
a13	0.5855454	0.025121488	0.007393056	0.083605856	0.29235852	0.005975619
a31	0.6169666	0.038908366	0.0057188156	0.12878397	0.161222	0.048400223
a17	0.13832343	0.052644137	0.04005354	0.102550946	0.25375003	0.4126779
</S>	0.06322657	0.048491333	0.0267442	0.07332052	0.27673775	0.5114797
