 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.8887002	0.04694979	0.0057837367	0.000255634	0.02053839	0.011649768	0.026122436
a20	0.091920815	0.26779673	0.5707292	0.038378485	0.029417682	0.00020235522	0.0015547879
a31	0.0633436	0.2939524	0.5666389	0.06916741	0.0056846533	9.201193e-05	0.0011210962
a37	0.06028433	0.36759403	0.5245459	0.03697898	0.006696975	0.00015780191	0.003741924
a31	0.039693758	0.5237706	0.38166547	0.045963544	0.008631658	5.66527e-05	0.00021843573
a30	0.10867983	0.17728011	0.5988943	0.023201874	0.082647756	0.00492211	0.0043739867
a13	0.022798209	0.047987532	0.39947447	0.007838109	0.49182284	0.02179522	0.008283644
a20	0.00796562	0.008761881	0.06877117	0.01166098	0.81370556	0.0749736	0.014161095
a41	0.010567033	0.01085597	0.035122395	0.042059712	0.826921	0.054234255	0.020239707
a33	0.03045216	0.030710855	0.047545135	0.07098531	0.7050985	0.054074273	0.061133698
a31	0.06542568	0.06670229	0.082944	0.08940782	0.40790027	0.07238631	0.21523367
a41	0.119483426	0.11933761	0.12350485	0.12654066	0.12703598	0.122646004	0.26145148
a0	0.13459775	0.13422221	0.13762811	0.15226352	0.16493219	0.13753445	0.13882183
a31	0.16712895	0.16444546	0.16124883	0.17058273	0.08121358	0.17313828	0.08224226
a24	0.13105479	0.13048579	0.13125013	0.13731582	0.10283014	0.13264947	0.23441379
a31	0.12198224	0.12095351	0.12051352	0.12680127	0.111903384	0.1284242	0.26942185
a20	0.08859388	0.088419855	0.088763505	0.09143266	0.08980296	0.08925845	0.46372873
</S>	0.0862574	0.08606293	0.08645042	0.08980598	0.09458544	0.08758793	0.46924987
