 	è	che	stanno	ancora	alzati	</S>
a20	0.6302139	0.35804844	0.001803385	0.00010795655	0.0003508737	0.009475488
a31	0.008823156	0.037973963	0.002959196	0.07896453	0.8710327	0.00024636986
a20	0.21774141	0.05788044	0.012382076	0.027717032	0.6835163	0.0007627288
a31	0.015401801	0.020328853	0.003850856	0.035919365	0.9242849	0.00021420124
a20	0.0062170215	0.041540515	0.010185299	0.38607538	0.5558367	0.00014501311
a28	0.051202256	0.17698361	0.041045528	0.5300788	0.20061202	7.772342e-05
a31	0.09081449	0.068917885	0.09341914	0.61385465	0.1276889	0.0053049
a29	0.10431004	0.0625726	0.08594029	0.6065701	0.13151251	0.009094427
a46	0.029549465	0.041445218	0.055683967	0.77938193	0.090183124	0.0037562677
a31	0.06257708	0.08104494	0.09040143	0.6462916	0.11427706	0.005407781
a20	0.14994203	0.13286215	0.11912479	0.24169147	0.14267738	0.21370216
a31	0.1502005	0.150293	0.1610314	0.22906496	0.15659153	0.15281858
a39	0.10472014	0.101447925	0.10094123	0.10588202	0.10129761	0.48571107
a20	0.11746854	0.11863111	0.12296901	0.12682673	0.117934614	0.39617008
a8	0.118921995	0.1199592	0.12316942	0.12661123	0.119419225	0.39191896
a20	0.14671318	0.15248393	0.16400655	0.17328882	0.15079786	0.21270964
a24	0.14565948	0.15637262	0.1833292	0.1970716	0.15123814	0.16632901
a46	0.08666777	0.1373762	0.27435663	0.32907385	0.11230064	0.060224965
a8	0.120324455	0.1896617	0.2293992	0.28664675	0.17233144	0.0016364616
a23	0.16305377	0.19724382	0.18711902	0.25907117	0.19319797	0.00031425987
a8	0.19387408	0.19935447	0.18507366	0.23512782	0.18636371	0.000206298
</S>	0.20466469	0.20352547	0.1870468	0.2263039	0.17843105	2.808442e-05
