 	dovevo	comprare	il	pane	ogni	giorno	</S>
a30	0.53763306	0.08320895	0.03679311	0.11998114	0.129501	0.07983794	0.013044768
a41	0.0077183964	0.13854632	0.274339	0.34035876	0.23476537	0.0042300625	4.2077216e-05
a31	0.0066242213	0.055903837	0.8108004	0.09583032	0.029017273	0.0017269835	9.703028e-05
a24	0.12147518	0.2600073	0.29943812	0.14981933	0.1535036	0.0033740946	0.012382367
a37	0.101471245	0.32619372	0.40177193	0.12673901	0.041226815	0.0018960632	0.0007012083
a31	0.22295013	0.17326777	0.2792368	0.25930673	0.05225723	0.012258831	0.0007226202
a17	0.1659476	0.103453286	0.19400746	0.384842	0.1413806	0.004803836	0.005565282
a5	0.11018321	0.068904705	0.15497082	0.5057081	0.14875253	0.0039936607	0.007487011
a17	0.048423853	0.061234023	0.06074016	0.14504318	0.25475007	0.1375696	0.2922391
a20	0.043772753	0.06628418	0.18080351	0.41503096	0.23825945	0.014832046	0.041017123
a5	0.057791904	0.09685795	0.18360585	0.42538813	0.21016406	0.010711886	0.015480165
a20	0.04004694	0.04519228	0.06302608	0.061188985	0.063237734	0.10573666	0.62157136
a37	0.0990742	0.10656243	0.15058209	0.2843756	0.19679697	0.090151146	0.07245758
a39	0.10025096	0.102734916	0.12766156	0.24439955	0.18331657	0.115553014	0.1260835
a35	0.11211553	0.12846832	0.18730378	0.22865455	0.16836467	0.10098359	0.07410953
a7	0.0986451	0.10400242	0.13510837	0.24446799	0.1858085	0.13426559	0.09770205
a24	0.102659225	0.107626185	0.1348383	0.19005932	0.15786386	0.1505329	0.15642019
a37	0.067977905	0.06696709	0.07620092	0.1466409	0.14230745	0.2355618	0.26434395
a17	0.08360808	0.085516244	0.099086866	0.13661306	0.12365857	0.15476719	0.31675
a31	0.05516447	0.05486973	0.05967481	0.08292499	0.08881044	0.15024926	0.5083063
a20	0.10182156	0.102462776	0.10497952	0.10645787	0.10454264	0.10446466	0.37527093
</S>	0.08843608	0.08824107	0.08894629	0.0954387	0.09523572	0.105944805	0.43775728
