 	il	vestito	della	sposa	vuole	bianco	</S>
a17	0.5743468	0.035258412	0.09467639	0.19919227	0.0043468582	0.0023251385	0.089854084
a31	0.0070018307	0.35702989	0.45484313	0.11780581	0.050016426	0.013292787	1.022378e-05
a17	0.3136892	0.017627586	0.61849326	0.008329779	0.019486222	0.021724358	0.00064955774
a31	0.058381073	0.012371543	0.92339027	0.0017835165	0.0019107006	0.0017644181	0.00039860545
a14	0.015662389	0.009132686	0.9562447	0.0074902554	0.009018091	0.0023504724	0.0001013529
a17	0.09573907	0.004303041	0.8232141	0.014375564	0.060587063	0.0016416422	0.0001395129
a31	0.18513945	0.014679222	0.61144084	0.047347628	0.13534561	0.005000615	0.001046703
a11	0.12754671	0.03220377	0.20784017	0.15570837	0.46455386	0.008277683	0.0038695822
a35	0.056224965	0.017348895	0.20880255	0.3013716	0.41408387	0.0014670953	0.00070107536
a38	0.06321518	0.02267753	0.13478579	0.38289726	0.3955334	0.0007995448	9.132163e-05
a31	0.067053765	0.029604094	0.11051067	0.4573352	0.3348907	0.00058783736	1.7813685e-05
a21	0.049122963	0.036587395	0.08937658	0.5093495	0.2948998	0.008381076	0.012282685
a31	0.025569972	0.017983213	0.049091287	0.5917152	0.30762812	0.0067974725	0.0012147242
a24	0.043523807	0.04036204	0.07203729	0.5563297	0.16889206	0.026570128	0.09228501
a8	0.039602514	0.03095922	0.051059008	0.48507515	0.35321566	0.02817712	0.01191133
a23	0.046700835	0.04369094	0.07214807	0.62612325	0.19773644	0.008168293	0.0054322393
a31	0.1043845	0.099621974	0.13652359	0.41348687	0.18615766	0.021990927	0.0378346
a8	0.1240371	0.12526576	0.13544269	0.17205025	0.13919665	0.1036179	0.20038961
a23	0.14932805	0.14424977	0.15475391	0.212983	0.1715394	0.10204802	0.06509795
a31	0.16716479	0.17061706	0.18987682	0.23067662	0.17648047	0.04383812	0.021346146
a10	0.13979557	0.13892609	0.14215162	0.11575462	0.13593613	0.12545624	0.20197976
a37	0.12551796	0.12348781	0.12565315	0.11197001	0.12777144	0.12106374	0.2645359
a46	0.109941274	0.109028146	0.11064601	0.16221529	0.13420805	0.1077245	0.26623672
a8	0.11684681	0.11608834	0.11932796	0.20132	0.15110134	0.1060339	0.18928173
a31	0.14770313	0.1461634	0.15287212	0.21786617	0.16992849	0.09679277	0.06867393
a20	0.13398264	0.1333158	0.13517502	0.14007984	0.13828252	0.13045934	0.1887048
a8	0.12293336	0.12178073	0.124236904	0.16443484	0.14090572	0.11772092	0.20798752
a13	0.1355136	0.13536684	0.13920674	0.20269158	0.15949924	0.10408794	0.12363409
a18	0.11387198	0.11217526	0.11704502	0.17101374	0.14331697	0.10170921	0.24086784
</S>	0.11971801	0.117508635	0.12804449	0.19921048	0.15774967	0.089351326	0.1884174
