 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.4782295	0.10145396	0.027993334	0.036702093	0.033175893	0.019209854	0.0044799284	0.18721485	0.11154062
a28	0.30889842	0.3876084	0.19430536	0.029822515	0.01826534	0.045916893	0.014975717	0.0001963461	1.0986604e-05
a31	0.02718797	0.7389428	0.03278931	0.03849835	0.01954441	0.12757276	0.013864945	0.0008626507	0.0007368253
a8	0.1572194	0.64993525	0.033845596	0.0516017	0.010998152	0.038682763	0.0536603	0.0025594563	0.0014974177
a31	0.59279305	0.19320257	0.14430697	0.020744793	0.02082356	0.02446202	0.0028749467	0.0007785008	1.3560505e-05
a28	0.7425448	0.033939194	0.020508606	0.0045399857	0.014498978	0.104989536	0.045853756	0.03280894	0.00031627627
a10	0.42672253	0.094812036	0.04762415	0.008626977	0.009015259	0.21165021	0.16520837	0.035520352	0.00082009396
a39	0.23658764	0.05802397	0.031781137	0.009497269	0.010233977	0.24311167	0.35121825	0.05621644	0.0033296403
a31	0.2936719	0.27313992	0.11897448	0.018356463	0.017370014	0.10868294	0.1515407	0.015089764	0.003173785
a20	0.17175098	0.02694725	0.018940803	0.00965159	0.008192535	0.14248599	0.28703249	0.31692934	0.018069014
a31	0.40971008	0.123923	0.075220145	0.01741459	0.01511898	0.13873689	0.1879617	0.02914262	0.0027719433
a18	0.18964788	0.019591747	0.011690022	0.0076240823	0.0045647314	0.092530675	0.10837009	0.53055185	0.035428897
a41	0.39412352	0.11316154	0.08285288	0.027279891	0.015233004	0.111770794	0.20909944	0.04260372	0.0038752502
a7	0.5846414	0.11100583	0.08133771	0.02280729	0.0075861095	0.067522146	0.09865112	0.024004987	0.0024433625
a38	0.2215999	0.03693979	0.023246897	0.012073926	0.0061908937	0.06581028	0.20175506	0.3831332	0.04925001
a10	0.57719207	0.114304736	0.08791737	0.033027623	0.0087579815	0.058234457	0.0892992	0.026533334	0.004733225
a31	0.09936764	0.016557004	0.011418222	0.007604569	0.0066666305	0.05199727	0.2179089	0.45515442	0.13332531
a46	0.18723834	0.048119187	0.039998453	0.023810618	0.019041836	0.09096101	0.29876715	0.15946215	0.13260128
a31	0.18929365	0.21173635	0.16442347	0.0957073	0.06534742	0.11980179	0.1217338	0.016190764	0.01576547
a24	0.12650636	0.058191437	0.05222676	0.038715336	0.0351847	0.089112155	0.24988335	0.11498374	0.23519617
a28	0.076046064	0.08597584	0.06427524	0.056076676	0.065398194	0.11447743	0.2226716	0.13636585	0.17871314
a24	0.07720497	0.057870284	0.055040464	0.052828196	0.057016153	0.09422821	0.1864109	0.11813115	0.30126968
a15	0.07261411	0.09595566	0.07083037	0.06422945	0.0852455	0.14251202	0.22970004	0.12075946	0.118153475
a24	0.10134215	0.1753862	0.10673334	0.07381231	0.09710681	0.20108128	0.21892475	0.015670612	0.009942539
a21	0.09557421	0.105319485	0.081774384	0.068925135	0.07444473	0.11014498	0.19267143	0.09250989	0.17863575
a31	0.06928978	0.15165766	0.070093356	0.048140883	0.06691262	0.1307612	0.31071195	0.07368337	0.078749195
a20	0.09352827	0.09916969	0.08755531	0.07798833	0.079802185	0.10255412	0.13741946	0.078919545	0.24306312
a31	0.09295473	0.14831758	0.09744906	0.08343547	0.09233366	0.11891953	0.15430272	0.04218135	0.1701059
a8	0.10468335	0.10470351	0.10293422	0.10222026	0.10373022	0.11295719	0.11929717	0.09490582	0.1545683
a31	0.12598355	0.13781007	0.12649094	0.12227232	0.12214108	0.13103186	0.12614517	0.03336433	0.0747607
a20	0.10019648	0.09355564	0.093149915	0.09464804	0.09931391	0.13083516	0.15463836	0.10548272	0.12817982
a31	0.105107546	0.10761528	0.103627615	0.10276126	0.10548841	0.11815104	0.124719016	0.07496179	0.15756805
a20	0.09652304	0.0893441	0.088983096	0.090665646	0.09583257	0.12918408	0.15651256	0.107638285	0.14531662
a31	0.100306906	0.100894965	0.098908976	0.09868434	0.10164189	0.11292383	0.11924285	0.08392889	0.18346736
a8	0.095587805	0.0891656	0.08885661	0.090464346	0.09555415	0.12641174	0.15129054	0.10743663	0.15523258
a31	0.10238373	0.10297891	0.10131962	0.10115309	0.10507371	0.11774657	0.12195187	0.0679899	0.17940262
a49	0.09547542	0.087128125	0.08687146	0.089127265	0.09559215	0.13714628	0.17071505	0.11004123	0.12790298
a18	0.08673966	0.08555174	0.085087664	0.085313484	0.08747251	0.09591088	0.10543934	0.116874404	0.25161034
a35	0.08625311	0.08233876	0.08105244	0.08087062	0.0858242	0.11307229	0.13716644	0.08408351	0.2493386
a17	0.08232922	0.08111149	0.08048674	0.08066321	0.08561992	0.101867594	0.11298338	0.09358538	0.2813531
a8	0.094717406	0.09350282	0.09253084	0.09251726	0.09644267	0.11180686	0.12092585	0.08336405	0.21419224
a20	0.116899826	0.11688865	0.1149224	0.11398528	0.11614109	0.1320999	0.13132977	0.044733364	0.11299977
a31	0.10547753	0.1017763	0.1004905	0.100699276	0.10357507	0.1290805	0.14207588	0.07710192	0.13972306
a20	0.09283983	0.0825225	0.08164792	0.08435356	0.09227026	0.14804284	0.19370116	0.10723669	0.11738521
a37	0.10326767	0.10423768	0.10171371	0.10134936	0.10394706	0.11546482	0.12190068	0.084883705	0.1632354
a24	0.09427191	0.09227301	0.09120483	0.09161524	0.095348686	0.11280994	0.12478728	0.09688282	0.20080632
a13	0.08025341	0.084397025	0.07903739	0.077951014	0.08354373	0.09996304	0.11465899	0.10048958	0.27970585
a31	0.08267655	0.09195088	0.082405	0.07983502	0.087797344	0.10747786	0.12563515	0.0989282	0.24329406
a0	0.09626661	0.09552702	0.09396867	0.093965404	0.09726161	0.111063376	0.12092026	0.098590344	0.19243671
a31	0.07429216	0.08693467	0.07554252	0.0727192	0.08062279	0.09640918	0.11304314	0.09801338	0.30242297
a8	0.09753008	0.09567585	0.09513466	0.095529936	0.0987231	0.11243003	0.1216675	0.099214226	0.18409455
a31	0.101449706	0.104507096	0.100997925	0.1002872	0.10436681	0.11554671	0.11984418	0.06742704	0.1855734
</S>	0.09632261	0.08858255	0.0882245	0.09038265	0.09673609	0.13659078	0.1676078	0.1083639	0.12718908
