 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
a31	0.048259497	0.03841929	0.116597414	0.090880275	0.11397136	0.055571668	0.03588588	0.5004146
a3	1.8011567e-06	0.09327981	0.07744346	0.21620718	0.1843594	0.22189657	0.20681043	1.3701942e-06
a17	1.8250174e-05	0.0019635265	0.0042639812	0.2847302	0.13186166	0.55447155	0.022661276	2.9568706e-05
a28	8.2618106e-05	0.014928102	0.02364194	0.26152533	0.18191914	0.42497185	0.09285233	7.862211e-05
a20	5.7770158e-05	0.017865164	0.06778398	0.13002804	0.106785975	0.09628301	0.5811093	8.6750486e-05
a24	0.00037369988	0.04043324	0.12108102	0.042569943	0.048403464	0.021388726	0.7256874	6.256275e-05
a46	0.0005866253	0.019333351	0.08015794	0.029479995	0.053023726	0.033296913	0.7838047	0.00031671603
a19	0.007081904	0.022700612	0.093102574	0.028885623	0.038202796	0.015104883	0.79437673	0.0005448792
a46	0.00020111806	0.009521868	0.04926437	0.026089275	0.06217998	0.04753936	0.80507594	0.00012809591
a31	0.0064288843	0.008808865	0.043001562	0.015866198	0.026677746	0.0117736105	0.88715476	0.0002884228
a7	0.0013939933	0.0073738126	0.029582042	0.019923123	0.029531792	0.03550778	0.87528336	0.001404076
a27	0.0029892158	0.013656658	0.060443368	0.046668634	0.04551922	0.06444351	0.7637341	0.002545263
a11	0.0052850624	0.024377152	0.073879346	0.061859418	0.054821294	0.07730772	0.70215905	0.00031091805
a18	0.0058963327	0.017852128	0.055483334	0.052956857	0.050955143	0.06083006	0.7506938	0.0053324173
a31	0.007052746	0.025100464	0.07206942	0.06835994	0.06358111	0.07641639	0.68615097	0.0012689689
a27	0.010260849	0.023450758	0.07308884	0.086510085	0.07747647	0.0743476	0.61896753	0.035897918
a31	0.041096564	0.052058324	0.13122208	0.19097006	0.096636586	0.11721285	0.36523843	0.0055650426
a20	0.024672803	0.036128182	0.0888966	0.13568704	0.09354418	0.07286094	0.2874528	0.26075754
a11	0.07649121	0.08257275	0.12060498	0.15541871	0.10851911	0.11436849	0.2679439	0.07408083
a31	0.07619355	0.07722168	0.08580735	0.09216595	0.08297936	0.080217056	0.12273211	0.38268292
a20	0.07346144	0.074264005	0.080447786	0.08635718	0.079314634	0.07472148	0.10278437	0.4286491
a31	0.08119264	0.08170147	0.085052386	0.08582915	0.08338731	0.08388467	0.10068533	0.39826697
a39	0.08322271	0.083272964	0.08427389	0.08389462	0.083893634	0.08140762	0.09192585	0.40810868
a31	0.07856238	0.07869043	0.07944815	0.07872601	0.0787977	0.07854169	0.085577205	0.4416564
a8	0.09326927	0.09328051	0.09360051	0.093004234	0.09385302	0.09186275	0.09817104	0.3429587
</S>	0.08892835	0.08925606	0.090346985	0.09049455	0.08995007	0.09063693	0.09446927	0.36591777
