 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.098583356	0.17385678	0.13584279	0.070988275	0.12843686	0.0047098454	0.036773745	0.35080835
a31	0.00040670348	0.055913173	0.08921455	0.014263488	0.7981236	0.041773483	0.0003044905	4.888304e-07
a8	0.07567458	0.09066503	0.15063694	0.0116109345	0.5898406	0.059188128	0.022165552	0.000218274
a31	0.005354629	0.0057483804	0.21886355	0.28978693	0.29815778	0.18171948	0.00036047018	8.789201e-06
a46	0.00017144917	0.00088264316	0.006364089	0.045365542	0.02626698	0.9208627	5.7343527e-06	8.09203e-05
a31	0.028406398	0.036474675	0.17368773	0.21153918	0.09542023	0.45112306	0.0031835781	0.0001650872
a20	0.018722974	0.012979783	0.035296895	0.10392971	0.047422867	0.7782031	0.0009251509	0.0025195102
a31	0.12616776	0.041734148	0.09526449	0.13238361	0.14557928	0.45069164	0.0019638045	0.006215263
a13	0.026091872	0.016529206	0.026839642	0.05626582	0.14504574	0.68356264	0.0012644714	0.04440061
a17	0.08719008	0.044641014	0.06785568	0.066805154	0.18261746	0.52141756	0.00090856344	0.028564539
a8	0.10682656	0.06250711	0.07901932	0.08147562	0.34202695	0.31156224	0.0021937203	0.014388491
a31	0.13698603	0.10580003	0.11638936	0.09444733	0.5071011	0.036506355	0.0018166761	0.00095312967
a8	0.032257743	0.04646821	0.065970555	0.08363989	0.3055496	0.2818448	0.0123086525	0.17196056
a20	0.052675627	0.10133443	0.14125143	0.14163086	0.5214342	0.038064137	0.001578543	0.002030756
a31	0.039319575	0.08690069	0.14384378	0.16196938	0.3137076	0.13393214	0.012693349	0.107633516
a28	0.03812392	0.07567764	0.15383163	0.19573303	0.17008464	0.15439202	0.04094261	0.17121452
a31	0.07398969	0.073604375	0.094846375	0.099260144	0.09681202	0.09382295	0.07493414	0.39273033
a38	0.07767685	0.08291844	0.10915595	0.11691642	0.13480431	0.09203504	0.07490913	0.31158388
a31	0.11232568	0.1090359	0.1246335	0.12502941	0.26069766	0.07822437	0.06840728	0.1216462
a17	0.086078756	0.08996233	0.105649866	0.11039173	0.100226924	0.09242413	0.08380594	0.33146033
a3	0.0951437	0.09305149	0.09397854	0.093503244	0.13359421	0.08604337	0.087034136	0.3176513
a10	0.08618903	0.08633581	0.08876483	0.08961939	0.103963494	0.08650991	0.08443653	0.374181
a20	0.075998835	0.07542424	0.07576295	0.0756479	0.08039351	0.07700107	0.07630436	0.4634671
a35	0.087315366	0.08704751	0.08828515	0.088921696	0.11393979	0.084742	0.08461144	0.36513704
a37	0.082403295	0.08140854	0.08169414	0.08197862	0.120391816	0.08078561	0.07975266	0.39158532
a23	0.087554574	0.08724247	0.0880463	0.08840614	0.10600542	0.08767454	0.08570575	0.36936474
a20	0.09768981	0.09680529	0.09751166	0.09737166	0.12167203	0.087773114	0.090678215	0.31049824
a31	0.09420519	0.09419568	0.095536634	0.09599174	0.11129681	0.09187913	0.08884594	0.32804886
a0	0.10323836	0.10309222	0.10391135	0.10418467	0.10740065	0.10687272	0.10206939	0.26923066
a31	0.07678854	0.07431669	0.07345112	0.07216394	0.09787906	0.07449103	0.07375275	0.4571568
a13	0.10283285	0.10280301	0.10371754	0.10411034	0.10842876	0.10645311	0.10244073	0.2692137
a31	0.07832131	0.07714451	0.07676189	0.076453045	0.10089471	0.07782659	0.0770868	0.43551117
a39	0.10080644	0.1007389	0.10143539	0.10185491	0.10960938	0.10518951	0.100720696	0.27964476
a17	0.08678446	0.08626845	0.08620499	0.08627435	0.104010746	0.08723743	0.086265855	0.3769537
</S>	0.0837375	0.08341638	0.08373787	0.084098935	0.1055763	0.08557934	0.08288138	0.39097232
