 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.065247215	0.8878958	0.0038413762	4.0306448e-05	0.000489008	0.012727353	0.004818025	0.02494095
a8	0.0019071725	0.00034211774	0.41592687	0.0011672318	0.0014376364	0.57902396	0.00017286674	2.2108232e-05
a31	0.04489523	0.7165968	0.104564294	0.00067363307	0.03314812	0.09731877	0.0026183575	0.00018483802
a41	0.056478523	0.85033506	0.035814196	0.012777171	0.02328045	0.01366214	0.00010559654	0.0075468933
a31	0.038405135	0.09384098	0.2794825	0.3613701	0.19153361	0.035032745	0.00021128026	0.00012368281
a0	0.09252409	0.24991858	0.11219126	0.43641642	0.028683849	0.079542264	0.00035684532	0.00036661382
a31	0.2793189	0.11736701	0.06307472	0.23026478	0.12909749	0.17634854	0.0022387337	0.0022897967
a39	0.17736508	0.1840748	0.06457449	0.22816116	0.12772603	0.20302263	0.009452779	0.0056230547
a31	0.09596903	0.013535023	0.060866825	0.020144494	0.17115013	0.6321263	0.005617898	0.00059034175
a10	0.030797355	0.027887957	0.03993834	0.018764256	0.36611912	0.4619719	0.046323434	0.008197606
a20	0.032790124	0.020453466	0.027856188	0.010606365	0.26967838	0.59149325	0.041023735	0.0060984273
a31	0.016359068	0.012492699	0.021644551	0.008231126	0.3647985	0.54871035	0.023945298	0.0038184042
a10	0.021253413	0.02423407	0.024764407	0.0165759	0.3926532	0.43545243	0.031909972	0.053156603
a20	0.04764315	0.046796694	0.041957907	0.03850229	0.28588828	0.28066698	0.054792244	0.20375247
a31	0.048829064	0.046410948	0.047456935	0.04425166	0.24531269	0.21360688	0.051213723	0.3029181
a13	0.06712798	0.067737766	0.06680369	0.066007555	0.12376857	0.109840214	0.068158664	0.43055552
a20	0.06864154	0.06429533	0.06511193	0.06354036	0.1214558	0.10960993	0.06746979	0.43987536
a31	0.07166621	0.07081612	0.07145822	0.069872275	0.12740515	0.11452642	0.07120485	0.40305078
a28	0.087282315	0.08752641	0.08674631	0.08641815	0.1089077	0.10289624	0.08751845	0.35270444
a24	0.09522817	0.095069766	0.094309576	0.09400383	0.10924138	0.105193175	0.09522897	0.3117251
a46	0.070503764	0.06796162	0.06803566	0.06706929	0.10910753	0.09982477	0.07023495	0.44726244
a39	0.07186911	0.06984417	0.07075032	0.069270015	0.12668277	0.113931604	0.07120454	0.4064475
a46	0.081684	0.07562452	0.077448316	0.075074404	0.11315536	0.10674428	0.077907965	0.3923612
a8	0.09084198	0.07120658	0.078458846	0.07004984	0.120856196	0.121702164	0.072769985	0.3741145
</S>	0.11691986	0.071058705	0.08997047	0.06890586	0.12804015	0.14859574	0.06309488	0.3134144
