 	che	non	li	aspetiamo	</S>
a20	0.49076787	0.23180066	0.25290468	0.0077569447	0.01676986
a8	0.013838333	0.030641165	0.9552972	5.4108797e-05	0.00016922706
a7	0.044492505	0.85862094	0.09337341	0.0019329604	0.0015801449
a35	0.011929164	0.08136555	0.87811667	0.0014499795	0.027138587
a46	0.010326962	0.02767505	0.95874333	0.0002305901	0.0030240365
a31	0.6550285	0.12669913	0.2156963	0.00025340798	0.0023226
a11	0.83534807	0.0993994	0.03258915	0.0048915497	0.027771786
a31	0.6610938	0.15291491	0.033800937	0.0034479778	0.14874244
a0	0.4035884	0.3074851	0.053437185	0.045689967	0.18979937
a31	0.3632569	0.25844982	0.029510256	0.014505026	0.33427802
a30	0.19464354	0.17736188	0.09738615	0.09308497	0.43752348
a0	0.21225938	0.19359076	0.08958136	0.08082467	0.4237438
a31	0.28005406	0.26333842	0.09006852	0.07638374	0.29015523
</S>	0.12761673	0.12390024	0.09997157	0.097763665	0.5507478
