 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
a31	0.047634237	0.062999405	0.0025980787	0.00010691038	0.00038262317	0.01455363	0.012591171	0.00054010615	0.0017285343	0.023237346	0.081971124	0.14762783	0.4589708	0.09865164	0.032018565	0.014388025
a37	0.000788417	0.010623527	0.0059559573	0.011547556	0.028746882	0.49701375	0.408452	0.0015406717	0.002584093	0.01788347	0.002192158	0.010678952	0.0009297928	0.00076587196	0.00028645492	1.0380267e-05
a31	0.0046767653	0.042433396	0.050895482	0.061502106	0.07733738	0.14719212	0.014015098	0.008652955	3.7790796e-05	0.00039273864	0.02294569	0.015559364	0.23389082	0.31165358	0.00737692	0.0014377632
a46	0.0018760783	0.026965044	0.016779607	0.035034865	0.053639058	0.11238595	0.033373743	0.0023604285	0.00028967622	0.00063429214	0.0333408	0.10185655	0.08854474	0.38772562	0.10115353	0.00404007
a24	0.027205259	0.10313129	0.050365385	0.11274224	0.1235305	0.11199582	0.23440187	0.003788394	0.012857474	0.0031573214	0.005754323	0.07492468	0.08247547	0.05135219	0.002227257	9.058442e-05
a31	0.056614753	0.05579715	0.023842216	0.053684622	0.067797884	0.08728134	0.22678602	0.009720466	0.13203035	0.021699503	0.026900304	0.12023632	0.093861654	0.01924239	0.004414632	9.04595e-05
a13	0.02361537	0.012014407	0.00843216	0.01091607	0.013668812	0.021330021	0.06015286	0.0043353434	0.13716868	0.020960473	0.026766151	0.12982683	0.44909978	0.06414855	0.017376743	0.00018771068
a24	0.020600716	0.036716323	0.016327491	0.03903701	0.047509763	0.046244856	0.18016621	0.013005818	0.19876696	0.070080444	0.029375754	0.071477264	0.14639547	0.071908996	0.012169035	0.0002178306
a31	0.025687356	0.02094078	0.008421583	0.018498857	0.02264674	0.026753593	0.1369378	0.007207041	0.22895356	0.06056728	0.060538173	0.113126956	0.17265138	0.07617493	0.020508608	0.00038535122
a13	0.018270915	0.019752027	0.01643433	0.018239517	0.020916963	0.03186109	0.04527182	0.01798428	0.13854818	0.045614973	0.023470813	0.050125893	0.28719085	0.06840739	0.19319992	0.004711014
a17	0.0064199483	0.011831465	0.008484312	0.02020764	0.023932787	0.023721326	0.12186821	0.008359092	0.23840143	0.13052255	0.012073118	0.018625662	0.11959734	0.11323197	0.1384718	0.004251396
a31	0.018357513	0.020409662	0.015311846	0.018761512	0.020748531	0.028040085	0.07016549	0.011835402	0.20628682	0.04995513	0.031231279	0.04359241	0.26203278	0.09113955	0.108313955	0.0038181029
a28	0.009588327	0.018696891	0.020225521	0.026284156	0.029173575	0.039779518	0.049130145	0.02227342	0.14759876	0.068027414	0.01445446	0.014418258	0.1547013	0.090815075	0.28491473	0.009918511
