 	dove	aveva	per	stare	non	aveva	</S>
a24	0.003468241	0.004830667	0.033940196	0.046955384	0.13320047	0.67950153	0.098103486
a20	0.004037945	0.017995587	0.51031494	0.41335493	0.048966687	0.005299143	3.0824787e-05
a13	0.004430083	0.03097706	0.13618982	0.3217795	0.49658224	0.009483743	0.0005575458
a37	0.09121348	0.029402323	0.27251342	0.3174809	0.06905338	0.21125315	0.009083313
a24	0.41406003	0.07985531	0.3514722	0.102809556	0.010610638	0.038085774	0.003106472
a31	0.50362813	0.09906514	0.30353737	0.060042366	0.0051865005	0.016060725	0.012479782
a20	0.35398734	0.1419286	0.32172763	0.104119934	0.026181022	0.02496112	0.027094379
a0	0.2711311	0.16260317	0.29804307	0.18002771	0.031859532	0.030548034	0.025787394
a20	0.1574388	0.11658791	0.30142227	0.1985784	0.08838433	0.07522405	0.062364258
a31	0.13314055	0.13906989	0.32377717	0.20845073	0.051417314	0.103887394	0.040256962
a8	0.085641846	0.09020307	0.32350266	0.20826964	0.09138724	0.1109975	0.08999801
a23	0.0956364	0.10323679	0.27146137	0.20046562	0.07017762	0.11531003	0.14371216
a38	0.07750281	0.09441842	0.2909563	0.20042923	0.05342764	0.054929134	0.22833653
a33	0.08472219	0.114466995	0.3834537	0.19946367	0.04341374	0.026284581	0.14819507
a31	0.08020787	0.1534618	0.40839687	0.24117637	0.017057236	0.016915496	0.0827843
a24	0.16873603	0.15480463	0.280261	0.04986924	0.046030603	0.026627406	0.27367106
a18	0.24926533	0.20405167	0.14648463	0.039267566	0.06568375	0.05987011	0.235377
a31	0.18678881	0.17282408	0.17793453	0.09040111	0.116025805	0.07884406	0.17718159
a33	0.19246665	0.17982833	0.18809886	0.068851486	0.088207744	0.037855566	0.24469139
</S>	0.14407238	0.14389816	0.2513088	0.21963887	0.10068136	0.13569409	0.0047063027
