 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.9667829	0.032133106	0.000118178854	1.8841436e-05	0.00029950062	1.5630188e-05	0.00063196826
a46	0.058913488	0.9260563	0.0026529464	0.0071134856	0.0052501773	1.1673726e-06	1.2419111e-05
a31	0.13815412	0.8002556	0.01293682	0.044214144	0.004072718	4.5796518e-05	0.00032080573
a17	0.21441592	0.72686434	0.01555823	0.022382168	0.019081125	3.137991e-05	0.001666785
a37	0.091188915	0.8249627	0.015409839	0.021456338	0.04677872	7.2891475e-05	0.00013069475
a31	0.52852553	0.37100393	0.025792	0.022995977	0.04841397	0.00076478336	0.0025038
a39	0.3403605	0.17944711	0.052277047	0.2989466	0.08449418	0.0010410377	0.043433465
a31	0.23730266	0.1475594	0.008306508	0.23018391	0.3315178	0.00078341755	0.04434635
a37	0.095888935	0.07625993	0.017277455	0.17146277	0.6111765	0.0041365447	0.023797771
a31	0.06439362	0.05559261	0.029273994	0.19858733	0.59363586	0.012674847	0.045841843
a46	0.096071295	0.09302691	0.08180836	0.116363585	0.23558526	0.071411826	0.3057328
a31	0.0893721	0.088367596	0.08408692	0.108678356	0.18768877	0.07613413	0.3656721
a46	0.07130105	0.071086615	0.070492215	0.07397155	0.08287236	0.06885245	0.5614238
</S>	0.065474115	0.06518096	0.06424543	0.06883554	0.08217564	0.06316811	0.59092015
