 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.31054747	0.47110003	9.73926e-05	0.0024867095	0.11414024	0.0214304	0.08019778
a31	0.43715042	0.374522	0.0008345015	0.12559472	0.059910484	0.0017892909	0.0001985971
a21	0.055077974	0.94466466	6.662265e-05	2.2660686e-05	0.00013534393	2.828928e-05	4.4439607e-06
a37	0.19559108	0.8017643	0.0022186378	0.0003165132	8.2248525e-06	9.7398464e-05	3.845991e-06
a8	0.6579922	0.3366273	0.001337225	0.003925543	1.795681e-05	7.935083e-05	2.0421781e-05
a31	0.8030589	0.14578196	0.003618657	0.043056298	0.001383101	0.002851293	0.00024980484
a13	0.5614918	0.31010962	0.007474468	0.08987381	0.010826181	0.014197362	0.006026714
a20	0.6962353	0.09838977	0.0023726805	0.1384251	0.037533816	0.007903126	0.019140214
a3	0.4973257	0.21505521	0.009448633	0.17059724	0.05696649	0.038709108	0.011897709
a31	0.19687855	0.05486544	0.011673577	0.17988187	0.37209138	0.11508356	0.06952553
a29	0.2049735	0.14536174	0.024576683	0.12910259	0.38779843	0.08250038	0.0256867
a31	0.054641053	0.033207603	0.016638057	0.13948083	0.4329007	0.3097675	0.013364274
a3	0.07795849	0.08667219	0.040244423	0.09348144	0.57870454	0.117218345	0.0057205157
a31	0.018360794	0.038655087	0.01961497	0.092110366	0.3517606	0.47639003	0.0031081627
a24	0.043370917	0.12245813	0.06589983	0.11687808	0.47292706	0.1706468	0.007819141
a31	0.026617758	0.023400536	0.017478481	0.03606758	0.20767874	0.6771445	0.011612379
a39	0.0649471	0.12146318	0.07829459	0.10700165	0.26523024	0.24825676	0.114806496
a31	0.030359717	0.03095749	0.028804187	0.035178497	0.14949907	0.6767234	0.048477612
a33	0.07725095	0.08316411	0.07831053	0.08240217	0.12182938	0.17552638	0.3815165
a31	0.04818593	0.051745676	0.048799984	0.052284732	0.100214615	0.27157357	0.4271955
a23	0.08118784	0.082062855	0.08104965	0.081640705	0.08641236	0.09384999	0.49379662
</S>	0.0586734	0.05882382	0.05844584	0.059374224	0.075825036	0.13644136	0.5524163
