 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
a31	0.00025676063	0.11823408	0.10715305	0.13544822	0.05958576	0.08646355	0.30719897	0.18565965
a20	0.0039587463	0.14886683	0.027621802	0.07371435	0.42822692	0.31521633	0.002361058	3.39619e-05
a31	0.0069552846	0.005325473	0.007065121	0.012023827	0.2767876	0.6909025	0.000933593	6.7181745e-06
a20	0.0017288825	0.0028682642	0.004183645	0.010157521	0.21418013	0.7653455	0.0013580481	0.00017800007
a31	0.005322429	0.013054006	0.051353864	0.1555409	0.3054517	0.4600445	0.009175428	5.7205812e-05
a20	0.0032281016	0.0072517367	0.020589663	0.14417207	0.1502077	0.63040847	0.04355965	0.00058261893
a31	0.0067620347	0.012985805	0.023439586	0.12551638	0.109931916	0.509591	0.2069587	0.004814596
a35	0.003492551	0.015407735	0.0061152517	0.17249806	0.15100157	0.5137173	0.11752116	0.020246351
a31	0.005065518	0.019825848	0.013109625	0.21955167	0.1476682	0.43055695	0.13983858	0.024383646
a15	0.002970617	0.026605276	0.009417076	0.1602725	0.17678379	0.48452112	0.09956325	0.039866418
a18	0.03177409	0.058012303	0.03276434	0.6015459	0.17046729	0.072125494	0.029724358	0.0035862694
a31	0.011501527	0.08233567	0.024520589	0.1738103	0.23324971	0.34819278	0.079877436	0.046511985
a20	0.012832852	0.11854826	0.061776854	0.13865083	0.11417322	0.41920647	0.053282045	0.081529416
a7	0.03570285	0.20457627	0.12287284	0.33304584	0.10614433	0.16086435	0.016717805	0.020075692
a31	0.03641861	0.2774326	0.12784198	0.15779881	0.04168395	0.13919804	0.048233986	0.17139213
a7	0.036834225	0.37813523	0.1978749	0.18269947	0.03321912	0.08318815	0.028687013	0.05936182
a6	0.046471674	0.17550682	0.08711444	0.10376679	0.05033407	0.104724616	0.13013867	0.30194294
a20	0.073798105	0.20020385	0.11522997	0.106544785	0.11982217	0.092151955	0.115665324	0.1765838
a3	0.0865027	0.3427354	0.16600926	0.17400078	0.058887105	0.07013424	0.030440101	0.07129042
a7	0.08400837	0.23913802	0.12495678	0.1417328	0.106358424	0.11579702	0.10709698	0.08091159
</S>	0.10327127	0.18779632	0.124322906	0.1296093	0.09590757	0.111850016	0.107775606	0.13946703
