 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.041516528	0.1778833	0.017688353	0.05838568	0.030189719	0.03485572	0.008270937	0.6312098
a21	3.064573e-05	5.118869e-05	0.36294037	0.01744899	0.4563328	0.16239949	0.00079346134	3.078462e-06
a37	0.0009958914	0.00031827018	0.10167547	0.0022796942	0.75145984	0.14291495	0.00034630534	9.6475405e-06
a31	0.0009151991	0.0001514244	0.10271811	0.001683577	0.77847886	0.11327654	0.0027172992	5.8920286e-05
a17	0.0024535153	0.00084691163	0.39896867	0.011568693	0.33982897	0.24522884	0.0010753518	2.9107521e-05
a20	0.009646504	0.017066972	0.3729624	0.1398865	0.21793017	0.24063824	0.00182122	4.7979094e-05
a41	0.17489047	0.08312015	0.15353851	0.29975453	0.15079145	0.11999275	0.017265819	0.0006463534
a31	0.40677762	0.09062328	0.06890257	0.16849154	0.13846506	0.076307006	0.048631914	0.0018009911
a46	0.08178852	0.05761427	0.029380774	0.22216056	0.21955724	0.13887109	0.1849173	0.065710254
a31	0.28658897	0.057272807	0.08071938	0.13589	0.2326928	0.09172878	0.11159527	0.0035120426
a13	0.024682837	0.018997582	0.033849753	0.08280705	0.11897471	0.27440727	0.2880602	0.15822063
a41	0.110046946	0.020762924	0.15033503	0.052011732	0.2155393	0.124990515	0.3137381	0.01257542
a31	0.10499549	0.040202025	0.12994082	0.1395849	0.21948418	0.17404102	0.18617149	0.0055800313
a33	0.026154045	0.018780138	0.12665302	0.064473726	0.19753999	0.24811395	0.2523682	0.06591702
a31	0.09362645	0.03615702	0.34791768	0.080485314	0.4076312	0.0133307995	0.019566596	0.0012848679
a28	0.019219067	0.01873742	0.1719794	0.03795699	0.21134368	0.1462854	0.14506298	0.2494151
a20	0.043172903	0.038638595	0.13343842	0.03999796	0.091144904	0.1105727	0.14736527	0.3956692
a8	0.06266187	0.057463165	0.25178674	0.060055163	0.21248786	0.07379483	0.086894125	0.19485626
a31	0.079629116	0.07039514	0.31888747	0.07317704	0.27605432	0.063686036	0.06324393	0.054926947
a39	0.06965266	0.06922893	0.17580876	0.07085053	0.1445102	0.09850186	0.11454316	0.25690392
a41	0.0985199	0.08528759	0.098352954	0.08393691	0.09108359	0.0843836	0.08919192	0.3692435
a13	0.07753826	0.07352778	0.2620109	0.07574405	0.22204936	0.071260475	0.0715628	0.14630634
a31	0.10989299	0.08279367	0.13052158	0.08011956	0.107264124	0.0799395	0.0870277	0.32244095
a35	0.08707851	0.085813224	0.14023167	0.08642462	0.12359376	0.09497947	0.10009127	0.28178748
a31	0.10749229	0.08014664	0.08557177	0.07702059	0.080358565	0.07690897	0.08460647	0.40789464
a21	0.09140463	0.09099967	0.10722762	0.09126172	0.10286334	0.09422027	0.09606887	0.3259539
a31	0.08391833	0.07251373	0.07366302	0.07128409	0.07217185	0.07130889	0.07577368	0.47936633
a10	0.09533844	0.09508733	0.100880094	0.09524506	0.09931692	0.09748948	0.09851682	0.31812587
</S>	0.095141865	0.09324207	0.093433104	0.09305702	0.09268753	0.09353825	0.09470817	0.34419203
