 	qui	dentro	vuole	un	tappeto	</S>
a31	0.17712225	0.4157452	0.0038241132	0.09074914	0.29829594	0.014263404
a18	0.024446493	0.007211369	0.87544173	0.01693095	0.04167606	0.034293354
a10	0.0018018286	0.0015436724	0.18317677	0.44807523	0.3177186	0.04768394
a31	0.002523042	0.00049070065	0.22213463	0.14379469	0.34397393	0.28708297
a14	0.0027007884	0.0004612082	0.8989888	0.060037587	0.023337359	0.014474288
a31	0.080718026	0.011459599	0.6646602	0.22252858	0.015203551	0.0054301135
a39	0.17816572	0.0055785966	0.14445393	0.37925074	0.23225133	0.06029969
a31	0.18617332	0.0052856025	0.16191417	0.4752234	0.11759253	0.053811003
a39	0.036845278	0.024168568	0.035934106	0.23494568	0.47627273	0.1918336
a33	0.026771104	0.016226575	0.02673087	0.1420339	0.52323383	0.26500374
a31	0.026741067	0.022190053	0.026512839	0.07068135	0.32441667	0.52945805
</S>	0.061328705	0.059437	0.061262485	0.07084447	0.10910499	0.63802236
