 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.6744336	0.006518868	0.003117138	0.0057962844	0.14283642	0.010521947	0.044339586	0.021345567	0.07492438	0.016166193
a24	0.00031614036	0.00530511	0.0047550504	0.0494371	0.74710345	0.027733358	0.06774292	0.09585947	0.00090337504	0.00084401993
a31	0.0066234325	0.04445876	0.0040454594	0.048026524	0.87990206	0.011392405	0.0034348809	0.00071897433	0.0009947844	0.00040272422
a13	0.0020593035	0.00918395	0.0022553462	0.017656691	0.9581964	0.0011208022	0.008404723	0.00013581141	0.0005408334	0.0004461778
a18	0.025595248	0.22105144	0.102327116	0.22449213	0.41185418	0.0057094516	0.0060328306	0.0016175066	0.00092460134	0.00039554646
a20	0.1069456	0.21895	0.26375136	0.19461554	0.15492268	0.0014300375	0.046003375	0.00995242	0.0021744303	0.0012545321
a31	0.3172721	0.10226069	0.23762901	0.068270236	0.057971068	0.0018701336	0.0644618	0.08560944	0.03663486	0.028020615
a37	0.18625791	0.04378397	0.08579513	0.02880256	0.08924134	0.009971735	0.12265924	0.22063465	0.08239649	0.13045694
a31	0.19078189	0.034130763	0.07901979	0.021256037	0.031447373	0.0038860105	0.06104013	0.34752184	0.06845405	0.16246212
a11	0.1904608	0.041644447	0.05484077	0.029684274	0.11833488	0.02230661	0.08305464	0.40099213	0.019018343	0.03966314
a31	0.09420634	0.033654757	0.06843568	0.025188489	0.027588129	0.008414452	0.022678627	0.5400063	0.04434796	0.13547926
a11	0.16271028	0.067991026	0.07771853	0.05835012	0.18220481	0.05319517	0.039213065	0.31156632	0.030925307	0.01612539
a31	0.02325876	0.047558296	0.100639485	0.052678704	0.048640147	0.020606006	0.010725446	0.45033944	0.07324359	0.17231011
a11	0.057588965	0.1078253	0.12755865	0.1183545	0.23633066	0.10148883	0.01974128	0.12576477	0.092652306	0.0126947295
a31	0.012925244	0.02634326	0.093114294	0.08280047	0.06647654	0.015866574	0.01083868	0.48211688	0.11761992	0.09189823
a13	0.025121784	0.08451713	0.15639813	0.18157633	0.22568093	0.086208776	0.01932603	0.07196998	0.13598135	0.013219609
a31	0.01279772	0.013492346	0.036315076	0.06169819	0.034952197	0.0076790587	0.010681445	0.47731295	0.2952639	0.049807075
a18	0.02878718	0.050904077	0.13068251	0.2453811	0.22882721	0.052327305	0.027178675	0.058177352	0.15265872	0.025075853
a31	0.027216492	0.028642494	0.04421723	0.1009597	0.06642584	0.025298484	0.026171671	0.20752497	0.44188356	0.031659488
a10	0.05698421	0.061062444	0.08258534	0.21105964	0.14913504	0.061167978	0.056420203	0.0762216	0.15345176	0.0919117
a7	0.08041891	0.08001035	0.082190365	0.08921472	0.084471926	0.07893412	0.07965573	0.10412433	0.18281522	0.13816425
a31	0.079843305	0.07960634	0.08240076	0.091810316	0.08545908	0.07832672	0.07910209	0.10730806	0.19526982	0.12087348
a20	0.077061385	0.07711165	0.07874055	0.08870894	0.083476566	0.07695444	0.07691234	0.08528787	0.1172315	0.23851465
a31	0.07515107	0.07512583	0.076291524	0.08046243	0.077807836	0.07462939	0.07500119	0.08808082	0.13132611	0.2461238
</S>	0.0779511	0.07794012	0.07847897	0.08138845	0.08020632	0.07784292	0.078127116	0.08209177	0.09700363	0.26896966
