 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.024811802	4.9278766e-05	3.6584705e-05	0.0013036969	0.06562124	0.16810238	0.73785675	0.002218196
a24	0.28682646	0.002545856	0.016829379	0.033319	0.6356051	0.012948712	0.011781582	0.00014386376
a31	0.09866596	0.016492113	0.19557737	0.034379147	0.18827264	0.093702845	0.36474758	0.008162355
a17	0.30103165	0.06599215	0.027280308	0.012485322	0.010187989	0.0051033297	0.51996183	0.057957303
a31	0.6487727	0.23422031	0.09259709	0.014213115	0.0051039876	0.00025527386	0.004335064	0.00050246564
a37	0.64571375	0.09789185	0.05575988	0.07368435	0.017633522	0.0054480694	0.09438209	0.009486526
a10	0.36448488	0.06962732	0.13891111	0.08368479	0.012629152	0.00739188	0.3187183	0.0045525427
a31	0.0896952	0.0240548	0.055475466	0.08105059	0.021557128	0.007175082	0.68580383	0.035187908
a20	0.14596479	0.04317994	0.120232396	0.2644429	0.06627553	0.016028035	0.2794399	0.064436495
a33	0.1614533	0.034082893	0.14778808	0.39791232	0.067368075	0.017512571	0.14324003	0.030642668
a20	0.15417379	0.036949683	0.15609173	0.503732	0.058844954	0.039187554	0.047375742	0.0036445481
a31	0.21971576	0.040443577	0.15077488	0.18813954	0.15602103	0.078204185	0.13122034	0.035480652
a5	0.26699492	0.032863464	0.07826771	0.076660395	0.13123052	0.05125464	0.26948816	0.09324017
a17	0.08804035	0.061446697	0.040788196	0.020555774	0.026413513	0.03012453	0.2096557	0.52297527
a11	0.12580962	0.110888444	0.11304222	0.12619483	0.098380335	0.19884004	0.12318441	0.10366013
a10	0.13554974	0.118255794	0.12107361	0.13087033	0.10047177	0.1665289	0.10085644	0.12639345
a31	0.1188933	0.11382929	0.110075556	0.08611351	0.084955096	0.14909752	0.08776566	0.24927004
a24	0.08553904	0.08336109	0.08347902	0.08538962	0.08221792	0.12261548	0.09310771	0.36429015
a46	0.055944685	0.0523079	0.052448194	0.05591748	0.06007987	0.16070725	0.25343117	0.30916342
a20	0.069364674	0.065513566	0.06765533	0.086110294	0.07415134	0.10240804	0.12936088	0.40543586
a31	0.05739615	0.055019163	0.055607133	0.06095284	0.058171857	0.08865258	0.1296967	0.49450368
a20	0.07843791	0.07785959	0.077482745	0.07397308	0.0727713	0.08164206	0.055491403	0.48234186
a31	0.056930702	0.05574326	0.055712655	0.055835262	0.05629997	0.07805753	0.099451825	0.54196876
</S>	0.08142341	0.081176355	0.08065147	0.075976655	0.07577507	0.0823958	0.055394206	0.46720704
