 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.5917034	0.023455588	0.0010255352	0.00014569893	0.0122484695	0.017650988	0.07176992	0.12671775	0.049269624	0.09593734	0.0100756865
a14	0.000712061	0.0017715002	0.0012630259	0.0008566742	0.036183488	0.2971765	0.55816865	0.019333955	0.08431764	0.0001223233	9.424688e-05
a11	0.0014047973	0.0121415295	0.00166797	0.0012633093	5.0230847e-05	0.0007460726	0.8681183	0.0056953	0.10691845	0.001973922	1.9996101e-05
a31	0.0011844862	0.011069762	0.002748039	0.0019277637	0.00018659043	0.0022465212	0.83737165	0.004363459	0.13760063	0.0012492331	5.1946296e-05
a46	0.007840923	0.009888181	0.013327726	0.003753277	0.003257129	0.0078079933	0.34778032	0.020182116	0.5853196	0.0008199588	2.2804747e-05
a33	0.106787734	0.02715167	0.05566629	0.015064929	0.031988747	0.020651223	0.074519746	0.057648662	0.60230726	0.0081830155	3.070756e-05
a23	0.13027075	0.041149788	0.06611293	0.024400223	0.043709107	0.02406973	0.042216297	0.06989478	0.43705577	0.119684294	0.0014363754
a31	0.1119432	0.03232888	0.03214457	0.022630483	0.06382672	0.024087003	0.07964039	0.1629685	0.41284218	0.041765068	0.01582299
a21	0.098521285	0.030705301	0.024316745	0.011009538	0.03240415	0.019871416	0.270125	0.20198913	0.28649083	0.012426412	0.0121402
a24	0.034029532	0.0066768304	0.011467964	0.0036404473	0.063812286	0.0410461	0.09745395	0.21901725	0.45657128	0.058463722	0.007820558
a46	0.027972516	0.006648595	0.009353384	0.004083323	0.032934714	0.03129673	0.15334265	0.34594366	0.3517754	0.014496738	0.022152316
a20	0.061946277	0.017703632	0.02087593	0.01286653	0.04836991	0.03984471	0.18068418	0.36468345	0.22989422	0.018586328	0.004544798
a31	0.04559994	0.018663622	0.020871736	0.014895652	0.052421395	0.05419122	0.2255583	0.38295224	0.16543658	0.013757593	0.005651695
a7	0.0347041	0.013835845	0.012905555	0.010228995	0.05456013	0.05888098	0.35305586	0.20159276	0.1886761	0.010240163	0.061319478
a10	0.00933953	0.025920345	0.037572987	0.018350769	0.08632587	0.09879799	0.32832643	0.07827817	0.1861939	0.0053046662	0.1255893
a31	0.008270067	0.026633998	0.040995702	0.016159536	0.073992774	0.09942146	0.35987288	0.031222437	0.10527583	0.017615115	0.22054023
a0	0.011222849	0.03577962	0.061991114	0.021505103	0.08900699	0.103468195	0.36767524	0.05332415	0.1137055	0.021662636	0.12065852
a31	0.022139153	0.027823089	0.08999837	0.025350804	0.20433699	0.09095433	0.042022083	0.08121641	0.08481155	0.058731478	0.2726157
a37	0.021297194	0.056616895	0.110233195	0.035639398	0.12610531	0.10911883	0.2537661	0.05710246	0.07870511	0.05946977	0.09194572
a20	0.03584958	0.041125186	0.077510715	0.038695693	0.13634384	0.0810581	0.05382829	0.26674658	0.114402436	0.09118137	0.06325816
a37	0.04209532	0.071632296	0.1437578	0.053706426	0.17050141	0.118783176	0.125471	0.11603225	0.06928039	0.0413122	0.04742777
a13	0.06565164	0.07071333	0.09070078	0.06770094	0.10654572	0.0872856	0.08277707	0.1717061	0.094291985	0.08631752	0.07630932
a39	0.06869775	0.073972344	0.09643383	0.07088689	0.115601666	0.09197472	0.0855079	0.11443374	0.08624408	0.091279216	0.10496787
a17	0.0704126	0.07845543	0.102426864	0.07362857	0.11309627	0.09366859	0.09203265	0.0955156	0.080272846	0.07472661	0.12576401
a28	0.069164366	0.07733739	0.107490145	0.0728287	0.13066788	0.09924692	0.08574662	0.09012444	0.07511016	0.067626655	0.12465667
a31	0.0638945	0.064583436	0.067661546	0.064045794	0.06946007	0.06672372	0.06967856	0.06560225	0.06778766	0.07103873	0.32952368
a0	0.06216134	0.062409617	0.063873954	0.06221466	0.06503552	0.063575186	0.064252764	0.06593882	0.06408539	0.06451132	0.36194137
a13	0.06389049	0.0637346	0.06884398	0.064123765	0.07866982	0.07035059	0.06268716	0.078838155	0.06849292	0.083255515	0.297113
a31	0.07058563	0.071576975	0.08096571	0.07128039	0.09385874	0.08119338	0.072721176	0.088103555	0.076654874	0.08995747	0.2031021
a37	0.05987449	0.06032737	0.0621372	0.060036816	0.06330596	0.0617061	0.062382203	0.0642881	0.061701972	0.061643634	0.3825961
a8	0.057163484	0.057162046	0.058930863	0.05726696	0.062077448	0.059420276	0.057068694	0.06414405	0.058901977	0.062478796	0.40538535
</S>	0.063254505	0.06421115	0.06855978	0.063787594	0.07279626	0.06814482	0.065838315	0.072405644	0.06450512	0.05556072	0.340936
