 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.23018093	0.49069664	0.0037799093	0.00046002894	0.11051962	0.13759774	0.023449173	0.0033159363
a23	0.02204029	0.30961218	0.44566306	0.0788751	0.095349684	0.047041994	0.00028022742	0.0011374805
a20	0.01278652	0.03482759	0.003056171	0.9484381	1.2851881e-05	0.00027358174	4.0185023e-05	0.0005650238
a28	0.03687242	0.11167575	0.002251334	0.8441433	4.0643197e-05	0.0012791218	0.00013414693	0.0036033746
a31	0.05378299	0.47848174	0.005906494	0.460199	0.00010041413	0.0007554539	5.852961e-05	0.0007154022
a17	0.15041606	0.66260934	0.08597213	0.09909545	0.0004941893	0.0012518996	1.055662e-05	0.00015039947
a31	0.27657536	0.34529564	0.29481387	0.080034345	0.0013805983	0.0018090125	1.0416672e-05	8.083718e-05
a19	0.056189835	0.04482683	0.8493073	0.02458618	0.015476196	0.008820186	0.00023264837	0.00056084164
a31	0.093589544	0.07021266	0.42545855	0.32387605	0.052739047	0.03019698	0.00029137253	0.0036357485
a20	0.020169012	0.011799026	0.40336776	0.069546826	0.2880203	0.17012024	0.027634377	0.009342486
a31	0.004042475	0.005240289	0.79607475	0.072624594	0.09242509	0.019682346	0.008576536	0.0013339493
a20	0.02994979	0.02758683	0.19663313	0.20498446	0.25710896	0.089249104	0.15607537	0.038412336
a31	0.022653343	0.023955492	0.34548485	0.16819139	0.18116963	0.055080485	0.18658163	0.016883187
a20	0.05639634	0.056067284	0.099786505	0.21837024	0.13365673	0.070668094	0.20162714	0.16342768
a24	0.053091094	0.054631297	0.14232591	0.13251112	0.13048369	0.061197318	0.23735215	0.18840744
a31	0.047121067	0.052374315	0.2758105	0.04770893	0.0737683	0.048775155	0.25529596	0.19914576
a38	0.0558503	0.05594731	0.06491628	0.08885402	0.073188335	0.057414327	0.096754156	0.5070753
a31	0.050719377	0.05185449	0.09653714	0.064398624	0.08883414	0.05379521	0.13828142	0.4555797
a28	0.065314226	0.06540411	0.069221444	0.06949618	0.06849137	0.06512394	0.079201005	0.5177477
a20	0.07141663	0.07186825	0.08484518	0.06680386	0.07192688	0.071070544	0.08585343	0.4762152
a31	0.06260168	0.06321151	0.08222654	0.06356079	0.07048972	0.06289166	0.08797694	0.5070412
a24	0.07828683	0.07844348	0.08275894	0.0765873	0.07984654	0.078374825	0.08704367	0.4386584
a8	0.05827509	0.059458643	0.09736921	0.055920146	0.068816096	0.05913518	0.09667584	0.50434977
a38	0.058248866	0.05891049	0.08091035	0.07118126	0.07499141	0.059376508	0.09120039	0.5051808
</S>	0.06335239	0.06435455	0.09578992	0.07650188	0.07469107	0.06331716	0.09084258	0.47115037
