 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.0029603415	0.0021377434	0.052665573	0.06158034	0.33579394	0.45824835	0.08661367
a31	0.00042110245	0.00048837933	0.11004738	0.7337573	0.14787185	0.0074017295	1.2252167e-05
a37	0.004887083	0.000696069	0.23270576	0.62945646	0.1313409	0.0007563172	0.0001573993
a31	0.14516954	0.12889594	0.23524891	0.14168338	0.30608383	0.036756445	0.00616193
a13	0.10103889	0.12124236	0.34911653	0.06468541	0.14683893	0.20490414	0.012173717
a31	0.01763659	0.02688039	0.13387755	0.036782432	0.088485	0.4099328	0.2864053
a43	0.056079455	0.06433691	0.131996	0.15078853	0.033589106	0.03747679	0.5257332
a31	0.038014688	0.076461166	0.10793453	0.12506916	0.024761258	0.011372626	0.6163866
a20	0.0795105	0.16665132	0.15384552	0.16127546	0.096203476	0.031826787	0.31068692
a31	0.079828635	0.144258	0.16101557	0.188785	0.077167235	0.019127408	0.32981813
a11	0.12480089	0.1644244	0.16254368	0.17285672	0.13952689	0.063768655	0.17207876
a31	0.12490129	0.12955983	0.15060782	0.16918835	0.12663399	0.03936307	0.2597457
a30	0.14386247	0.14736061	0.1496203	0.15263201	0.14905725	0.12034756	0.13711974
a31	0.15019673	0.15172969	0.16008104	0.16729638	0.15543206	0.09840084	0.11686327
a42	0.13822988	0.13870199	0.13902359	0.13888188	0.14004672	0.1382622	0.16685377
a20	0.14183727	0.14354286	0.14455912	0.14465322	0.14266045	0.13578214	0.146965
a31	0.1365434	0.13659622	0.13677068	0.13678409	0.13686691	0.13668098	0.17975771
a20	0.1405967	0.14055718	0.14063263	0.14037605	0.14094253	0.1418797	0.15501522
</S>	0.14091772	0.14090931	0.14114626	0.14118955	0.14158623	0.14158143	0.1526695
