 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
a8	0.14681835	0.31286573	0.45323837	0.024557978	0.015311564	0.008536787	0.018014336	0.0136619	0.00049318554	0.0065019405
a31	0.00038337577	0.0321965	0.0624196	0.06262095	0.051159665	0.041452333	0.09716744	0.65097326	0.0016193484	7.51581e-06
a7	0.0009029535	0.00030876018	0.010628658	0.45807466	0.48978794	0.009260632	0.0039224643	0.027091397	1.8861516e-05	3.7200043e-06
a24	0.00020685494	0.00018949265	0.0019571814	0.11235279	0.87488306	0.0016613868	0.0073914416	0.0013293579	2.5862699e-05	2.60576e-06
a38	0.0010715778	0.0030725321	0.01020789	0.15267347	0.78538924	0.0068103527	0.031369776	0.007921555	0.0014586826	2.5002628e-05
a31	0.022678128	0.12544043	0.25015768	0.09461618	0.2780239	0.0176805	0.10698821	0.08394229	0.020304317	0.00016830553
a10	0.041597407	0.09622965	0.13894425	0.027177403	0.080805905	0.031058807	0.34868374	0.18003096	0.054162484	0.001309394
a11	0.10321453	0.05198096	0.07592037	0.0067785094	0.013598291	0.024443066	0.38526693	0.3129657	0.020833142	0.0049984786
a31	0.14484061	0.049320206	0.06863761	0.0047915974	0.0071382215	0.027887065	0.34244183	0.3361345	0.010812368	0.007995999
a20	0.05678688	0.020095171	0.02718058	0.007979388	0.012956674	0.036600675	0.38706973	0.3528391	0.06429331	0.034198508
a10	0.091868356	0.037677504	0.044395585	0.0061748093	0.007785584	0.04529021	0.31623498	0.42544186	0.011930898	0.013200338
a31	0.025277631	0.0149785895	0.020366935	0.006479212	0.009368956	0.023822917	0.25037402	0.29733926	0.21659128	0.13540119
a21	0.02142626	0.015287654	0.020590339	0.010199423	0.013448187	0.039724693	0.30562896	0.40038633	0.09782001	0.075488135
a31	0.022306325	0.049813394	0.070389055	0.013254845	0.0142051615	0.118958615	0.31643283	0.35067183	0.01807893	0.025889033
a20	0.0148683805	0.021029107	0.030449055	0.020979665	0.024907606	0.048856497	0.26176238	0.4379627	0.059604235	0.079580404
a13	0.012972539	0.034216296	0.058436908	0.030402418	0.030857308	0.15280814	0.35123742	0.2981957	0.022323847	0.008549399
a31	0.020032862	0.046292856	0.09838285	0.040736284	0.03938155	0.13285454	0.30682325	0.25488362	0.033005778	0.027606377
a41	0.013435871	0.029830787	0.074514106	0.07173028	0.07079021	0.114241295	0.29425392	0.23629105	0.039085507	0.05582701
a35	0.020814063	0.038815904	0.11595211	0.09310089	0.074281834	0.20665966	0.2306935	0.17971689	0.024564173	0.015400999
a31	0.03229955	0.05317344	0.15972683	0.13956536	0.10262552	0.16236651	0.15104274	0.113018535	0.024229495	0.06195197
a24	0.02666145	0.034472395	0.110699005	0.20658751	0.1322681	0.14507627	0.116898015	0.052976873	0.031423926	0.14293647
a37	0.08283361	0.08993017	0.08949781	0.08954565	0.057258986	0.07212681	0.0755805	0.13048214	0.06347545	0.24926886
a27	0.051519778	0.052342214	0.06192206	0.113597244	0.06465004	0.06952993	0.061066043	0.06541418	0.053105697	0.40685287
a20	0.05547894	0.057276122	0.061632678	0.08703337	0.05814146	0.06298207	0.058447503	0.06788045	0.05091342	0.44021404
a31	0.055645775	0.056852818	0.068058126	0.13015234	0.07329369	0.075976625	0.064670384	0.059957877	0.054557614	0.36083475
a37	0.069392964	0.06951868	0.071168795	0.080501705	0.07166713	0.070601806	0.07074758	0.06913835	0.069083616	0.35817942
a31	0.059509367	0.059800666	0.059737053	0.060328312	0.058518484	0.058450688	0.059314784	0.061084706	0.05924754	0.4640084
</S>	0.06676495	0.06675181	0.06740017	0.070821576	0.06786797	0.066988334	0.06768623	0.066974565	0.06705494	0.39168945
