 	sul	muro	vuole	uno	specchio	</S>
a33	0.18439522	0.033505946	0.07775606	0.5810751	0.11963594	0.0036317
a31	0.0023476358	0.75311786	0.24412529	0.0002588618	0.00014660583	3.7674458e-06
a23	0.020699777	0.88478345	0.067598745	0.017710177	0.008994207	0.00021363754
a31	0.9511915	0.039128225	0.008407654	0.00016605423	0.0010024814	0.00010411385
a28	0.8102719	0.038483817	0.14877988	0.0008934739	0.0008382575	0.000732791
a31	0.7835164	0.042675126	0.14744586	0.01967848	0.0059003346	0.0007838254
a39	0.43295726	0.10023797	0.43656692	0.013672797	0.015550063	0.0010149647
a31	0.13281862	0.33122006	0.46440238	0.032413114	0.03638465	0.002761202
a41	0.16630603	0.12908463	0.5041798	0.11053125	0.07164903	0.018249288
a37	0.06221667	0.2901185	0.49050346	0.096834235	0.057506498	0.002820579
a41	0.1071948	0.11281219	0.27719885	0.22634669	0.24833958	0.028107941
a31	0.08725732	0.12714273	0.21965392	0.26220572	0.28338474	0.020355608
a37	0.15475188	0.11912262	0.18341516	0.19975555	0.20791523	0.1350395
a18	0.12076217	0.12062625	0.14422631	0.24298157	0.23561768	0.13578607
a31	0.12331391	0.12373909	0.13832684	0.18936706	0.1876901	0.23756306
</S>	0.11977867	0.10810906	0.121883415	0.13043319	0.11045077	0.40934497
