 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.70937216	0.19585058	0.007277488	0.0004387246	0.00019279531	0.06883504	0.0150415525	0.0012029214	0.0017886884
a20	0.07853287	0.2364184	0.14621527	0.25220102	0.0043522795	0.01661577	0.26403853	0.00037079674	0.0012550629
a28	0.06177322	0.14409058	0.2842299	0.49310884	0.001565402	0.0002968457	0.009642603	0.0032535393	0.0020390733
a31	0.07902257	0.14635019	0.29982617	0.38398573	0.0052559855	0.0079348	0.028000422	0.008148896	0.041475203
a39	0.02267451	0.22572196	0.36591184	0.36594936	0.00924884	0.001052333	0.00610375	0.0005422257	0.0027952383
a24	0.11832721	0.28227088	0.26333293	0.2707221	0.028880466	0.0012459048	0.03405248	0.00023355224	0.0009344237
a31	0.12563866	0.1264052	0.20230463	0.28313515	0.018556789	0.02228982	0.22079815	0.00055377436	0.0003177891
a17	0.022783168	0.028982367	0.053305157	0.0421085	0.0025918952	0.38841188	0.4543386	0.0063802497	0.0010981675
a31	0.014385004	0.01913299	0.046193086	0.06404069	0.0015647159	0.24156064	0.59320664	0.01694591	0.0029703227
a39	0.017864628	0.020706417	0.040277008	0.06517091	0.011463989	0.24417017	0.49201912	0.07958937	0.028738413
a41	0.020944647	0.027629644	0.032347444	0.027001755	0.008669126	0.321132	0.37724164	0.11437281	0.07066093
a31	0.03178282	0.037876878	0.042772338	0.042351875	0.020162959	0.15956949	0.17993708	0.062520914	0.4230257
a33	0.05056745	0.05111809	0.052481655	0.055726167	0.049273267	0.078783	0.07749419	0.056824885	0.5277313
a31	0.046177067	0.047571637	0.048590224	0.04935943	0.04318906	0.08173985	0.08070773	0.053881247	0.5487837
</S>	0.054180775	0.054252338	0.054380722	0.054629773	0.05402095	0.06574855	0.06318305	0.056686334	0.5429175
