 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.45414168	0.38907027	0.04218596	0.02364379	0.016317355	0.018252295	0.0465059	0.004318375	0.005564371
a18	0.00024070282	0.00670013	0.11564705	0.14910437	0.24432799	0.48371893	0.00022230492	1.3104807e-05	2.5543315e-05
a24	0.0039725644	0.006009902	0.05400459	0.35399485	0.33632955	0.23576576	0.009517502	0.00032728602	7.7989265e-05
a31	0.0032441297	0.002815787	0.019651273	0.21174619	0.33938614	0.41289055	0.00960541	0.00017993823	0.000480571
a37	0.0032125614	0.018689768	0.2365714	0.26501587	0.2581559	0.20656027	0.01146452	7.345807e-05	0.00025624072
a0	0.035896253	0.074564844	0.32433784	0.23264311	0.2376897	0.08279015	0.011122177	7.721855e-05	0.0008786664
a28	0.11573821	0.08211319	0.2518527	0.19950338	0.21460737	0.123574056	0.0062275575	0.00018345166	0.006200085
a18	0.1097012	0.098388284	0.13830225	0.15263401	0.18892789	0.2325923	0.029650033	0.0023993952	0.047404557
a31	0.10931135	0.17179587	0.21894199	0.12659103	0.15650684	0.109202184	0.0045598103	0.0028252357	0.100265644
a37	0.059941914	0.09099777	0.15913813	0.18650466	0.21915086	0.21956468	0.033109263	0.009151359	0.02244139
a20	0.046545353	0.07147515	0.15487885	0.16830626	0.25664735	0.15953346	0.015881615	0.026315466	0.10041652
a31	0.045631383	0.0684572	0.16110075	0.19927788	0.26173827	0.19668798	0.022256961	0.012314855	0.03253468
a24	0.053016733	0.058125738	0.10809499	0.1729387	0.30439764	0.1722715	0.048811153	0.0408564	0.041487142
a31	0.103143014	0.120210424	0.1044679	0.090039946	0.1319538	0.08629589	0.061916657	0.10953862	0.19243369
a20	0.08207719	0.08315167	0.09809456	0.12212415	0.2009493	0.12137669	0.08359292	0.079602934	0.12903063
a31	0.10735087	0.111403264	0.11003927	0.11053678	0.13076575	0.1087393	0.096492544	0.10591826	0.11875394
a18	0.08678278	0.086875126	0.087977506	0.08991809	0.09704003	0.089877464	0.08655037	0.086369805	0.28860882
a41	0.09439104	0.095452994	0.09441023	0.093669735	0.09640517	0.09333283	0.091453366	0.09302843	0.24785626
a35	0.0924119	0.09391588	0.09489215	0.09719628	0.1104921	0.09637	0.088580795	0.085735716	0.24040519
a24	0.1032776	0.10959815	0.10262703	0.096538074	0.10542378	0.09521621	0.08866181	0.091182955	0.2074743
a28	0.11973785	0.14123064	0.11598516	0.09319678	0.11119951	0.089590676	0.07713414	0.09265957	0.15926564
a31	0.09225902	0.09393109	0.0917263	0.08974951	0.09172796	0.089513995	0.08811031	0.0903601	0.2726217
a11	0.092905454	0.094206356	0.09223675	0.09032804	0.090802506	0.09014534	0.08956056	0.09177718	0.2680378
a31	0.09239058	0.09460456	0.09117916	0.087816544	0.08810105	0.08744973	0.086815126	0.09075998	0.28088328
a20	0.09320993	0.09352192	0.09320404	0.09293704	0.09324728	0.09316401	0.09263558	0.09287185	0.2552084
</S>	0.086068265	0.08688306	0.08578476	0.08471814	0.08498114	0.08470861	0.08419713	0.085220836	0.31743807
