 	lo	sentii	ee	che	arrivava	</S>
a15	0.7541114	0.0041790446	0.047385346	0.04864987	0.0038294687	0.14184482
a31	7.911497e-05	4.4752405e-06	0.5671709	0.16821194	0.26450863	2.4859044e-05
a46	0.0018996929	7.259814e-06	0.6321935	0.009143348	0.356691	6.519467e-05
a8	0.012484331	0.0006922805	0.5530246	0.023499278	0.4093597	0.0009398624
a31	0.005650488	0.0011400979	0.41335642	0.3976698	0.1814595	0.0007237334
a23	0.0031718565	8.013665e-05	0.38815895	0.12870833	0.47921202	0.0006687474
a8	0.053900026	0.0021229554	0.5547255	0.23248671	0.15146084	0.0053040613
a38	0.31789538	0.0058369567	0.35136873	0.21110485	0.10218692	0.011607142
a20	0.18893406	0.0036987078	0.4620807	0.19473684	0.14479315	0.0057565304
a28	0.14311258	0.0048588184	0.4292786	0.124176614	0.2931629	0.005410439
a20	0.085908115	0.0030342436	0.3570431	0.0998826	0.43210766	0.022024356
a23	0.079847544	0.0021361422	0.54957896	0.22489423	0.14098023	0.0025629147
a31	0.09043462	0.011465596	0.3330659	0.45395353	0.10652095	0.004559463
a29	0.07854798	0.007825611	0.4852508	0.068441704	0.19871917	0.16121472
a33	0.06303588	0.0256102	0.5158598	0.08864388	0.18359444	0.123255916
a29	0.034332085	0.022782188	0.31696638	0.3117145	0.1871808	0.12702407
a27	0.04038441	0.028027058	0.5389265	0.071223676	0.15201837	0.16942005
a46	0.07858267	0.069519885	0.41048306	0.080156915	0.1760244	0.18523306
a20	0.051589027	0.042732354	0.48273706	0.08223185	0.21474406	0.12596552
a31	0.08836882	0.078422554	0.40240735	0.06505354	0.1662365	0.19951126
a7	0.12280128	0.100483045	0.38083035	0.044499464	0.15337408	0.19801177
a1	0.12136442	0.11732639	0.12944345	0.073992886	0.12050992	0.43736288
a20	0.07588008	0.07402515	0.3105388	0.09682757	0.14393574	0.2987926
a31	0.10678782	0.10561659	0.15169944	0.08825816	0.11744059	0.43019748
a20	0.14857998	0.14425185	0.18001465	0.079270706	0.15163131	0.29625148
a31	0.092987664	0.09282951	0.098482125	0.08297128	0.09458906	0.53814036
a23	0.12530123	0.123417415	0.13493186	0.092170544	0.12629144	0.3978875
</S>	0.07642483	0.07656008	0.0792008	0.08234151	0.07712876	0.608344
