 	forse	stanno	ancora	svegli	</S>
a31	0.04593211	0.687247	0.076518886	0.008416524	0.1818855
a10	0.4082372	0.554402	0.03653795	0.00039069244	0.00043210955
a20	0.14305314	0.09326778	0.76277226	0.00021770883	0.00068909477
a31	0.4926426	0.2679171	0.23808257	8.301496e-05	0.001274779
a18	0.14634527	0.64851856	0.20497501	4.7099933e-05	0.00011413505
a31	0.019519271	0.95126706	0.029067796	0.0001409412	4.9201662e-06
a35	0.06076808	0.88181245	0.03405823	0.023099162	0.00026203544
a31	0.20399193	0.6192926	0.095388874	0.08058605	0.0007404593
a10	0.093494706	0.44536725	0.29181844	0.16086191	0.008457799
a20	0.15326542	0.13392486	0.5663908	0.11674171	0.029677255
a29	0.08986761	0.084294915	0.6682723	0.08227546	0.07528973
a20	0.13054949	0.10833172	0.3934119	0.10740798	0.26029894
a31	0.11012221	0.11444108	0.21766636	0.11422232	0.44354802
a28	0.107315004	0.11818339	0.10936202	0.11499971	0.5501399
a8	0.12155148	0.131419	0.09918911	0.12925163	0.5185888
a21	0.095356666	0.0956517	0.1006643	0.09549508	0.61283225
</S>	0.1302184	0.12709983	0.11016579	0.12697846	0.5055375
