 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.18186462	0.11368675	0.25166643	0.27563286	0.15425158	0.022897756
a31	0.0026080944	0.1250376	0.67177993	0.1997512	0.0007625916	6.058217e-05
a24	0.0034434195	0.22268333	0.71625626	0.05303275	0.003889849	0.00069435075
a37	0.06278275	0.85904014	0.047676053	0.027044564	0.0017137412	0.0017427485
a14	0.091172345	0.64074653	0.16276883	0.10072571	0.0038868485	0.00069977687
a29	0.12002568	0.18115352	0.52582765	0.16245632	0.009807474	0.000729367
a0	0.07018873	0.08135465	0.5809356	0.2582719	0.0041846493	0.005064368
a29	0.027921233	0.05856298	0.5394118	0.3639481	0.0046210545	0.0055348044
a20	0.048790757	0.08514711	0.50195056	0.3570379	0.0026395344	0.004434178
a31	0.042790893	0.102713116	0.47682822	0.37067202	0.0045712725	0.0024244366
a24	0.0860253	0.21953796	0.3020967	0.29785922	0.05222404	0.042256784
a46	0.07497852	0.085682854	0.28701705	0.25616089	0.12031968	0.17584096
a31	0.117651954	0.24373478	0.24369994	0.24545284	0.087557025	0.06190347
a0	0.13471262	0.14833948	0.17988285	0.17224891	0.14480133	0.22001483
a20	0.098709635	0.09967834	0.15243681	0.147062	0.19368853	0.30842468
a31	0.12281814	0.13291334	0.14374818	0.14115992	0.1280547	0.3313057
a46	0.12592421	0.12694785	0.13567156	0.13343559	0.12960967	0.3484111
</S>	0.12506324	0.12638246	0.13428661	0.13244596	0.1323068	0.34951493
