 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.74575686	0.070521034	0.0058663823	0.00021549572	0.00071107864	0.022630265	0.008688202	0.13652365	0.0056012445	0.003485725
a28	0.048229706	0.035498276	0.09276846	0.19019982	0.15941346	0.4651174	0.00027067255	0.001367595	0.0055050813	0.0016294955
a31	0.091117695	0.086403534	0.14286676	0.095304884	0.06036439	0.016229719	0.0004651531	0.08373695	0.41136622	0.012144673
a17	0.019573465	0.047187157	0.3179799	0.12531136	0.113073915	0.009910005	0.000106425134	0.0040209577	0.32765236	0.035184465
a31	0.050234407	0.06509818	0.39825073	0.40162754	0.0814455	0.0025273347	0.00028893692	2.7803424e-05	0.00048253685	1.7062575e-05
a20	0.039427917	0.03495002	0.13753852	0.54168206	0.23851554	0.0058972165	0.0012315107	5.5419827e-05	0.0005486234	0.0001531557
a31	0.05875837	0.020110713	0.09699589	0.60071933	0.21869048	0.0032408582	0.0010088637	0.00040513938	6.310192e-05	7.2471316e-06
a20	0.040304005	0.0068427064	0.06417317	0.47560033	0.31271717	0.07708455	0.0016771468	0.01936268	0.0018524283	0.000385791
a35	0.021356765	0.0051771984	0.08232239	0.56587976	0.250799	0.05060336	0.000543395	0.019241257	0.0038103703	0.00026643058
a36	0.016047	0.009059124	0.085593164	0.5095252	0.22718157	0.0705568	0.0015027573	0.064528525	0.014954551	0.0010513979
a31	0.017370753	0.02064513	0.052025035	0.3715353	0.2300364	0.06924223	0.008745568	0.1829083	0.044427402	0.0030639535
a20	0.006694778	0.0047674254	0.009107694	0.030529918	0.035918735	0.017817078	0.0041455775	0.19566464	0.6199309	0.075423144
a17	0.0124262385	0.013698616	0.022065528	0.032977108	0.031639528	0.016859222	0.0075910315	0.2737492	0.5735424	0.015451118
a28	0.036155064	0.036499724	0.045326993	0.062188335	0.0695044	0.042248737	0.018199284	0.16224067	0.40686825	0.12076853
a31	0.045357015	0.04495106	0.04647699	0.04920871	0.049587905	0.046384055	0.041873306	0.18196808	0.17298636	0.32120645
a24	0.04858481	0.048605204	0.04966524	0.05025456	0.049636036	0.048726138	0.04706348	0.117942594	0.1346353	0.40488666
a31	0.03601185	0.037866995	0.043405723	0.039110653	0.035975434	0.03575621	0.038448628	0.10683172	0.25620714	0.37038556
a15	0.04573267	0.045704618	0.046025004	0.046631083	0.046603005	0.04600122	0.04566866	0.0731721	0.096611366	0.5078503
a31	0.04172876	0.042369	0.044247087	0.044101737	0.04311352	0.042432465	0.04271831	0.11526068	0.26019427	0.32383412
a46	0.051650573	0.051609978	0.05169956	0.05198734	0.051940408	0.05169775	0.0510536	0.0618008	0.072555915	0.5040041
a41	0.04547641	0.04584114	0.046883073	0.046392206	0.04578023	0.045569785	0.04505778	0.06758123	0.11234829	0.49906987
</S>	0.052785363	0.0530855	0.05405913	0.05403877	0.05364263	0.052801866	0.048267715	0.07097306	0.10791296	0.45243305
