 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
a10	0.93573165	0.020623943	0.00021035035	0.00032300706	0.012590121	2.720821e-05	0.011595753	0.015086145	0.0022471333	0.0015647333
a31	0.008962991	0.007491202	0.0010434645	0.0018248404	0.9787315	0.0007241687	2.0042839e-05	0.000967697	6.365424e-05	0.00017040476
a1	0.09646253	0.11384907	0.05057865	0.059351243	0.44399917	0.0034821122	0.0012954723	0.1358506	0.09103549	0.004095636
a28	0.0032879491	0.032114822	0.027491761	0.072346166	0.8531204	0.0027384162	0.00018948178	0.004504894	0.0038300343	0.00037602682
a24	0.026551375	0.057395127	0.017636796	0.04737221	0.8425048	0.0024075988	0.0003732098	0.004528868	0.0011558937	7.41477e-05
a31	0.18934608	0.07869683	0.030851115	0.065524586	0.61506945	0.0043000397	0.0032780853	0.012249264	0.00066433445	2.0252952e-05
a18	0.16123937	0.03827752	0.014171473	0.044805415	0.29307008	0.0018518651	0.020863555	0.42453414	0.0009771513	0.00020936615
a24	0.19073008	0.051673293	0.017207906	0.041273274	0.19143495	0.002851263	0.011471059	0.48711464	0.00587787	0.00036568785
a13	0.19750972	0.04616238	0.012940395	0.030129312	0.12904856	0.004196459	0.008424506	0.56519824	0.0051390105	0.0012514448
a18	0.21738675	0.05188864	0.015125577	0.03324469	0.1203764	0.004330945	0.006027135	0.53990936	0.009465371	0.0022451598
a31	0.24415414	0.058240518	0.021817379	0.04604888	0.116107665	0.0043378845	0.0058285566	0.47913137	0.021123871	0.0032096952
a24	0.30598742	0.09688157	0.048164353	0.1397988	0.15737852	0.032856785	0.0063759764	0.15320157	0.022047004	0.037308022
a11	0.11457016	0.13323684	0.01351094	0.09647434	0.30378944	0.011600497	0.0016520566	0.19928242	0.023991797	0.10189149
a31	0.1807558	0.16746439	0.03496331	0.18057689	0.22787231	0.029084783	0.0026007956	0.0685544	0.02622933	0.08189796
a39	0.09851752	0.17169845	0.027383564	0.22476272	0.24068782	0.024809845	0.004088755	0.083024785	0.022348491	0.10267804
a20	0.06884518	0.20590961	0.031463463	0.28169733	0.3172542	0.028740203	0.0027614667	0.0384321	0.010963474	0.01393294
a31	0.07016516	0.20118958	0.033455376	0.30383724	0.27175942	0.031151878	0.00425525	0.038259942	0.011034831	0.034891352
a17	0.042038262	0.11912815	0.024249647	0.26396468	0.17695604	0.023722114	0.014330721	0.09309571	0.013568526	0.22894612
a20	0.053310316	0.14865907	0.039444312	0.40179613	0.23490769	0.038364194	0.009717723	0.04546479	0.006904722	0.021431016
a31	0.04868897	0.11834801	0.038008083	0.40104175	0.17473716	0.037371065	0.015461668	0.052036606	0.0073863068	0.10692039
a24	0.03632251	0.06406106	0.030930465	0.33232445	0.091317125	0.030769562	0.02611312	0.08988036	0.01480491	0.28347638
a20	0.046142247	0.051607624	0.040944066	0.38334307	0.06759888	0.041026052	0.03809423	0.13022639	0.03162833	0.16938908
a8	0.037572216	0.047584336	0.0343128	0.35867256	0.05930195	0.0341939	0.026412675	0.058026593	0.010315249	0.33360764
a20	0.05614018	0.07199823	0.05051718	0.54127884	0.1010518	0.049827106	0.01535118	0.027702784	0.0039035475	0.08222915
a31	0.029187327	0.03319086	0.028431904	0.27889857	0.03736168	0.02837406	0.026578525	0.044404518	0.014693591	0.47887897
a24	0.0335859	0.03559139	0.032970063	0.2830213	0.037868664	0.03292794	0.033275917	0.048528157	0.031242643	0.43098804
a37	0.046129014	0.046684317	0.04492683	0.18772092	0.049194228	0.044925127	0.044953816	0.06041171	0.047002796	0.42805126
a46	0.039838493	0.040628847	0.039203387	0.25606874	0.042002298	0.039189626	0.039224397	0.051059544	0.037569415	0.4152153
a31	0.045030124	0.04643487	0.044369683	0.30420685	0.048640374	0.04433302	0.040806454	0.0493914	0.018549502	0.35823774
a28	0.04416469	0.044628114	0.043888815	0.20691426	0.04533511	0.043867916	0.043645747	0.049452074	0.0396278	0.43847546
a24	0.051382456	0.05140514	0.05109059	0.08306631	0.051835224	0.051084448	0.05107841	0.055152938	0.0507024	0.50320214
a31	0.05038223	0.050707333	0.04956812	0.110996254	0.05249537	0.049584854	0.049704935	0.06093883	0.0526022	0.47301996
a17	0.04610284	0.046308447	0.045906857	0.14565782	0.046715725	0.04590411	0.045985956	0.050939064	0.045867503	0.48061168
a31	0.048613906	0.048777975	0.048322607	0.06941698	0.04954359	0.048337884	0.048125654	0.054138746	0.045529857	0.53919286
a46	0.057457138	0.057487536	0.057320878	0.0966743	0.057776593	0.057316393	0.057098847	0.060012255	0.0537683	0.44508776
a8	0.05487738	0.054956764	0.054707583	0.06600898	0.05541362	0.054713205	0.05428474	0.057431966	0.048921518	0.4986843
a31	0.061011188	0.061124768	0.06083105	0.114360034	0.061671015	0.06081465	0.05853655	0.06157675	0.036477152	0.4235969
a8	0.07710462	0.07688293	0.07678733	0.088855416	0.07760108	0.0767804	0.07630585	0.08142277	0.07039943	0.29786023
</S>	0.06416703	0.06422728	0.063982286	0.08234194	0.0647351	0.06397933	0.06281484	0.065642364	0.049269423	0.4188404
