 	voglio	che	Maria	venga	domani	</S>
a20	0.011682578	0.05742823	0.00031195636	0.16881277	0.4324107	0.32935372
a21	8.294606e-05	0.1117292	0.016148593	0.87091374	0.0010752949	5.028343e-05
a31	0.0040546777	0.12044576	0.5808465	0.2932655	0.0011053298	0.00028226
a37	0.0036713826	0.3785253	0.4207596	0.15628637	0.010637535	0.030119896
a31	0.005324602	0.85677737	0.10907811	0.023319937	0.0017903111	0.0037095982
a35	0.027628355	0.50677514	0.27083847	0.067927904	0.0240622	0.102767944
a31	0.0047717965	0.38056785	0.1922453	0.21547942	0.053084426	0.15385117
a20	0.009088316	0.067647986	0.25855905	0.44427046	0.16228153	0.058152642
a31	0.006845629	0.02810838	0.08630648	0.5567183	0.2778105	0.044210795
a18	0.02616157	0.036333565	0.08391403	0.43375424	0.39284316	0.02699352
a31	0.01626771	0.022699373	0.058634326	0.31360415	0.5627179	0.026076518
a3	0.07046366	0.073451065	0.09546293	0.27678433	0.38890594	0.09493207
a13	0.059480406	0.062905185	0.0879564	0.27572298	0.4622769	0.051658135
a37	0.08226283	0.08622796	0.09967054	0.21692061	0.38631445	0.12860359
a46	0.088890664	0.08967569	0.096909136	0.14912358	0.20521094	0.37019002
a31	0.09981605	0.10112461	0.10710689	0.15028924	0.19866626	0.34299695
a18	0.09601323	0.09609642	0.09790333	0.10351831	0.11031667	0.49615207
a46	0.0938857	0.09455509	0.09609722	0.10703929	0.122680165	0.48574257
</S>	0.10500683	0.10612553	0.10729497	0.11509068	0.12913316	0.4373488
