 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.38734	0.07985183	0.017074069	0.026293473	0.046360604	0.21748422	0.022933887	0.18119478	0.021467155
a20	0.0051846923	0.16049854	0.52881724	0.077987224	0.09124999	0.058258638	0.07670811	0.0012904102	5.193226e-06
a31	0.32633135	0.064626984	0.036942497	0.018305173	0.13559477	0.1729262	0.14144649	0.10211173	0.001714842
a8	0.07223203	0.020898035	0.016336398	0.012690006	0.10151408	0.014746189	0.7515631	0.0020019673	0.008018189
a20	0.034000702	0.2572279	0.24128516	0.28632978	0.16477333	0.0046587065	0.011347248	0.00036293775	1.429063e-05
a31	0.045430537	0.053451452	0.057094004	0.12542143	0.19021583	0.035161465	0.49206448	0.00048803803	0.0006728536
a24	0.05373945	0.03061121	0.04031591	0.1753574	0.23991291	0.048210006	0.41053283	0.0010347136	0.0002856044
a46	0.16433825	0.053520404	0.04963792	0.1304835	0.11372998	0.08485089	0.38137668	0.021878617	0.00018372505
a10	0.1687507	0.059954297	0.06756207	0.15648201	0.2841182	0.076202534	0.17537919	0.010932876	0.00061805366
a8	0.015275826	0.008690799	0.011655704	0.02235246	0.047612574	0.07522059	0.7903439	0.0009236791	0.027924508
a31	0.10168563	0.07788362	0.087065585	0.122853875	0.30352387	0.21831846	0.085685484	0.0025621478	0.00042132093
a46	0.028967002	0.022536322	0.029850481	0.037084676	0.057783343	0.14164303	0.5822888	0.0010669238	0.098779365
a3	0.06319518	0.08554051	0.123524286	0.14510003	0.23320265	0.1726574	0.17311446	0.0011365974	0.0025289222
a18	0.041659903	0.056556884	0.14386055	0.19595921	0.2567498	0.07648353	0.17284323	0.0019417936	0.053945027
a31	0.052425534	0.07579572	0.16857167	0.19880834	0.26246727	0.095160924	0.1290315	0.0018521872	0.01588689
a10	0.043026753	0.052390706	0.13822418	0.22165945	0.26110607	0.067740776	0.12380153	0.0071552997	0.08489524
a20	0.092671834	0.08779714	0.09528144	0.11712767	0.14041679	0.13543475	0.14898326	0.025714088	0.15657307
a35	0.085434	0.08622789	0.11184954	0.17029342	0.19546878	0.12728308	0.10789162	0.0111657325	0.104385875
a8	0.11106688	0.10632887	0.10158337	0.09934408	0.10591593	0.14385845	0.10347424	0.027944794	0.20048338
a31	0.07716098	0.08217892	0.12633727	0.20755579	0.2068754	0.07632557	0.05586285	0.0036117542	0.16409136
a24	0.07808246	0.07864517	0.08412414	0.09655821	0.09638561	0.07362867	0.07797488	0.035320334	0.3792805
a8	0.08432868	0.082038715	0.07668101	0.06983982	0.07031432	0.08310159	0.07796402	0.06417914	0.3915527
a0	0.08688018	0.09090237	0.12462228	0.19443657	0.19415043	0.08462048	0.07023391	0.004999884	0.1491538
a31	0.09604521	0.09167354	0.081571765	0.06860367	0.066863336	0.086689055	0.07752122	0.05641647	0.37461573
a18	0.07383357	0.07427773	0.0785084	0.088187516	0.08830512	0.071474105	0.075281516	0.056884702	0.39324734
a31	0.058254458	0.05625925	0.05126962	0.04468498	0.044693213	0.06159521	0.052173134	0.056433205	0.5746369
a17	0.0728282	0.07286102	0.07341562	0.07481621	0.07524272	0.073173545	0.07403138	0.063219436	0.42041188
a8	0.06467752	0.064144365	0.062683284	0.060847264	0.061648685	0.06769413	0.06396413	0.059448168	0.4948925
a31	0.10105937	0.1016308	0.10518206	0.114204966	0.11595454	0.10505151	0.09588493	0.01826305	0.24276875
</S>	0.07596989	0.07594228	0.07603165	0.07643329	0.076871224	0.07520053	0.07858859	0.063907675	0.40105486
