 	sul	muro	vuole	uno	specchio	</S>
a31	0.18439522	0.033505946	0.07775606	0.5810751	0.11963594	0.0036317
a39	0.019699741	0.2254874	0.7488829	0.0021233973	0.002779536	0.00102713
a35	0.9868701	0.0054518646	0.0017099844	0.0010605543	0.0047242516	0.0001833315
a31	0.98988336	0.0023156656	0.0029203077	0.0010553247	0.0035041685	0.00032113504
a2	0.8918486	0.04158091	0.058850423	0.002306251	0.0039121467	0.0015016848
a0	0.7026413	0.06568333	0.17077433	0.02678989	0.03165805	0.0024531314
a20	0.15702103	0.29245174	0.4801116	0.035336357	0.033782423	0.0012968546
a18	0.22499764	0.19454943	0.5250606	0.032708064	0.020582749	0.0021015345
a31	0.14668937	0.2082076	0.51075184	0.07758159	0.049944777	0.0068247505
a0	0.15559748	0.09025695	0.32070133	0.19894591	0.21539828	0.01910011
a31	0.04188094	0.21597232	0.19710462	0.3198028	0.1711035	0.054135874
a46	0.10675085	0.08943092	0.1430375	0.25671995	0.3091134	0.09494729
a33	0.052775607	0.08830907	0.10168814	0.32957837	0.39813954	0.029509285
a8	0.096047334	0.10761044	0.11515206	0.16811071	0.19636461	0.31671485
a31	0.1498913	0.1489288	0.15731815	0.15129735	0.123643845	0.26892054
</S>	0.15384679	0.122384414	0.14439544	0.12251079	0.08485319	0.37200934
