 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.6695417	0.0044694	0.000674306	4.8677084e-05	0.00014315711	0.008773464	0.010925206	0.011990778	0.012842181	0.093974404	0.112991855	0.07362477
a20	0.0013051681	8.3777864e-05	0.00082655746	0.002685179	0.005661428	0.28219205	0.64704025	0.055450764	0.0002518239	0.0034661782	0.00091650255	0.0001203812
a37	0.026142232	0.045847006	0.10646469	0.05488539	0.014607068	0.35320964	0.09288486	0.005156903	0.0015007501	0.282838	0.01613823	0.00032520128
a24	0.0049587353	0.010413779	0.0397575	0.050691225	0.024975223	0.58700037	0.22707367	0.0024405	0.0005759273	0.041204423	0.010591459	0.0003171944
a31	0.02479651	0.08048517	0.032273352	0.1484647	0.091143824	0.34356162	0.26678726	0.00049508596	0.0018108059	0.009315312	0.0008441356	2.2206363e-05
a39	0.038173042	0.012323034	0.0092155235	0.055835698	0.12219031	0.1381925	0.3515705	0.03534728	0.017108232	0.20064576	0.019270463	0.00012767133
a31	0.08575634	0.01279384	0.0150232585	0.061377395	0.10852274	0.07540177	0.33105317	0.15603024	0.037181873	0.08496698	0.031686407	0.00020604515
a24	0.04877337	0.010322222	0.0049377577	0.011626426	0.023676187	0.027415726	0.10154837	0.58489347	0.024707979	0.092477866	0.06334773	0.0062727947
a31	0.026334036	0.0014375563	0.0062885676	0.018056853	0.03326838	0.0153829735	0.07186587	0.6888903	0.004996102	0.081339575	0.048709027	0.0034308296
a28	0.048114937	0.006192854	0.0064719426	0.009251288	0.0126391705	0.016032284	0.04930431	0.5667625	0.010211911	0.113023564	0.13985103	0.022144102
a24	0.0069646426	0.00037312176	0.0022411977	0.0054210904	0.0089693535	0.0049076015	0.018620145	0.7572553	0.0013004091	0.08393627	0.09361678	0.016393974
a8	0.00636159	0.00040398358	0.0038025973	0.0098588895	0.015410934	0.0067467447	0.019930096	0.7593538	0.00096200395	0.08158409	0.07821861	0.01736661
a31	0.023282854	0.0020837034	0.012533977	0.0196815	0.02676983	0.014686482	0.033713214	0.81832445	0.0006214353	0.035366375	0.012451568	0.0004846463
a46	0.029212624	0.002526772	0.0119085945	0.017175768	0.019134935	0.0213913	0.04678092	0.33958483	0.0032647462	0.14937644	0.30873364	0.05090941
a8	0.022993688	0.002480699	0.017111115	0.027929798	0.03399716	0.024287412	0.044788655	0.7466577	0.0007299647	0.050020218	0.02760635	0.0013971475
a28	0.023800746	0.0033548994	0.02996099	0.0534038	0.06657213	0.04005133	0.068540014	0.6894937	0.00035121877	0.018407682	0.0057769506	0.0002865654
a31	0.022147158	0.004237066	0.01636352	0.03919404	0.042678814	0.055645395	0.114198156	0.23830487	0.0139577985	0.064760014	0.16519684	0.22331625
a39	0.021386513	0.006218767	0.021290665	0.06575923	0.07209583	0.071230225	0.09712616	0.3242064	0.010461933	0.1373176	0.12466012	0.048246574
a33	0.011378363	0.0063515813	0.01689344	0.13057047	0.19431251	0.101992674	0.09094323	0.26175052	0.005450307	0.12044109	0.04925881	0.010657026
a31	0.016453573	0.0064962837	0.032197747	0.15528964	0.20623417	0.1080571	0.13872486	0.32340118	0.00042912696	0.011150785	0.0012328491	0.00033268408
a24	0.022680312	0.013488945	0.026642548	0.13162391	0.14443836	0.15098156	0.13480182	0.1398798	0.017507821	0.03923549	0.031083584	0.14763586
a37	0.026972113	0.02419802	0.029291378	0.0917704	0.23738861	0.15498371	0.04747864	0.106916934	0.028083008	0.05349327	0.054126468	0.14529748
a14	0.027740547	0.025338305	0.027492525	0.10868267	0.22635308	0.18507059	0.049540963	0.053237848	0.028167166	0.06729562	0.04950124	0.15157945
a20	0.029431185	0.026948435	0.03246094	0.083607614	0.23442511	0.1436994	0.0473169	0.109027	0.030215483	0.11168858	0.06441778	0.086761594
a28	0.033016052	0.031523995	0.033436965	0.08662267	0.2232538	0.16359633	0.04598735	0.05069772	0.031495318	0.062483206	0.043082118	0.19480443
a5	0.05244486	0.051500745	0.052387856	0.061297208	0.10139524	0.07894346	0.055227406	0.06526203	0.05318517	0.0564549	0.05379484	0.3181063
a17	0.056121007	0.055615846	0.05552017	0.05703059	0.064196944	0.060963575	0.058051255	0.075666316	0.060884655	0.06376183	0.06935221	0.32283556
a21	0.050141297	0.04960558	0.050303027	0.052733574	0.06269938	0.056591347	0.051481813	0.059777148	0.05114495	0.06403536	0.06074486	0.39074168
a8	0.04777021	0.04741883	0.047783148	0.0501087	0.06013223	0.05439916	0.04876822	0.054349378	0.048976604	0.06752393	0.060821716	0.41194794
a31	0.05382761	0.05357497	0.05396009	0.06417572	0.11096882	0.08596641	0.056400415	0.058081344	0.053264804	0.06883368	0.055066727	0.28587943
a20	0.07000733	0.06974226	0.06975854	0.07183126	0.08141286	0.07653656	0.07067431	0.07360453	0.070490375	0.06792608	0.066911995	0.2111039
a3	0.06365279	0.06349795	0.06374689	0.064389594	0.06688518	0.065339364	0.06412137	0.06675945	0.06379395	0.06826837	0.06568863	0.28385642
a20	0.061557308	0.061381545	0.061486065	0.062249426	0.065568976	0.06376386	0.061871815	0.06387373	0.06192307	0.06419179	0.063637555	0.30849487
a10	0.06283556	0.06265419	0.062804505	0.064192526	0.07030555	0.06698055	0.06334591	0.06547045	0.06291484	0.067160636	0.0639732	0.28736216
a31	0.06781753	0.06762688	0.06767236	0.067978635	0.06929338	0.06858938	0.067905694	0.06935593	0.06807929	0.067499354	0.06915651	0.2490251
a20	0.06974114	0.06950761	0.0695701	0.07014029	0.0726074	0.07127589	0.06988084	0.071455486	0.06986693	0.069954224	0.07031118	0.22568892
a7	0.060944617	0.060841523	0.060958978	0.06140668	0.06319557	0.06215331	0.061230056	0.063045144	0.061318126	0.069857806	0.06501364	0.31003457
a11	0.056906465	0.05679968	0.056931205	0.057226695	0.058287047	0.057622164	0.057195626	0.059298776	0.057440024	0.067530826	0.06274552	0.3520159
a18	0.057130244	0.05699513	0.0571955	0.057578035	0.05891711	0.058029216	0.057514865	0.06015128	0.057683114	0.067640975	0.062378258	0.34878632
a27	0.055386987	0.055269644	0.0555152	0.056111943	0.058334824	0.05693549	0.05591714	0.058968052	0.05599258	0.0703319	0.061208405	0.36002788
a31	0.05241438	0.05228954	0.052642085	0.05314893	0.054739922	0.05355595	0.053093333	0.05714324	0.053128023	0.07217568	0.06044903	0.3852199
a39	0.07279863	0.0725941	0.07264893	0.0730745	0.07492949	0.07431406	0.07342124	0.0767005	0.07299943	0.07851036	0.07311618	0.18489265
