 	il	muro	vuole	uno	specchio	</S>
a23	0.14978802	0.09322978	0.11578735	0.33429128	0.30405742	0.0028461446
a20	0.00047844904	0.78363746	0.21520579	0.0004965439	0.00014903564	3.281584e-05
a31	0.014844495	0.9495024	0.029003086	0.0013319183	0.004212722	0.0011053617
a24	0.2717946	0.5213932	0.16252038	0.0011531555	0.0074622007	0.035676487
a31	0.46149665	0.17990503	0.3556738	0.0011346332	0.00063470524	0.0011551755
a13	0.46086898	0.093179494	0.44305575	0.0023852924	0.00027613214	0.00023442013
a39	0.16778456	0.2492375	0.5383217	0.03752878	0.0069511426	0.00017633219
a20	0.098667175	0.18150216	0.6675417	0.04543376	0.0061931405	0.00066198845
a31	0.02249946	0.21856618	0.51214767	0.20443389	0.040345524	0.0020073478
a24	0.03749449	0.09218086	0.27565947	0.26583672	0.29997683	0.028851632
a8	0.026021425	0.065048754	0.11559079	0.3457933	0.36800668	0.07953904
a31	0.04642782	0.08178674	0.13114178	0.28083575	0.31580883	0.14399904
a20	0.087750934	0.0842105	0.11116788	0.1352642	0.13953471	0.44207183
a31	0.079330854	0.077557445	0.09036814	0.12508184	0.1301949	0.49746683
a29	0.099068366	0.08278575	0.09948979	0.09870477	0.09368583	0.5262655
a31	0.07340262	0.070314564	0.076459385	0.093547255	0.10165047	0.5846257
a8	0.09401486	0.08780201	0.09456791	0.09788849	0.096000716	0.529726
a20	0.07271743	0.07425209	0.076310955	0.09286491	0.09739538	0.5864592
</S>	0.0893329	0.08711777	0.09175178	0.1006916	0.09922144	0.5318845
