 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.32743648	0.01978858	0.0019661828	4.560482e-05	7.878994e-05	7.119993e-05	0.004522106	0.024296131	0.27117854	0.0031310664	0.13828516	0.0021681292	0.20703207
a31	0.0025599492	0.0036894148	2.1771719e-05	0.0006972384	7.47871e-05	0.0035161274	0.0013887177	0.0025507035	0.0019759948	0.0003272514	0.97367543	0.009519042	3.7592497e-06
a21	0.15889171	0.0104725305	0.00021095408	0.0007550508	6.618063e-05	0.002809023	0.022624118	0.15541434	0.07904779	0.021646943	0.5372516	0.010431371	0.00037844316
a24	0.035351794	0.066618316	0.00048493917	0.0067537134	9.675954e-05	0.0032494662	0.011510483	0.39920455	0.46151868	0.0063784425	0.0074870586	0.0012991551	4.667318e-05
a31	0.13659377	0.46468753	0.0023600017	0.050498728	0.002594795	0.017580073	0.0034256768	0.062129796	0.1117699	0.0017276962	0.09139944	0.055031884	0.00020063599
a17	0.08081551	0.121984676	0.007943703	0.09828398	0.016262121	0.008674111	0.002513935	0.042628076	0.2511402	0.000539724	0.32314742	0.045907002	0.00015962202
a31	0.191215	0.09254113	0.018874744	0.11007373	0.066339	0.026144078	0.0037595034	0.026349757	0.35459688	0.00031591582	0.087093174	0.02235082	0.00034621469
a20	0.06050293	0.023017371	0.01857321	0.029457916	0.022821214	0.009204872	0.046321392	0.19791685	0.27418035	0.00064636464	0.24230392	0.06750618	0.0075473627
a13	0.040737603	0.01856138	0.011331081	0.035076704	0.029787686	0.00792958	0.091245115	0.47869974	0.18915734	0.0018744614	0.090789154	0.003959321	0.0008508841
a17	0.032267127	0.014178851	0.01034875	0.018540608	0.014352932	0.0031373268	0.13049296	0.61281586	0.10034085	0.003373843	0.05486029	0.0038875067	0.0014031193
a8	0.034406476	0.014646894	0.016110219	0.021144494	0.013545988	0.0039395695	0.16278344	0.53520644	0.072933115	0.010636386	0.11046483	0.0026450506	0.0015370823
a31	0.04446315	0.03832892	0.045275208	0.072345026	0.042329136	0.01977591	0.13538569	0.24477641	0.036140356	0.039144937	0.2816047	0.00023005361	0.00020054134
a39	0.011928366	0.005392557	0.0046142056	0.0052149673	0.005266722	0.003611345	0.19943637	0.36394712	0.20018171	0.02619987	0.0157535	0.0051035625	0.15334968
a31	0.011902535	0.012163701	0.009704064	0.022595564	0.017078053	0.009142117	0.36898234	0.3071427	0.12802903	0.02781654	0.07478337	0.0015397264	0.009120193
a37	0.009172175	0.00857978	0.0051593296	0.013240815	0.012289226	0.009330817	0.37613022	0.22799477	0.18212622	0.048786595	0.024693582	0.0041035614	0.07839294
a8	0.008127148	0.013275251	0.011052989	0.07799423	0.06961638	0.031126183	0.4544033	0.097628325	0.04411677	0.02393971	0.16194831	0.0008744455	0.0058968924
a31	0.018458774	0.03811927	0.025944294	0.12185005	0.09169851	0.047383286	0.11788178	0.073721044	0.022858834	0.005013107	0.43656015	0.00012809965	0.00038291025
a8	0.010617545	0.016538868	0.008610975	0.03930468	0.041887183	0.038362868	0.42119387	0.08477441	0.11492337	0.054198675	0.012764262	0.009949791	0.14687344
a23	0.022680543	0.03645494	0.028089687	0.16944377	0.18848918	0.13968149	0.16914807	0.04418221	0.0320235	0.007311259	0.15670832	0.0010275076	0.004759477
a8	0.029164938	0.052906934	0.029235363	0.15238722	0.16332665	0.150802	0.23748857	0.057770547	0.05177111	0.0075835856	0.052534226	0.0019850577	0.0130437715
a20	0.030271124	0.053051095	0.029968971	0.16007268	0.1792188	0.17074823	0.23268795	0.05191262	0.04871267	0.006514754	0.026070017	0.002098949	0.008672164
a31	0.028502068	0.0334973	0.0284432	0.09844008	0.16376074	0.15999056	0.24696119	0.039624754	0.04737321	0.029346574	0.009983117	0.0206412	0.09343594
a28	0.025270263	0.026717285	0.024590809	0.05741921	0.10041585	0.09622313	0.24097589	0.04266348	0.0527837	0.053541776	0.0037577006	0.029776987	0.24586396
a31	0.034851365	0.034799617	0.035156827	0.04258291	0.0527882	0.049362358	0.10251738	0.04693409	0.048863307	0.05650257	0.0073588076	0.041045405	0.44723713
a46	0.04699894	0.047060654	0.046457544	0.059559055	0.0827286	0.08192755	0.12216827	0.058427326	0.061203774	0.06776909	0.018008165	0.050616402	0.25707462
a38	0.05851441	0.060191676	0.060901143	0.0755739	0.09673413	0.092963085	0.08108939	0.06473784	0.061926667	0.057860065	0.06427675	0.043412715	0.18181822
a13	0.047494855	0.051405456	0.04848478	0.10460602	0.1861459	0.1834645	0.10929174	0.053016383	0.05238678	0.032877695	0.040627573	0.020601368	0.06959694
a31	0.05172667	0.05370208	0.05464233	0.073192246	0.098029256	0.09066523	0.09380665	0.058721125	0.058918588	0.048212804	0.01889493	0.042515866	0.25697222
a17	0.05591301	0.05628179	0.05558076	0.068838276	0.092532285	0.09178658	0.1310725	0.06521797	0.0702339	0.07192464	0.01577796	0.0583719	0.16646838
a31	0.055172004	0.05745388	0.060514983	0.06638572	0.06599917	0.05922842	0.0659923	0.06142508	0.05733153	0.058494486	0.0786506	0.047149397	0.26620242
a35	0.060695354	0.06075773	0.06056119	0.06485261	0.072505586	0.072385274	0.081238635	0.06448079	0.06608311	0.06506022	0.036351357	0.06096528	0.2340628
a8	0.046723656	0.048248123	0.050418314	0.05315375	0.050793547	0.046518613	0.052452914	0.05143777	0.048051383	0.0499707	0.08350542	0.04281933	0.37590653
a31	0.05582114	0.057270803	0.05673065	0.07351136	0.10262142	0.10245553	0.07106693	0.057463314	0.057572037	0.043752447	0.069147855	0.03782447	0.2147621
</S>	0.066059135	0.06618047	0.066231966	0.06778756	0.07007273	0.06964885	0.071725994	0.06806097	0.07042563	0.063734934	0.04216745	0.06383607	0.21406823
