 	il	morto	vuole	pianto	</S>
a31	0.43043208	0.26909718	0.14741413	0.095076606	0.057980016
a28	0.00607829	0.0015007658	0.003291073	0.98579365	0.00333625
a17	0.92358553	0.00030126987	0.043490276	0.02555885	0.007064132
a31	0.8276771	0.0025206232	0.029484447	0.13012023	0.010197669
a20	0.21204294	0.017408442	0.016047921	0.75151163	0.0029891043
a0	0.74665886	0.0139036365	0.08653639	0.1524955	0.00040557486
a31	0.27703843	0.00470853	0.102552325	0.6070768	0.008623936
a13	0.2005341	0.04451023	0.297034	0.4419189	0.016002761
a6	0.08344714	0.007786902	0.15615517	0.7127851	0.039825615
a31	0.040530343	0.009216948	0.37000537	0.55848366	0.021763725
a46	0.097289115	0.032258082	0.16332255	0.47143632	0.23569383
a37	0.08763183	0.061506625	0.52740717	0.27065736	0.052796952
a31	0.11145784	0.09863383	0.17585693	0.16135949	0.45269194
a46	0.15121144	0.14230533	0.16047694	0.07346622	0.47254008
a31	0.13590497	0.13303621	0.16184297	0.06610592	0.50311
a46	0.18618403	0.18476963	0.17148657	0.056333724	0.40122604
a8	0.1326707	0.13160664	0.14105307	0.07696245	0.51770717
a31	0.17413402	0.17202029	0.17434174	0.08107633	0.3984277
a8	0.23848017	0.23655024	0.20530958	0.057086635	0.26257336
</S>	0.15457979	0.15349123	0.16018473	0.09571656	0.43602768
