 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
a31	0.0015468501	0.45135522	0.07043046	0.077014714	0.050774045	0.0035806615	0.098113865	0.06957073	0.1776135
a16	3.613772e-05	0.015733758	0.18131581	0.26670069	0.38316676	0.0010859238	0.134331	0.017616192	1.3730439e-05
a31	0.00032156773	0.0018471769	0.26451594	0.55309427	0.17860651	4.8549256e-05	0.0014502268	0.00011460378	1.1466533e-06
a24	4.3187036e-05	0.0005777634	0.1870253	0.5463635	0.265666	1.626603e-05	0.00023973173	6.613407e-05	2.1976741e-06
a28	0.0060200538	0.010905447	0.31271356	0.41414112	0.25262398	0.00046999636	0.0022406015	0.0008818464	3.4755458e-06
a31	0.014529439	0.019823955	0.2932949	0.37087268	0.27924716	0.0006883267	0.008771731	0.012256196	0.0005156241
a41	0.044546157	0.054626632	0.20570092	0.274443	0.3190262	0.004243506	0.047330625	0.03478607	0.015296944
a31	0.06766327	0.11351234	0.1555508	0.18992099	0.27956906	0.0062120087	0.10424049	0.05378651	0.02954453
a28	0.019052362	0.039382875	0.05730557	0.09555778	0.1307793	0.016478831	0.49469182	0.06074273	0.08600867
a20	0.005988811	0.030498542	0.04573799	0.056730382	0.07798972	0.007922541	0.28590328	0.17323671	0.315992
a46	0.014189211	0.072536476	0.095465906	0.10999564	0.13798821	0.019125134	0.4034518	0.06959419	0.07765342
a11	0.016106449	0.08816086	0.11776241	0.12888482	0.150363	0.01898461	0.36627278	0.06284021	0.050624844
a46	0.009780278	0.039789848	0.07524335	0.0780983	0.08434959	0.009831199	0.14884995	0.2082084	0.34584907
a31	0.019608615	0.10070731	0.15635413	0.16700487	0.17229901	0.02463603	0.20790945	0.090293325	0.061187238
a17	0.019842122	0.044365544	0.13693205	0.1358659	0.1351554	0.020477397	0.08351697	0.18037365	0.243471
a31	0.04984836	0.07405809	0.22325519	0.1795876	0.17751366	0.0462593	0.091381125	0.09469932	0.06339732
a20	0.05026801	0.060392007	0.14570892	0.12427635	0.12107197	0.049955174	0.07388588	0.11317318	0.26126856
a31	0.09709805	0.103379585	0.14922313	0.13234372	0.13157314	0.09376195	0.11501845	0.089998186	0.087603785
a13	0.087070465	0.08906769	0.10790838	0.102931574	0.1019341	0.086457394	0.08690976	0.084320255	0.2534004
a18	0.11342141	0.11587572	0.11544846	0.11231199	0.11174692	0.106116615	0.109326996	0.08126228	0.13448961
a13	0.10034534	0.10243697	0.11316498	0.10825801	0.107813284	0.09791309	0.10105909	0.08384948	0.18515976
a31	0.101706184	0.104766056	0.102962725	0.09917827	0.09860486	0.09272329	0.10441062	0.09619304	0.199455
a18	0.09194567	0.09230375	0.09499842	0.09402819	0.09394407	0.09160245	0.09233937	0.0845652	0.26427287
a3	0.09249106	0.09336913	0.09288991	0.09184377	0.09173183	0.089886464	0.0943716	0.08567665	0.2677396
a0	0.099267274	0.09945683	0.099626586	0.09933388	0.099258706	0.09870263	0.09855515	0.09153813	0.21426076
a20	0.1029136	0.10414123	0.102584235	0.10116164	0.10072435	0.098911114	0.09891071	0.08919831	0.20145479
a31	0.10315499	0.103572324	0.10469072	0.10386624	0.10360853	0.10213283	0.10059213	0.08889341	0.18948884
a13	0.10666068	0.10680812	0.107512124	0.107126996	0.10683026	0.10621185	0.10456987	0.096482225	0.1577979
a31	0.1014917	0.102122486	0.10161985	0.100822926	0.10051709	0.0994615	0.09975499	0.09490803	0.19930138
a20	0.10778979	0.1078654	0.10944161	0.10895637	0.10846629	0.10762943	0.10655739	0.10137153	0.14192219
a13	0.103506595	0.10368488	0.10427996	0.10388889	0.10361679	0.102980964	0.103163905	0.10043508	0.17444295
a20	0.10325663	0.103686966	0.10445088	0.10364573	0.10312752	0.101942874	0.10152501	0.095920004	0.18244433
a31	0.10702622	0.10770395	0.11012865	0.10856788	0.107488394	0.105106294	0.10404328	0.09563092	0.15430439
a17	0.10860552	0.10874773	0.11110236	0.11034048	0.109590605	0.10830844	0.10782845	0.10480113	0.13067529
a20	0.10357486	0.10408103	0.104607545	0.103758365	0.103285365	0.10204436	0.103320055	0.103265084	0.17206343
</S>	0.10438457	0.10507905	0.10689505	0.1054802	0.104608886	0.102436416	0.10327335	0.10025532	0.16758719
