 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.0002218935	0.1204507	0.13090071	0.05520523	0.039677642	0.11433636	0.53920746
a31	0.0047145267	0.039113343	0.41547605	0.25336313	0.28420904	0.0030987298	2.5132118e-05
a10	0.00014286845	0.007291111	0.03263308	0.76341766	0.18708925	0.008678878	0.00074704026
a20	0.003196609	0.009909469	0.020226518	0.18106994	0.7627809	0.022287562	0.0005290574
a10	0.11425506	0.052589677	0.6451248	0.037622117	0.14832537	0.0020311158	5.1904302e-05
a31	0.022432305	0.020505637	0.27516663	0.14955734	0.51566166	0.016139995	0.0005364298
a14	0.029389294	0.06668496	0.35890818	0.25290358	0.25595617	0.03177972	0.004378146
a31	0.018754246	0.035314955	0.29529947	0.35379192	0.23165913	0.052638207	0.012542127
a37	0.01104451	0.043804303	0.14129125	0.37151012	0.32806078	0.06117093	0.043118127
a31	0.011364797	0.034528114	0.19464485	0.41676062	0.25652176	0.05691525	0.029264538
a46	0.009252271	0.050338842	0.10742423	0.40953127	0.32875785	0.048746735	0.045948856
</S>	0.047012217	0.081593	0.25288084	0.5036816	0.09415767	0.01756762	0.0031070632
