 	li	vestono	i	genitori	</S>
a31	0.4351159	0.027644245	0.083070055	0.23263349	0.22153631
a46	0.0053282687	0.102160096	0.5749322	0.2891642	0.028415255
a18	0.10367981	0.18032987	0.29994857	0.38038164	0.035660185
a35	0.020146318	0.34368593	0.53236306	0.09072115	0.013083599
a15	0.039430745	0.4791133	0.34185347	0.13775766	0.0018448576
a39	0.7010436	0.10800488	0.08261509	0.100531995	0.0078044636
a31	0.5374635	0.15704641	0.058286764	0.10939496	0.13780838
a11	0.30743068	0.12152132	0.10360283	0.23662291	0.23082231
a20	0.2781992	0.13691299	0.17702626	0.23005386	0.17780767
a31	0.23540479	0.15668106	0.18339075	0.2180835	0.20643991
a39	0.16278115	0.14118555	0.14716558	0.15152779	0.39733994
a20	0.17414108	0.16654362	0.17292841	0.17404059	0.31234628
a46	0.15892385	0.15511551	0.15818541	0.15805784	0.3697174
a31	0.17176545	0.16933355	0.17183144	0.17113274	0.31593677
a15	0.17769276	0.17610753	0.17543928	0.17189835	0.29886207
a24	0.17930599	0.17709832	0.18074669	0.18189241	0.28095663
a20	0.20923148	0.20259121	0.19481072	0.18482375	0.20854284
a31	0.18744443	0.18103607	0.18211497	0.18400262	0.2654019
a13	0.18438077	0.18290716	0.18288322	0.1816253	0.26820353
a46	0.16774993	0.16491978	0.17377456	0.18757571	0.30598003
a14	0.1731067	0.1695346	0.17832994	0.19097695	0.28805178
a20	0.15617284	0.15144126	0.1691119	0.1984947	0.32477927
a31	0.14621705	0.14047606	0.16065487	0.19457965	0.35807234
</S>	0.17845236	0.17692667	0.18015666	0.18420732	0.28025702
