 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.8507107	0.10887662	0.00020642314	0.0002082311	0.013950235	0.009233959	0.016813979
a31	0.04140027	0.23399097	0.0023635437	0.022300791	0.69147253	0.0008333948	0.0076385387
a0	0.8307183	0.08129888	0.0019222116	0.07290573	0.0076576876	0.0001596235	0.0053375424
a20	0.40726182	0.10027474	0.04763169	0.43231103	0.008656414	0.00028473022	0.0035796168
a31	0.2739126	0.31673166	0.0679128	0.26295272	0.077790916	0.00035322882	0.00034603244
a13	0.49850518	0.13372293	0.05024375	0.1127615	0.20244989	0.0015112722	0.00080548273
a38	0.6242997	0.037728306	0.0051011276	0.1574356	0.17109238	0.0034110986	0.00093184406
a31	0.27643713	0.026536293	0.0069359527	0.29314372	0.37666532	0.014980792	0.0053007044
a20	0.12109843	0.0168951	0.0073221796	0.35037655	0.42026895	0.059200503	0.02483825
a31	0.02993685	0.00593137	0.0043402775	0.26720977	0.6604281	0.020623824	0.0115298405
a20	0.036072537	0.016166605	0.014450316	0.13051444	0.68703777	0.028924394	0.086833954
a33	0.037281487	0.029505122	0.028500088	0.09996005	0.65151304	0.033670112	0.119570166
a31	0.04848377	0.042954117	0.042308085	0.08437405	0.406688	0.030009171	0.34518284
a28	0.10597958	0.10137596	0.10081345	0.10029525	0.13670486	0.09568182	0.3591491
a31	0.12477957	0.12242409	0.12198629	0.09878647	0.084825486	0.12183682	0.32536125
a0	0.11641233	0.1146776	0.11439966	0.10068922	0.09414646	0.114360265	0.3453145
a31	0.082263775	0.079295866	0.0786253	0.07840462	0.09869591	0.0846161	0.49809843
a3	0.09816899	0.09749481	0.09738602	0.09664979	0.10629735	0.097851634	0.40615144
a31	0.079548895	0.07873398	0.07854783	0.08113412	0.10047398	0.08080954	0.5007517
a46	0.10294446	0.10262619	0.102556676	0.10299293	0.111660235	0.10302179	0.37419775
a31	0.080970235	0.080491416	0.08037537	0.08358046	0.1028059	0.08175343	0.49002326
a39	0.11486876	0.114522755	0.11441451	0.114740275	0.12055855	0.11469217	0.306203
a35	0.09614013	0.09557704	0.09543384	0.09735811	0.109799	0.096825115	0.40886682
a31	0.080928035	0.080407776	0.08026712	0.083303	0.10245787	0.0815761	0.4910601
</S>	0.12120709	0.1206343	0.12044971	0.12013352	0.123674385	0.1205352	0.27336583
