 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
a23	0.011214783	0.006982569	0.014061409	0.0005015556	6.3108244e-05	0.00035785473	5.5564393e-05	0.0002306188	0.00023890918	5.1823477e-05	0.0011444719	0.0464591	0.11109425	0.15713096	0.088262856	0.023515293	0.0046939366	0.5339409
a31	4.982035e-06	9.204991e-05	0.00015820703	0.0017594742	0.00049108855	0.0010714893	0.0001612005	0.000534669	0.0004509377	0.00020247302	0.003515291	0.0063507743	0.065114714	0.704923	0.065451406	0.14861743	0.001100185	5.3418677e-07
a5	0.00019113498	0.0007557474	0.0009955138	7.009503e-05	0.00012742248	0.0011212851	3.728684e-05	0.00018335086	0.00010022501	3.1825084e-06	7.947937e-05	0.00029663165	0.0015406576	0.004690462	0.9766551	0.013075136	5.296336e-05	2.4381448e-05
a7	0.00044176076	0.00021803228	0.00027356975	0.00020346852	4.2960626e-05	0.00045224823	1.814919e-05	4.9410042e-05	0.00015885787	5.1842576e-06	0.0011207088	0.00046665574	0.0024481777	0.012931403	0.8363371	0.1437303	0.0010537386	4.8337042e-05
a37	0.00044578404	0.0065866313	0.006626229	0.0051025823	0.0067497	0.012771806	0.0035113709	0.009647784	0.007710399	0.0019972806	0.0012825412	0.007067859	0.052444164	0.65298355	0.21282975	0.012232797	6.4939118e-06	3.299782e-06
a7	0.0037168083	0.00587238	0.005826186	0.0051578544	0.0060746646	0.014061939	0.003262181	0.010179811	0.014451157	0.003196078	0.0027848575	0.013680534	0.12886916	0.63630015	0.13422118	0.012334265	6.2368267e-06	4.5624333e-06
a20	0.010660367	0.003475718	0.0033773847	0.0031460607	0.0034742283	0.007992039	0.0019775007	0.0063419314	0.011190155	0.0027164747	0.0033492597	0.017687062	0.20585066	0.5960469	0.10463849	0.018030912	2.8782895e-05	1.6045873e-05
a31	0.011387434	0.0023210011	0.0022468974	0.0021782944	0.0022690326	0.004881405	0.0015450057	0.0044660713	0.01072263	0.0024043745	0.0076387185	0.027102847	0.28829157	0.5334514	0.072348185	0.026231317	0.000417729	9.607272e-05
a17	0.011619478	0.0019232077	0.001854172	0.0020664593	0.0019529667	0.004231507	0.0016360084	0.0023931076	0.0069722724	0.0018548396	0.009246437	0.03336781	0.32404003	0.4287759	0.08180229	0.083654776	0.0018955618	0.0007131396
a29	0.0032206867	0.0017138174	0.0018090423	0.0018568446	0.0019445874	0.0031329715	0.0014383314	0.0036257026	0.0074335504	0.002645403	0.008264871	0.042576198	0.3759195	0.41372365	0.031060137	0.09592608	0.003133436	0.0005752387
a39	0.0039770645	0.0014731068	0.0015310738	0.0016526311	0.0015925744	0.0025583834	0.0013502205	0.0023482265	0.0049254443	0.0019118567	0.007658322	0.06088862	0.36177844	0.35989508	0.036196012	0.14055842	0.007504903	0.002199539
a31	0.0044971844	0.0019943255	0.0021436163	0.0023365698	0.0022736143	0.003434373	0.001967154	0.003193353	0.0061935293	0.002651538	0.009878276	0.061769426	0.3441001	0.35957804	0.038088553	0.14583474	0.008342202	0.0017233544
a3	0.0047922204	0.001982348	0.002308398	0.0028483972	0.0026331122	0.0044589774	0.0024682605	0.002774503	0.0063477694	0.002664186	0.0124399	0.09595219	0.26437193	0.27527717	0.051368672	0.22567861	0.017517403	0.02411603
a29	0.0025585734	0.0010393512	0.0016675064	0.002798407	0.0026936955	0.00354375	0.0023097123	0.0036698172	0.006160559	0.0034591577	0.009147007	0.1434978	0.2933218	0.25632873	0.019026445	0.19149359	0.052632168	0.004651998
a20	0.0034449922	0.001345908	0.0021814082	0.003806305	0.0035907403	0.0045468174	0.0032469144	0.0042250613	0.006711324	0.004218237	0.010768746	0.15808754	0.25011876	0.2441063	0.023224661	0.19036146	0.070271276	0.015743561
a31	0.0038435254	0.002210553	0.0034005602	0.005282743	0.0050607943	0.006345468	0.004657534	0.005785668	0.009132611	0.0057227085	0.0153864715	0.13299938	0.23430504	0.24103513	0.029665142	0.22766079	0.061156992	0.0063488656
a13	0.0048592216	0.0017325173	0.0028934747	0.005743447	0.00518251	0.007733893	0.0049172207	0.0049352353	0.010236846	0.0054466235	0.019324755	0.1562285	0.2067544	0.23301244	0.04577701	0.1393322	0.057177965	0.08871174
a29	0.0023401666	0.00084738317	0.0011130036	0.006362363	0.0043946397	0.005815366	0.003304885	0.00390463	0.0110296495	0.0076194047	0.013990221	0.2310793	0.19184168	0.1808438	0.016246244	0.12675022	0.1841637	0.008353317
a41	0.0038071543	0.0015762025	0.0021567508	0.012042882	0.008663929	0.010763064	0.007068173	0.006225166	0.015109753	0.01215194	0.021171376	0.2236903	0.16345014	0.18839145	0.030514156	0.11453756	0.13747789	0.041202173
a10	0.003144293	0.0022805657	0.003160098	0.017228765	0.0126775475	0.015126397	0.01033229	0.00947581	0.021675086	0.018066473	0.025490778	0.23172627	0.11983666	0.14107443	0.02888374	0.12663628	0.21206468	0.0011198905
a24	0.0037046564	0.0020582906	0.0021968212	0.012177199	0.005158689	0.007307337	0.00397239	0.003380216	0.017761001	0.011653201	0.02832356	0.24738233	0.18283693	0.21084706	0.041706778	0.05884365	0.033198718	0.12749112
a31	0.005208226	0.004401302	0.004465146	0.010814711	0.005683605	0.006610934	0.004956889	0.005757132	0.022587806	0.011858273	0.034659058	0.4870541	0.12132153	0.13713704	0.033918023	0.02278974	0.04401567	0.036760863
a13	0.004876034	0.0040803137	0.0041870023	0.014895747	0.0066133933	0.008184938	0.0056148237	0.0051424303	0.026514418	0.014875688	0.042943776	0.3715962	0.1169284	0.15073696	0.048256435	0.05287305	0.041342888	0.08033757
a8	0.008613928	0.008356853	0.008372589	0.010519171	0.008562998	0.0095608	0.007764069	0.011695872	0.025683524	0.013571131	0.0564684	0.41025633	0.08325981	0.0745034	0.03811768	0.026861131	0.18893367	0.008898682
a31	0.0057931994	0.0055510956	0.00591344	0.032444227	0.013928991	0.018275691	0.010725328	0.009390949	0.04939727	0.033417135	0.06005303	0.34610164	0.08963094	0.10010623	0.059086286	0.06424009	0.09251124	0.0034332916
a13	0.0049830903	0.004391912	0.0044676736	0.012449086	0.0061533656	0.0073334645	0.005447801	0.00514728	0.023612777	0.012415118	0.04475068	0.38188577	0.1279289	0.16465215	0.050858457	0.047868706	0.033794433	0.061859325
a46	0.014978002	0.01452451	0.014555008	0.01774139	0.014983745	0.015793242	0.014279299	0.016889082	0.029676294	0.01959779	0.06317023	0.42267448	0.07764172	0.080163404	0.055548202	0.024083162	0.06582098	0.03787948
