 	non	ho	cosa	a	fare	</S>
a8	0.0762294	0.036876578	0.08290373	0.45981288	0.34209487	0.00208261
a31	0.013683108	0.34990275	0.59728354	0.033769578	0.0052245157	0.00013651747
a37	0.049661946	0.41977304	0.49115258	0.01926494	0.018514967	0.0016325266
a11	0.0627715	0.06987139	0.501413	0.22982515	0.1158052	0.02031375
a13	0.032274257	0.08013613	0.49332026	0.3851802	0.007731452	0.0013577023
a20	0.36520377	0.032065265	0.21021734	0.37888673	0.013202014	0.00042490716
a31	0.3808713	0.051127177	0.10665304	0.27312383	0.18630996	0.0019147521
a8	0.09361834	0.05972996	0.030678596	0.18517664	0.58486545	0.045931026
a31	0.1249421	0.11258803	0.06557786	0.18132521	0.4781585	0.037408352
a46	0.10712592	0.10508509	0.10103644	0.1526441	0.30855495	0.22555347
a8	0.13889351	0.14108734	0.13027145	0.1433946	0.2243484	0.2220047
</S>	0.13354915	0.13575089	0.13314393	0.13138829	0.16756135	0.29860637
