 	prima	di	andare	alla	scuola	</S>
a7	3.2315475e-05	0.0005361457	8.666514e-05	0.0021974377	0.88123167	0.115915835
a11	0.010238595	0.8980986	0.03245849	0.052396793	0.006497963	0.00030947188
a43	0.03331732	0.10457524	0.85172975	0.010169633	0.000204645	3.358132e-06
a20	0.020173643	0.018109346	0.7784578	0.1691714	0.012800514	0.0012873022
a31	0.053740192	0.1466379	0.1685489	0.15445451	0.46709585	0.009522675
a20	0.08978159	0.15377127	0.021942794	0.13817406	0.510535	0.08579534
a31	0.02346875	0.059395716	0.030732527	0.20809855	0.54850346	0.12980106
a20	0.049320713	0.06183707	0.06251585	0.19022872	0.3569564	0.27914125
a31	0.047167778	0.060619347	0.08877214	0.2493659	0.29103544	0.26303935
a20	0.11031523	0.11293179	0.10858551	0.13663782	0.14003971	0.39148995
a31	0.10433182	0.10883526	0.11080977	0.15612721	0.15407778	0.3658182
</S>	0.11425576	0.114425875	0.108202085	0.119056925	0.11426686	0.42979243
