 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.015052177	0.84630483	0.0033180208	0.020162454	0.044808958	0.0013143123	0.0010690758	0.067970164
a46	0.00010645228	0.002418074	9.141812e-05	0.0065317294	0.024932811	0.0007043247	0.96514535	6.982989e-05
a39	0.26322964	0.18964022	0.10208584	0.2245954	0.1789425	0.0003510605	0.041098066	5.7325888e-05
a31	0.20494701	0.14105092	0.06440575	0.16602413	0.12640877	0.00087583176	0.295316	0.00097154634
a20	0.25344607	0.23413189	0.062696494	0.22903752	0.10456481	0.00090155844	0.115015484	0.00020619004
a31	0.23304895	0.29821256	0.067705065	0.22043629	0.080484375	0.002194325	0.09651192	0.0014065084
a15	0.12459098	0.08298445	0.04558808	0.07876952	0.06727052	0.012655242	0.5664737	0.021667417
a11	0.1075356	0.39376125	0.064221546	0.23426588	0.1372569	0.01187892	0.040167265	0.010912655
a31	0.049104933	0.033996496	0.023836844	0.031464785	0.031509016	0.017037796	0.4112336	0.40181658
a46	0.07295174	0.066051275	0.040735163	0.06405693	0.06360652	0.024735322	0.47491097	0.19295207
a31	0.08732545	0.21575241	0.05522661	0.18309936	0.15915766	0.028338965	0.25845075	0.012648764
a46	0.057484735	0.14267585	0.038480084	0.14682713	0.12932862	0.027597697	0.29513454	0.16247137
a31	0.07803887	0.21858956	0.06483525	0.21545722	0.1761852	0.05363003	0.17649223	0.016771642
a15	0.073434815	0.13728504	0.06434434	0.14521079	0.1246418	0.0598296	0.1647183	0.23053533
a31	0.12802543	0.19850582	0.12195196	0.16765474	0.14893192	0.11597429	0.10974586	0.0092100445
a20	0.06797237	0.09558161	0.0640484	0.10008148	0.09133569	0.062079266	0.09435802	0.42454317
a18	0.12530328	0.13645162	0.12374084	0.13362929	0.13035358	0.12306343	0.12891799	0.098539986
a46	0.10730013	0.11413374	0.10635755	0.11181538	0.10987696	0.10577212	0.111293755	0.23345032
a31	0.10383315	0.11188675	0.1029925	0.11137498	0.10883685	0.102302045	0.104413345	0.25436038
a15	0.09591623	0.09854452	0.09535866	0.098440714	0.09761651	0.09521322	0.09976941	0.31914073
a31	0.1193056	0.1309853	0.11806742	0.122483894	0.11982391	0.1163608	0.09965039	0.17332269
a37	0.11012335	0.111098066	0.10984655	0.11119503	0.11088634	0.1098073	0.111519895	0.22552347
a35	0.10577451	0.10757501	0.10553764	0.10617219	0.10577468	0.105348825	0.10793249	0.25588465
a31	0.106770016	0.108616196	0.106522925	0.107236646	0.10682276	0.106321976	0.108923994	0.24878547
a46	0.11635335	0.116582185	0.116266884	0.11643551	0.116395	0.11627902	0.117416814	0.18427123
a31	0.11296492	0.11471959	0.11276803	0.11337645	0.1129929	0.112505555	0.112237826	0.20843472
a11	0.12028468	0.12041161	0.12025526	0.12033152	0.12035573	0.1202634	0.12069087	0.15740693
a31	0.11795115	0.118763894	0.117856584	0.11813604	0.117970474	0.11776202	0.11884784	0.17271203
a46	0.12184016	0.12192838	0.121816546	0.12187043	0.12190905	0.121834405	0.122408226	0.1463928
a20	0.118526876	0.118964985	0.11847794	0.11863802	0.11856981	0.11842836	0.118341565	0.1700525
</S>	0.118991256	0.11922327	0.11896412	0.11908233	0.119134784	0.11896386	0.11905137	0.166589
