 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.2457025	0.17981946	0.12611549	0.0041347924	0.004476071	0.010984483	0.010462496	0.012817617	0.018659022	0.045953576	0.13900566	0.107597135	0.091791265	0.002480432
a20	0.00016665102	0.0031547286	0.009760892	0.019634023	0.10931853	0.09038966	0.17139013	0.3348757	0.113811806	0.14162217	0.0054846723	8.977271e-05	0.00028328833	1.8001245e-05
a13	0.002560652	0.009123267	0.009850709	0.036274467	0.029242158	0.69843334	0.069863416	0.06936553	0.0045590503	0.025315173	0.026387231	0.01860316	0.0003973051	2.463908e-05
a31	0.0010079062	0.003670115	0.0027559549	0.012301661	0.01680826	0.8086753	0.09425586	0.0484671	0.0012561821	0.004271119	0.0025367832	0.0031681228	0.00079826434	2.730582e-05
a28	0.00040159773	0.00428888	0.003928318	0.0058578565	0.021575956	0.81063074	0.0877458	0.056084197	0.003986639	0.0038689626	0.0013132261	0.00025280094	6.2471074e-05	2.5138943e-06
a31	0.005218012	0.008233264	0.017088875	0.006546295	0.039783463	0.3935004	0.23045364	0.23247519	0.044998292	0.015990216	0.004163253	0.0013798041	0.00016324164	6.1064015e-06
a21	0.011930981	0.007497119	0.020730427	0.004152456	0.037361804	0.16619426	0.18310045	0.23775293	0.23452173	0.072626084	0.007681527	0.012805061	0.0036126706	3.2464908e-05
a31	0.02900617	0.012712127	0.029359506	0.006789315	0.024999825	0.055530485	0.11555251	0.2242104	0.313871	0.119518675	0.020498173	0.03816143	0.00972224	6.821841e-05
a20	0.009822093	0.0034488773	0.006432502	0.0025951513	0.007709181	0.02591982	0.03898705	0.06279731	0.28142703	0.42977226	0.067409664	0.011702632	0.045646515	0.006329907
a28	0.011910501	0.005457009	0.012316301	0.0026882149	0.00989064	0.018404564	0.04186886	0.06337575	0.36464173	0.33582312	0.058371115	0.015289367	0.0560796	0.0038832088
a27	0.0052886526	0.0019472693	0.0034882713	0.0014339148	0.0034231173	0.009516974	0.017906833	0.0254846	0.12916918	0.30564958	0.24965395	0.022560699	0.17889193	0.04558506
a17	0.012765063	0.008354403	0.013378136	0.006296342	0.011374341	0.012587696	0.024104847	0.027088229	0.1465317	0.2679648	0.35946125	0.023561154	0.079506144	0.00702587
a4	0.014566428	0.007043483	0.010910996	0.0054735793	0.0091451	0.015227771	0.0313912	0.032722402	0.09900914	0.23768097	0.40230986	0.044247482	0.08019817	0.010073556
a13	0.006878797	0.0063832626	0.013647284	0.0039291875	0.012070821	0.00987995	0.029712869	0.024126254	0.096417904	0.1283984	0.33019716	0.10132189	0.21313347	0.023902755
a31	0.0087381685	0.006979529	0.011581551	0.0059646247	0.011699068	0.011785393	0.03356301	0.028526638	0.07154064	0.11808437	0.32406196	0.19153738	0.1568608	0.019076852
a18	0.007917233	0.0108669195	0.017061047	0.014890851	0.0186859	0.010724553	0.04007759	0.02797588	0.05469907	0.06708498	0.19241336	0.335176	0.19195826	0.010468422
a36	0.016396558	0.027991438	0.055052914	0.046234727	0.05867031	0.02067554	0.05308949	0.03247028	0.05951656	0.05268389	0.14987542	0.33497116	0.09089512	0.0014765849
a46	0.018513644	0.031396486	0.061369814	0.033136815	0.07039416	0.029944168	0.056174092	0.036568888	0.061041217	0.041272126	0.10585861	0.28220993	0.16569197	0.0064280243
a31	0.022793546	0.0314185	0.04411111	0.0379551	0.04592736	0.028256211	0.0800918	0.057883102	0.07904248	0.077775136	0.14633015	0.16736355	0.17618906	0.0048628687
a20	0.019252457	0.028319973	0.048457652	0.054004643	0.05076158	0.022586107	0.060752824	0.03765812	0.04680901	0.04453141	0.10926352	0.2728459	0.19372128	0.011035551
a8	0.03909728	0.0464954	0.06333616	0.06496317	0.06468879	0.042060472	0.05981086	0.048347943	0.057931576	0.05785514	0.097184114	0.18094471	0.17157494	0.005709472
a31	0.04523048	0.061220787	0.094148666	0.08606636	0.0998345	0.053514507	0.08371368	0.06253409	0.08738838	0.079812035	0.11337884	0.11832926	0.01463666	0.00019176972
a24	0.044324357	0.04739213	0.053469673	0.049327757	0.054091427	0.04772676	0.056418784	0.050331004	0.060681563	0.07068421	0.116572075	0.25989276	0.086666115	0.0024214021
a46	0.027883826	0.04608203	0.06823404	0.025528833	0.07693217	0.052260254	0.06837512	0.05319752	0.092397206	0.066563524	0.1152467	0.2628847	0.04147227	0.0029417777
</S>	0.033982508	0.04633311	0.06543203	0.037714645	0.07328592	0.049501408	0.0662247	0.05306263	0.09529194	0.08468788	0.13738482	0.22146213	0.03499137	0.00064489234
