 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a31	0.39600253	0.5517817	0.018160574	2.0955877e-05	2.4940246e-05	0.00041541533	0.0029025762	9.6148025e-05	0.0006855896	0.002449676	0.023707347	0.0037525783
a24	0.06662985	0.41444376	0.26363498	0.013437271	0.11748585	0.03203518	0.080291465	0.0018406973	0.00023405936	0.00021312697	0.008033188	0.0017206237
a31	0.0404973	0.08824305	0.4588672	0.35827658	0.029133853	0.0005755566	3.5395155e-05	0.00013281977	0.0014046645	0.0025742042	0.01256085	0.007698531
a28	0.05422331	0.10604114	0.4273876	0.23751941	0.059041332	0.0037853213	0.0021130159	5.8237114e-05	0.0005602278	0.0016964761	0.02660369	0.08097029
a15	0.010367361	0.063509345	0.36405492	0.14893937	0.3932952	0.015640965	0.0005701729	0.0005340793	2.8375629e-05	1.277047e-05	0.0027312334	0.0003163072
a28	0.02658907	0.042038575	0.18047956	0.06332215	0.45643848	0.2201638	0.008259083	0.0025774501	9.83027e-06	8.6470124e-07	0.00012062766	5.869293e-07
a31	0.013212161	0.013832078	0.021662699	0.0070250374	0.09919727	0.30638334	0.36906487	0.05008258	0.0012579007	0.00032710182	0.1177625	0.00019241862
a8	0.005670857	0.0077855736	0.016415011	0.0030902403	0.08303463	0.3252705	0.47400066	0.019289447	0.001162627	0.00086306006	0.06319469	0.00022271807
a31	0.002253096	0.0045439545	0.011994844	0.0015655712	0.09698213	0.43314207	0.38393003	0.038033213	0.00070671586	0.00071707595	0.026018977	0.000112311645
a33	0.024848681	0.02644195	0.04450681	0.020305403	0.14419241	0.19990245	0.13739341	0.04175905	0.047346234	0.105610654	0.1359771	0.07171586
a20	0.02360515	0.025537314	0.031017743	0.022753041	0.10880206	0.17236848	0.10649037	0.10620459	0.010753605	0.19534713	0.11006215	0.08705833
a14	0.04660601	0.047445476	0.05190493	0.046195306	0.12769343	0.13914755	0.074866414	0.054662462	0.027617685	0.13784729	0.06203576	0.18397768
a31	0.051711295	0.052561115	0.054564573	0.051210027	0.08049419	0.08855958	0.07279543	0.06510135	0.038981453	0.18109624	0.06755576	0.19536895
a17	0.04832242	0.048350584	0.05008297	0.04764108	0.07982207	0.07854443	0.05565046	0.0352949	0.063746184	0.12950571	0.042114913	0.32092428
a20	0.04229966	0.04296521	0.04373327	0.042020295	0.04815989	0.052884515	0.055334806	0.05902132	0.04306808	0.1666348	0.056573447	0.34730473
a31	0.050691865	0.05106335	0.05279843	0.05045711	0.08198247	0.08548689	0.061785724	0.052186675	0.045417883	0.14061753	0.056529287	0.27098277
a8	0.053798754	0.05384157	0.054238275	0.053531196	0.060018647	0.060204934	0.05641818	0.05018801	0.054911435	0.10584221	0.052317586	0.3446892
a24	0.045527264	0.04603905	0.046726275	0.045368697	0.052620318	0.05662429	0.05561121	0.060053427	0.040987056	0.14118375	0.056516126	0.35274258
a28	0.058053687	0.058873195	0.059879556	0.05761975	0.065476336	0.06960946	0.07254542	0.06983652	0.05361682	0.11833192	0.06101809	0.25513923
a20	0.05887351	0.058982667	0.059283778	0.058454562	0.060878877	0.06137128	0.06264504	0.057645146	0.05916268	0.0882913	0.05702568	0.31738546
a31	0.043621905	0.044226922	0.04485461	0.04337162	0.047255874	0.05115784	0.05488902	0.059622042	0.043306235	0.118144296	0.053289533	0.3962601
a46	0.056298688	0.056302026	0.056413352	0.056179594	0.058164887	0.05850021	0.057363834	0.05636722	0.05723262	0.08620842	0.057867825	0.34310126
a18	0.042402063	0.042858157	0.04324994	0.042251166	0.04384998	0.046797644	0.050499614	0.055931758	0.04364983	0.11034183	0.051563825	0.42660427
</S>	0.04970633	0.050114654	0.05057116	0.04956723	0.05343461	0.056200854	0.057047985	0.06053634	0.047379807	0.11584125	0.057499696	0.35210013
