 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.715209	0.006945652	0.000960469	0.00046642774	3.649361e-05	0.00746415	0.018815754	0.012500141	0.010915509	0.012574558	0.07581542	0.08766013	0.050636314
a24	0.0016731243	9.6313976e-05	0.00064404006	0.00013958714	0.0010948064	0.039581046	0.16744669	0.7451851	0.038626764	0.00012319697	0.0040779533	0.001126849	0.00018457617
a28	0.0125051215	0.029139075	0.03456342	0.0399875	0.12106272	0.06800338	0.6141778	0.01818202	0.0051182653	0.00083015155	0.053043507	0.0032929052	9.4171264e-05
a39	0.004753664	0.0025382861	0.017305935	0.015154884	0.02927352	0.059295785	0.74878556	0.07584379	0.00762276	0.0014851461	0.022658704	0.014586803	0.0006950892
a17	0.048943195	0.07635015	0.06852886	0.06597298	0.15751967	0.06861531	0.24895023	0.23325266	0.00687506	0.009855304	0.013306871	0.0017990923	3.0666546e-05
a31	0.19118823	0.06309681	0.049953017	0.045842573	0.051546022	0.03313803	0.06196327	0.27328452	0.02363716	0.09961781	0.092526235	0.014133648	7.261889e-05
a20	0.060473662	0.013263439	0.008062834	0.006926605	0.006641457	0.014164118	0.027161447	0.16722158	0.33258978	0.065702006	0.19732599	0.099231005	0.0012360703
a31	0.052488223	0.008458826	0.009131521	0.0069729467	0.005518581	0.006009468	0.013285341	0.16789296	0.5209275	0.04090349	0.09441256	0.07119171	0.00280689
a17	0.068190366	0.014454574	0.005229067	0.0045754286	0.005296567	0.012626605	0.03241039	0.0893011	0.49159238	0.044552635	0.102891445	0.10526623	0.02361332
a8	0.028108804	0.0037761126	0.0045897206	0.002708027	0.003077186	0.0037988464	0.010395759	0.095274344	0.70520234	0.007330958	0.078731835	0.049863204	0.0071429075
a31	0.1337305	0.02407049	0.01958433	0.014286167	0.015910843	0.01320919	0.030580927	0.07128279	0.46869764	0.0248418	0.12765044	0.050407633	0.0057472875
a8	0.036707632	0.0044553606	0.004217573	0.0021182061	0.0043548117	0.013853563	0.03790679	0.057120685	0.20082086	0.0038134514	0.07132858	0.4916057	0.07169676
a24	0.07238349	0.0124331005	0.030786911	0.011675814	0.028706549	0.029238332	0.06596011	0.15717678	0.49848837	0.0025106298	0.05603244	0.032844257	0.0017632962
a31	0.017277407	0.0012720451	0.005334491	0.000992597	0.0056355353	0.011413423	0.0382294	0.07370519	0.20486438	0.001789328	0.0681284	0.48995525	0.08140262
a20	0.041980404	0.0041993917	0.012750266	0.0031709557	0.014074613	0.032358263	0.102659784	0.1390938	0.20909625	0.004084743	0.065930955	0.3050434	0.065557145
a31	0.016620928	0.002814381	0.016521934	0.0030713186	0.023719022	0.026501298	0.044747084	0.146094	0.59681445	0.0011305907	0.06556067	0.050418355	0.005986
a41	0.030848287	0.0043354854	0.01858682	0.0035787178	0.031314153	0.048334848	0.15018678	0.19848983	0.14335726	0.006953643	0.05244971	0.21308553	0.09847897
a31	0.027910458	0.012555269	0.038807236	0.012884712	0.11291372	0.1275709	0.14181443	0.16605437	0.21558502	0.0033018999	0.08644906	0.047403365	0.0067495876
a13	0.01485261	0.007038407	0.015690476	0.0066232146	0.057100266	0.08439863	0.18343168	0.15608513	0.08903045	0.022548042	0.03265421	0.09442063	0.2361262
a37	0.022542618	0.018898407	0.023817053	0.020364793	0.06203378	0.10916265	0.055527646	0.06487331	0.17165132	0.023290677	0.098949894	0.16534106	0.16354679
a8	0.03014127	0.02547947	0.030639322	0.02536518	0.10418394	0.17209531	0.089071296	0.06802423	0.09450319	0.030297624	0.091562346	0.07498706	0.16364977
a39	0.03740741	0.031485822	0.04448636	0.033048876	0.16927023	0.24964178	0.12856507	0.06691954	0.089043625	0.010557587	0.097803466	0.02914185	0.012628404
a20	0.03845178	0.034867987	0.039800465	0.03484545	0.115377754	0.20059775	0.09364132	0.07061687	0.08794938	0.03496123	0.0488447	0.04328357	0.15676181
a24	0.044571854	0.04224242	0.04465658	0.042269185	0.08270694	0.14368305	0.07073985	0.06584467	0.08586998	0.04384349	0.0631084	0.053644888	0.2168187
a18	0.046950195	0.044781942	0.047191128	0.04618887	0.052526735	0.065656856	0.05213849	0.06467553	0.10321612	0.049231537	0.049882676	0.065500475	0.31205943
a23	0.045355327	0.04245967	0.045191154	0.042823024	0.07976719	0.13770121	0.07222515	0.07935195	0.11746939	0.045891788	0.04836789	0.045718044	0.19767824
a24	0.053031467	0.050304756	0.056557678	0.052615874	0.10372512	0.18056887	0.08458115	0.075980596	0.11370032	0.027863419	0.044007894	0.032569654	0.1244932
a31	0.04027244	0.03877951	0.04001556	0.039288305	0.04769484	0.06407064	0.05402884	0.08804458	0.13897866	0.054308884	0.031454306	0.041008607	0.32205486
a20	0.041648947	0.040102	0.04091199	0.04002356	0.054985438	0.082198	0.063276745	0.102204844	0.14930785	0.061199278	0.048666548	0.045431215	0.23004365
a3	0.052888125	0.051878344	0.054070637	0.05336714	0.05541466	0.060974807	0.055558324	0.064326294	0.09109826	0.053632807	0.06461793	0.05295347	0.28921917
a31	0.055608924	0.05491418	0.0560014	0.05561799	0.057338797	0.06135394	0.058039945	0.065534696	0.083169565	0.058259506	0.059689928	0.052764755	0.28170636
a13	0.057886492	0.05736354	0.05760834	0.057416297	0.059990723	0.064650334	0.061196733	0.068592414	0.08154264	0.06148472	0.06377558	0.055850446	0.25264177
a31	0.046907328	0.046360776	0.04804351	0.047610786	0.046873115	0.047313843	0.047143985	0.05192267	0.0680255	0.048367232	0.078937985	0.06376525	0.35872796
a3	0.058590863	0.05825696	0.05839153	0.05828211	0.059749514	0.06237703	0.060427263	0.06401321	0.07118028	0.06053134	0.0682266	0.059302147	0.26067117
a20	0.052975245	0.05277188	0.053363755	0.053212058	0.052960046	0.0531247	0.053101446	0.05474632	0.060514458	0.05374929	0.07289219	0.062127054	0.32446158
a39	0.058842342	0.058689944	0.058900923	0.05882607	0.059183236	0.05997839	0.059397068	0.060192294	0.063482754	0.059170015	0.07114048	0.062092625	0.27010387
a20	0.059409045	0.05923251	0.059743337	0.05961063	0.059464425	0.059726413	0.059787773	0.060994048	0.0657644	0.05965536	0.07151685	0.063258156	0.26183707
a31	0.0640224	0.0638592	0.064147	0.0640662	0.06412229	0.064518906	0.06487957	0.065460056	0.069127366	0.063878864	0.07284791	0.06594285	0.21312745
a24	0.07089789	0.07069924	0.07081269	0.070780225	0.07079344	0.07100306	0.07240327	0.07257437	0.07593094	0.07088647	0.07431249	0.07039087	0.13851504
a46	0.059217587	0.05904505	0.059582043	0.059447262	0.059173804	0.05925246	0.059419185	0.0606746	0.06534875	0.059608724	0.072049215	0.066165805	0.26101547
a31	0.058689244	0.058474272	0.05901553	0.05883564	0.059606392	0.061356008	0.059788413	0.060476538	0.06554524	0.058129497	0.074835196	0.063508414	0.26173958
a18	0.06991964	0.06974587	0.06988381	0.06984273	0.06990642	0.070201784	0.07115836	0.071371384	0.074429125	0.06992213	0.074253574	0.06990404	0.14946117
a31	0.05993959	0.059728544	0.060463585	0.060279097	0.059917077	0.06003931	0.060263537	0.06188823	0.067951694	0.060156453	0.07542158	0.06731645	0.24663486
a20	0.07107611	0.07085898	0.07093632	0.07091025	0.07099502	0.07129697	0.07285247	0.07288598	0.07637424	0.07104526	0.07546917	0.07119164	0.1341076
a24	0.06445422	0.06431589	0.064702496	0.0646048	0.06442842	0.064526364	0.0648596	0.06570517	0.06938136	0.06456462	0.075138934	0.0691337	0.2041845
a31	0.055195957	0.054998983	0.05556895	0.055423014	0.05520382	0.055404395	0.05557123	0.05690375	0.062426694	0.055735506	0.073011816	0.06357595	0.30097994
a23	0.069842435	0.0696607	0.069808275	0.06975994	0.069908574	0.07034349	0.07091902	0.07117617	0.07404575	0.069824114	0.0733934	0.06932266	0.15199547
a20	0.05850894	0.058415387	0.058749914	0.058664616	0.058536176	0.05864265	0.058687266	0.059442833	0.062705845	0.058869645	0.0759968	0.06629018	0.2664897
</S>	0.06028905	0.060155824	0.060425024	0.06034446	0.060520355	0.061073516	0.061078656	0.061508846	0.06495511	0.060170207	0.07578354	0.06590843	0.247787
