 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	0.19533555	0.6828422	0.019021368	0.0021251948	0.00013096878	0.00064474007	0.00017684116	2.500687e-05	0.00010011977	0.007439908	0.0066542337	0.02776148	0.0032390903	0.00092893274	0.053574283
a31	0.000324991	0.010248171	0.0045066117	0.0002315615	0.0004615958	0.00024523327	0.0012125771	0.00055711775	7.2062845e-05	0.06036966	0.0040433584	0.41410482	0.5016215	0.0018973642	0.00010335992
a8	0.00845056	0.07982142	0.12418144	0.012713094	0.028731382	0.014320525	0.032775834	0.0016535819	0.0003407728	0.01650909	0.01906481	0.35222256	0.30602705	0.0030151678	0.00017266182
a31	0.0054557845	0.10507619	0.11294525	0.053711753	0.14388932	0.07262286	0.24827467	0.089315355	0.0051955776	0.050385237	0.005839533	0.08384584	0.018019523	0.005398696	2.4437793e-05
a20	0.030997146	0.030761557	0.03404737	0.013114083	0.034528926	0.0149167245	0.15234216	0.032179534	0.003210575	0.02340218	0.0018058916	0.15460807	0.41312683	0.058412906	0.0025460306
a31	0.21354501	0.029241642	0.025925165	0.007937392	0.028654754	0.01020088	0.18616511	0.030372646	0.002200687	0.054985553	0.003569432	0.068015166	0.22470365	0.114067905	0.00041506358
a13	0.22782183	0.025354741	0.025458734	0.012432607	0.019515961	0.012818223	0.09414167	0.017999237	0.0026740744	0.054433614	0.004582558	0.062623926	0.1931956	0.23968512	0.007262108
a18	0.17730844	0.014145516	0.011593374	0.0047345664	0.013824992	0.005886456	0.05598173	0.019675003	0.0050464417	0.20607457	0.0049086665	0.15123792	0.18958299	0.13194282	0.008056504
a31	0.22165942	0.021152794	0.019115848	0.010483067	0.016025638	0.011018131	0.055133075	0.017490244	0.0042649494	0.093040735	0.004276435	0.103172846	0.12759297	0.24541475	0.050159086
a20	0.09877391	0.01489512	0.014589086	0.010523961	0.012101475	0.010553172	0.02872619	0.011806654	0.007321882	0.10216479	0.015801018	0.10787887	0.16344753	0.34342918	0.05798711
a39	0.06698235	0.016394293	0.0155922985	0.012376997	0.015041421	0.012625999	0.026950346	0.016390176	0.008037752	0.14110214	0.012551776	0.25222453	0.22589794	0.14233716	0.03549488
a13	0.08626437	0.02133891	0.020520153	0.016577404	0.018938016	0.01670493	0.031549383	0.019574637	0.010197895	0.1275823	0.014720942	0.21145912	0.21553192	0.1394191	0.04962095
a31	0.020661768	0.010189069	0.009547827	0.007320915	0.009953654	0.0074663498	0.019278985	0.011572317	0.0033450148	0.08202502	0.010002694	0.13275537	0.34488332	0.16609693	0.1649007
a18	0.037504345	0.020831486	0.020798763	0.01803329	0.019408088	0.017753897	0.033218365	0.019011011	0.0078027034	0.13847093	0.03508847	0.16774538	0.21704683	0.17046963	0.07681674
a31	0.007377295	0.023605762	0.022265231	0.018486697	0.025660096	0.01712277	0.037710626	0.028803924	0.0037373505	0.10366598	0.020055927	0.36526608	0.2634727	0.03890993	0.023859637
a37	0.010636683	0.029187122	0.02865229	0.025290173	0.029678298	0.023206647	0.042138863	0.02949566	0.004562433	0.18732528	0.038304124	0.13533172	0.13376698	0.1179288	0.16449495
