 	voglio	che	Maria	viene	domani	</S>
a33	0.02288259	0.15567133	0.0005965983	0.12964524	0.3615253	0.32967895
a31	0.0004900329	0.40266496	0.23126169	0.36458027	0.00064059737	0.0003624147
a11	0.00046134752	0.8290626	0.163662	0.0050201835	0.00046455217	0.0013293868
a31	0.0013841473	0.6751256	0.26481405	0.051313993	0.0051053087	0.0022569706
a18	0.0054540667	0.63457304	0.26794282	0.06985987	0.021493878	0.0006763435
a31	0.0038948043	0.61591417	0.16637447	0.08602931	0.12736906	0.00041819675
a42	0.009710061	0.23608625	0.45901358	0.18890217	0.09402005	0.012267795
a37	0.014752833	0.044741265	0.0849301	0.47747105	0.36050308	0.017601617
a31	0.010825091	0.016761089	0.02192199	0.295349	0.5298461	0.12529682
a20	0.04415074	0.049665675	0.054288626	0.15476039	0.23412532	0.4630092
a31	0.038720135	0.04203631	0.04957707	0.21098113	0.3109261	0.3477593
a8	0.06716972	0.067545764	0.06920801	0.08867488	0.09570194	0.6116997
</S>	0.067854196	0.06842703	0.069309	0.08396952	0.0910547	0.61938554
