 	la	casa	la	costruisce	il	mastro	</S>
a20	0.017232705	0.00016789045	0.00039913796	0.017520392	0.20315059	0.40334022	0.35818905
a17	3.009155e-05	7.579674e-05	0.0009997269	0.020325284	0.0021525326	0.97635275	6.376569e-05
a10	6.611579e-05	6.374173e-06	0.00042432046	0.013102707	3.9434013e-05	0.9863202	4.078018e-05
a24	0.0017522947	8.9170324e-05	0.0062468736	0.04650287	0.00029122975	0.9384866	0.006630954
a46	0.0008851235	0.0015030289	0.01153365	0.03556929	3.798252e-05	0.94995403	0.0005168636
a8	0.007808481	0.003172123	0.010833829	0.014864359	0.0014827838	0.95882964	0.0030087929
a14	0.35759708	0.013588043	0.014238706	0.0081037665	0.016976552	0.5789723	0.010523601
a31	0.2752383	0.0094898185	0.0040502246	0.015065261	0.054460037	0.6311902	0.010506185
a20	0.25825465	0.0038017018	0.0015369202	0.01176326	0.020822857	0.6973055	0.006515104
a41	0.17226839	0.005886737	0.0051932954	0.0219993	0.08217953	0.70562804	0.0068446235
a29	0.21082743	0.048987616	0.050854504	0.048017688	0.23272762	0.40116456	0.0074205007
a31	0.12663911	0.070968814	0.06517905	0.062371407	0.18390478	0.3737155	0.11722135
a30	0.13536	0.062787615	0.033136588	0.052409247	0.08996614	0.4704643	0.15587606
a31	0.047142167	0.04830957	0.091261335	0.21241418	0.467849	0.09800074	0.035023037
a28	0.11258276	0.08079999	0.058789723	0.08384816	0.049850024	0.2507432	0.3633861
a31	0.22090605	0.15815711	0.04878608	0.06656428	0.023622435	0.13970183	0.34226218
a17	0.16773382	0.14505994	0.09274226	0.11913491	0.02800931	0.15152194	0.29579785
a20	0.08959378	0.08842796	0.08616324	0.11951139	0.106488556	0.09181053	0.41800454
a31	0.07972062	0.07902127	0.07736091	0.20031552	0.06063506	0.082759626	0.420187
a20	0.11781388	0.11498602	0.10177084	0.09254889	0.05096709	0.114294015	0.40761924
a29	0.08320347	0.083071955	0.080612525	0.07412442	0.072627366	0.08331162	0.52304864
a31	0.09906561	0.098903045	0.093806006	0.07099386	0.068864144	0.09835126	0.47001606
</S>	0.1191205	0.118255205	0.11013765	0.07714503	0.06898446	0.11712925	0.38922787
