 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
a23	0.022881193	0.037951577	0.014778578	0.001756524	0.0012347981	0.011734739	0.03277678	0.023786597	0.053726193	0.025122503	0.05212463	0.03582694	0.034676857	0.3646798	0.044635847	0.2353497	0.0069566364
a31	0.00026346915	0.00083619554	0.008269854	0.007880696	0.011405831	0.03868246	0.07018471	0.08697729	0.20987482	0.06989175	0.31013995	0.04510494	0.043432917	0.09679958	9.5857264e-05	0.00015781673	1.8198024e-06
a20	0.00027814743	0.0007988518	0.0012382255	0.004809223	0.013028728	0.0066565876	0.0070320517	0.013295367	0.050980933	0.010196819	0.025766984	0.77429557	0.032506052	0.050489977	0.007282117	0.0012073937	0.00013708501
a31	0.0027548287	0.006495016	0.0018243269	0.017526587	0.017976113	0.019003062	0.012421233	0.012809452	0.45029777	0.009011974	0.23057574	0.015683927	0.03378757	0.16936922	0.000109798195	0.00032699347	2.6375401e-05
a28	0.0029612796	0.0048941025	0.0019923644	0.011028521	0.006545465	0.043028407	0.011983956	0.025431879	0.5652394	0.012250716	0.19427717	0.007992418	0.032580834	0.07926579	0.000116018084	0.00038410182	2.7569853e-05
a37	0.008292593	0.009403498	0.0051663215	0.010567879	0.00564902	0.059147526	0.020997064	0.05270668	0.43448693	0.01925436	0.24450125	0.012980986	0.05294843	0.06266987	0.00086185214	0.00035757374	8.115545e-06
a16	0.02144592	0.020666435	0.011766107	0.012934488	0.008146783	0.07480848	0.04630393	0.10998882	0.27933022	0.02944144	0.21454501	0.028849807	0.07849463	0.047427434	0.012059678	0.0037803412	1.0481827e-05
a21	0.014582346	0.013707615	0.007883379	0.0077266362	0.0053112474	0.04523378	0.06957664	0.09985688	0.2024654	0.043382324	0.2711163	0.03414361	0.11340817	0.040377643	0.013514211	0.017672284	4.151666e-05
a31	0.014686818	0.013664732	0.007785325	0.0068608774	0.0050368044	0.037148245	0.07360324	0.08836471	0.1644136	0.042962395	0.2716695	0.034078352	0.14805263	0.04350357	0.011180113	0.036870636	0.00011845316
a37	0.009427119	0.010665039	0.005246747	0.0058499603	0.0033679446	0.035486117	0.07226675	0.078990735	0.14955744	0.051759463	0.1977321	0.13526997	0.13970265	0.057744745	0.002714069	0.04118433	0.0030348254
a21	0.0070255995	0.006794246	0.0038999796	0.0035181856	0.002821337	0.016984912	0.04764667	0.04480024	0.07952109	0.034136992	0.19167635	0.040813927	0.364797	0.06005633	0.003270521	0.08906996	0.0031666858
a27	0.010450198	0.010338739	0.0055631436	0.0047758915	0.00368201	0.024749666	0.06806716	0.06420882	0.10642729	0.045100503	0.19655141	0.05469794	0.23924685	0.056727182	0.0023636224	0.099838555	0.0072109895
a41	0.013268807	0.013994589	0.0073214145	0.0065691667	0.005157788	0.028672924	0.07739378	0.07299611	0.1288031	0.04510006	0.20559172	0.09367975	0.16091445	0.06439464	0.0014323612	0.06777149	0.006937874
a10	0.01173847	0.01330224	0.007165245	0.007655865	0.005575455	0.029717514	0.08220382	0.075806044	0.14377567	0.046645153	0.19518417	0.13699207	0.13846591	0.061702423	0.00078197656	0.03460511	0.0086828815
a3	0.00537356	0.0070332754	0.003981131	0.005802414	0.0035242655	0.025506468	0.05760728	0.050579228	0.099310264	0.042835068	0.11261776	0.06493622	0.2821013	0.1235122	0.00020725005	0.042727195	0.07234521
a11	0.0056717377	0.007889932	0.005331698	0.0060807215	0.005253813	0.014130504	0.048429094	0.033474665	0.058380436	0.024597079	0.1012391	0.06458721	0.37572798	0.1502196	9.822714e-05	0.02562021	0.07326801
a8	0.00520423	0.009313938	0.006734947	0.0079244925	0.007971931	0.01502756	0.041203145	0.027926657	0.041830618	0.02276065	0.08524268	0.045528363	0.4408302	0.12626529	9.70121e-05	0.027093166	0.089045115
a20	0.020525822	0.025929404	0.022042109	0.02347391	0.02292175	0.032187335	0.0740388	0.050417896	0.06697994	0.039527446	0.13583377	0.10779108	0.30550256	0.06660481	0.00028120415	0.0045107654	0.0014313988
a15	0.010428627	0.016491277	0.013851745	0.017434895	0.016117709	0.028570943	0.094929665	0.060480863	0.08235866	0.04289086	0.13997933	0.11348845	0.2318961	0.105201	0.00022718287	0.00756496	0.018087639
a31	0.021946114	0.03505467	0.03134855	0.036105204	0.037494797	0.04503059	0.08286184	0.060417738	0.068137035	0.051503208	0.1255507	0.09915465	0.26506722	0.037201848	0.000278052	0.00203948	0.0008082928
a0	0.006146875	0.011599704	0.010337597	0.022318382	0.015310141	0.051992364	0.103926785	0.085638575	0.1202914	0.0709072	0.12122462	0.08865645	0.1004192	0.10773349	0.00016628255	0.023325685	0.060005203
a8	0.009738601	0.013592366	0.012255733	0.018627228	0.038553547	0.063543655	0.076996535	0.08934326	0.08879857	0.04390101	0.054213766	0.017190224	0.11256198	0.05050753	0.00073261297	0.116905935	0.19253743
a20	0.012875375	0.039613456	0.02705145	0.04183784	0.056067538	0.062674776	0.07731814	0.07101483	0.074469164	0.05424437	0.08309634	0.07822333	0.29461914	0.018798167	0.00030403858	0.0050047953	0.0027871944
a31	0.009741244	0.02257306	0.014793003	0.024972599	0.048661303	0.06273248	0.09282103	0.084601946	0.091837786	0.039305683	0.08145781	0.08226664	0.23428866	0.052327104	0.0008679931	0.03854725	0.018204382
a28	0.0046365033	0.014150788	0.008529937	0.016656201	0.024387531	0.0435927	0.1425934	0.09286431	0.12276445	0.044024475	0.14020014	0.12452278	0.105124794	0.052860983	0.0004075794	0.016696991	0.045986433
a31	0.023300854	0.025459966	0.024453234	0.027229557	0.03696261	0.04837611	0.06173826	0.06463981	0.071500555	0.036138985	0.05250215	0.036980838	0.10039541	0.07490621	0.002644692	0.15079093	0.16197976
a0	0.024069054	0.028297577	0.026034933	0.030631477	0.047423195	0.06411759	0.07541341	0.08831824	0.09487113	0.04189113	0.057144564	0.046167843	0.15339711	0.076443836	0.0020393035	0.085335486	0.058404073
