 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.6775803	0.021461735	0.0023865204	0.0044842074	0.0068726935	0.0019025892	0.003386801	0.0018305024	0.0082460055	0.015489683	0.13925874	0.108822785	0.008277336
a39	0.00039167513	0.0045477683	0.0071938103	0.010604654	0.037603952	0.018380601	0.06281372	0.0114147635	0.67902803	0.04246533	0.1166244	0.006424379	0.002506863
a31	0.00868601	0.16526483	0.02076538	0.053155843	0.09465538	0.14678934	0.31649536	0.00685519	0.16292267	0.017473795	0.0017996568	0.003098138	0.0020383615
a18	0.007489406	0.06528429	0.020081347	0.02909159	0.054578934	0.06485726	0.36227164	0.008848634	0.3464743	0.011956484	0.00093015534	0.011443263	0.016692711
a37	0.008256594	0.09704554	0.010407655	0.025015425	0.057040438	0.07770512	0.36385697	0.017805828	0.33330232	0.006861328	0.0018098698	0.00081598235	7.6926684e-05
a11	0.12304748	0.058967434	0.0160496	0.01994017	0.031559706	0.039660018	0.17574824	0.014978008	0.4879151	0.01783933	0.0106571615	0.0033037164	0.0003341227
a18	0.36032215	0.035305798	0.012166428	0.014573828	0.019971803	0.02538975	0.077876985	0.015813807	0.37908617	0.023700278	0.01861526	0.01686428	0.00031349738
a31	0.2987642	0.028899869	0.018736811	0.02067124	0.024470529	0.02648376	0.04813816	0.018648742	0.30927315	0.032375667	0.04379547	0.12858729	0.001155115
a18	0.09327248	0.027892416	0.028152643	0.039248146	0.04760138	0.044888057	0.055367354	0.036917984	0.28893915	0.13236429	0.08987396	0.10694566	0.008536451
a46	0.04792543	0.015824726	0.01412544	0.030942367	0.05749127	0.05010124	0.07647031	0.027984982	0.27743015	0.08809585	0.16664958	0.13759315	0.009365469
a31	0.069273375	0.028132774	0.028275143	0.055490863	0.084759526	0.07592386	0.095842235	0.04728745	0.20553775	0.05223378	0.10159509	0.15044983	0.005198364
a46	0.032926306	0.014851885	0.015289556	0.030911228	0.08903786	0.05885308	0.102801405	0.02680499	0.16492224	0.22015439	0.1615358	0.064360306	0.017550908
a31	0.02899413	0.019986428	0.01986927	0.034229055	0.12742138	0.06946538	0.1565299	0.030047977	0.2055948	0.140545	0.12964025	0.034189615	0.0034867947
a15	0.02747333	0.01793809	0.018058024	0.023826633	0.096666984	0.041501306	0.13600801	0.02219617	0.12414425	0.21405923	0.21534035	0.027450262	0.0353374
a46	0.049998727	0.041004848	0.038327474	0.041584946	0.09421811	0.052011482	0.17137705	0.041574523	0.14900509	0.1534568	0.13386682	0.02588403	0.0076901354
a31	0.021883534	0.018847473	0.019159172	0.029705098	0.11922951	0.057908643	0.14927495	0.026696028	0.13262814	0.18929479	0.19279644	0.019021282	0.023554945
a13	0.030133773	0.025044974	0.02508777	0.028127356	0.08265629	0.037913278	0.13862109	0.027330669	0.095884815	0.20451725	0.19407329	0.04280893	0.06780057
a39	0.04951406	0.042315807	0.040216226	0.040832106	0.047124796	0.042809997	0.059588913	0.04137129	0.053499587	0.054791674	0.12642539	0.1522556	0.24925461
a20	0.047976915	0.045742672	0.045385383	0.04588207	0.054467954	0.047480993	0.06781405	0.04586743	0.05693798	0.060112953	0.091567196	0.09726723	0.29349712
a46	0.05715838	0.054591104	0.054005183	0.054409094	0.06058152	0.05570544	0.07054366	0.054499008	0.06440286	0.06642855	0.09462816	0.084343925	0.22870314
a31	0.054388203	0.052843057	0.052494332	0.053152364	0.06441012	0.055193264	0.08171858	0.053069614	0.066015065	0.06844869	0.08731576	0.064470194	0.24648073
a24	0.03123632	0.030563131	0.030526483	0.030674743	0.033545554	0.0311702	0.037859473	0.030647445	0.033707526	0.03619807	0.08706456	0.16301222	0.42379424
a31	0.040409762	0.03782219	0.036823563	0.03698756	0.037332445	0.03747371	0.03885805	0.037270326	0.038303673	0.037468307	0.0452268	0.109358236	0.4666654
a24	0.034789268	0.034458578	0.03442005	0.034453057	0.035051726	0.03457019	0.035967972	0.034457378	0.03521347	0.035414763	0.04803715	0.11948262	0.48368382
a31	0.032163043	0.03024891	0.029466376	0.029590197	0.02972912	0.029949391	0.030730447	0.029814895	0.030622808	0.030511647	0.03554125	0.054210246	0.60742164
a46	0.039738648	0.039548427	0.039523754	0.039536074	0.039752364	0.03958298	0.040091664	0.03954153	0.03987694	0.039794248	0.04450106	0.07940138	0.4791109
a39	0.037893124	0.037488006	0.037319023	0.037347667	0.03741214	0.037431195	0.03767748	0.03739612	0.03771605	0.037615705	0.038461067	0.038290128	0.54795235
a31	0.044371102	0.044222735	0.04416392	0.04417517	0.044229843	0.044209667	0.044367228	0.044191368	0.04432931	0.044134635	0.044008538	0.04440846	0.46918797
a37	0.050793264	0.050710764	0.05068686	0.05069077	0.050719906	0.05070605	0.050784256	0.05069754	0.0507351	0.050519012	0.05012233	0.051552366	0.39128175
a18	0.04585485	0.045704447	0.045643006	0.045652583	0.04566608	0.04568126	0.04574727	0.045670435	0.04575106	0.045676712	0.04580259	0.04614536	0.4510043
a31	0.044593055	0.044401627	0.044321265	0.04433494	0.04437521	0.04437631	0.044514332	0.04435735	0.0444898	0.04434766	0.044237442	0.042107396	0.46954367
a20	0.056067858	0.05600619	0.05598977	0.055991463	0.05601085	0.05600209	0.056054525	0.05599703	0.05602438	0.05587133	0.055510536	0.055601694	0.3288723
a18	0.04856924	0.048418842	0.048354957	0.048364893	0.04838051	0.04839514	0.048467677	0.048383348	0.048462916	0.048411433	0.04853912	0.04751239	0.41973948
a31	0.04591341	0.0457401	0.045661125	0.04567404	0.04570927	0.045714173	0.045840234	0.045696344	0.045821875	0.04571496	0.04565672	0.04260353	0.45425415
a1	0.05938688	0.059319887	0.059301518	0.059302494	0.059320882	0.059314106	0.05936559	0.059309565	0.059338957	0.059205454	0.05888191	0.0583784	0.28957438
a39	0.050689116	0.050550055	0.05048413	0.05049483	0.050519783	0.0505276	0.050623305	0.050513275	0.050611492	0.05058038	0.050689258	0.047519144	0.39619762
a31	0.04938058	0.049228046	0.04914823	0.04916089	0.049188696	0.049200192	0.049310323	0.049183797	0.049292363	0.04924446	0.049418177	0.047231846	0.41101244
a46	0.06128996	0.06121719	0.06119378	0.06119562	0.06121167	0.06120906	0.06125868	0.061204065	0.061241157	0.061154533	0.060993385	0.060216203	0.26661474
a31	0.04783885	0.04763064	0.04753326	0.047548607	0.047573395	0.047594834	0.047708586	0.047576368	0.04769048	0.047668856	0.048001144	0.045814063	0.42982098
a46	0.06247623	0.062425636	0.062416766	0.062415604	0.062430307	0.06242278	0.062461007	0.062420696	0.062453385	0.062370233	0.062195413	0.061712816	0.25179908
a28	0.049077637	0.04893206	0.048867144	0.048876908	0.04889271	0.048907775	0.04898183	0.048896	0.048986454	0.048966978	0.049210742	0.04775228	0.41365153
</S>	0.06260987	0.06255884	0.062549934	0.0625495	0.06255701	0.06255505	0.0625764	0.06255364	0.06256672	0.06246708	0.062240098	0.06258198	0.24963388
