 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a20	0.42205954	0.002851794	0.00041777376	2.894182e-05	4.4465974e-05	0.000112073845	3.0585277e-05	0.004348672	0.0275136	0.029391382	0.03806245	0.44784012	0.027298579
a31	0.009183849	0.0005143643	0.00089388614	0.0033518672	0.004043939	0.04821575	2.5700145e-05	0.0077183316	0.0010507315	0.8296964	0.08960841	0.0056127054	8.409749e-05
a37	0.07193899	0.0050441637	0.003626319	0.0032170191	0.00015946387	1.8259805e-05	2.1810577e-06	0.0013422143	0.0137754455	0.83454955	0.046856906	0.019167263	0.00030228417
a31	0.05057757	0.09700723	0.21893845	0.33410323	0.0502738	0.014044375	0.00018114949	0.011591699	0.0022523317	0.13176526	0.045615766	0.043240078	0.00040905364
a7	0.09294144	0.076551095	0.04132682	0.15215825	0.33787477	0.14621852	0.00037583013	0.009997868	0.0011097017	0.04705393	0.04293284	0.050365064	0.0010938506
a31	0.19823901	0.04415374	0.027213695	0.13234468	0.3326832	0.14591008	0.0016485796	0.012845225	0.0009698956	0.01320348	0.033312496	0.05731574	0.00016020701
a21	0.11974766	0.028415037	0.009294571	0.02401687	0.22999981	0.10181867	0.0029872516	0.032274503	0.035164215	0.028381102	0.052099314	0.32676178	0.009039219
a31	0.071493484	0.0040976023	0.015055352	0.04065534	0.3257085	0.124543875	0.007064826	0.07177604	0.14097914	0.022861686	0.038551312	0.12875542	0.008457459
a24	0.08650575	0.009456497	0.008136081	0.011299907	0.03363975	0.017057551	0.0015189011	0.11770676	0.3334368	0.077164866	0.07668815	0.15898362	0.06840534
a20	0.009539478	0.0004877498	0.0028686174	0.011336278	0.095865056	0.057713687	0.0059330678	0.07308357	0.33735427	0.015447184	0.1568324	0.19772735	0.03581129
a31	0.08470964	0.005334056	0.010380587	0.015028332	0.038556013	0.03740344	0.0017710759	0.061016873	0.46402702	0.049971778	0.09019074	0.121091	0.02051955
a39	0.02665875	0.0019542917	0.0055895867	0.013373893	0.025780274	0.024723163	0.0024148005	0.06590953	0.40733892	0.023244603	0.1462261	0.22548433	0.03130183
a3	0.022686016	0.0035982726	0.009863739	0.035523467	0.06565155	0.08163388	0.0051138573	0.08221149	0.41273075	0.022833673	0.1640811	0.08524073	0.008831488
a11	0.016314143	0.0054007065	0.0088056605	0.051157113	0.08475588	0.102952704	0.0084882025	0.062585	0.3047786	0.011409211	0.19952098	0.12231333	0.021518458
a37	0.014588269	0.007837486	0.010268741	0.06608585	0.12799859	0.14305495	0.014062917	0.05066185	0.27829894	0.010712541	0.16886175	0.085907996	0.021660093
a17	0.01594587	0.011267127	0.013108664	0.06911897	0.15888968	0.13374655	0.018375546	0.042507734	0.25657395	0.018421622	0.180767	0.06005569	0.021221617
a28	0.012931541	0.009514227	0.012136995	0.0657137	0.18069485	0.17918286	0.02123212	0.039196637	0.26073998	0.018606909	0.1359545	0.051734716	0.012360975
a31	0.03204991	0.028185612	0.02911159	0.063522235	0.18247476	0.08661626	0.03496014	0.04301879	0.22874762	0.019144483	0.12638758	0.043013684	0.08276733
a28	0.038876835	0.036645904	0.037395585	0.06362445	0.16720365	0.07514947	0.041063704	0.049483158	0.19524933	0.031981695	0.12986317	0.03432133	0.09914171
a31	0.047519922	0.046027925	0.047786985	0.05209305	0.07706762	0.07226571	0.060293216	0.055345908	0.218932	0.038908552	0.08618452	0.04740759	0.15016702
a16	0.049649917	0.049008444	0.049249385	0.053527147	0.0730605	0.0564996	0.051050812	0.053259697	0.11283794	0.04770117	0.077176325	0.039491236	0.28748783
a31	0.043097958	0.04241312	0.044051275	0.045618452	0.056157816	0.062185697	0.054872066	0.04970485	0.16504349	0.053589724	0.082246095	0.08117778	0.21984172
a0	0.050796784	0.050528552	0.050580006	0.052233238	0.059516042	0.052997388	0.051070694	0.052260466	0.07609594	0.049888395	0.060058635	0.042917546	0.3510563
a18	0.04499841	0.044551913	0.04565177	0.04626867	0.05101153	0.05689526	0.0527518	0.04842105	0.103515536	0.047971163	0.06083444	0.058868915	0.3382595
a31	0.0522672	0.05190431	0.052335892	0.05524028	0.06888232	0.05940151	0.054829683	0.054858796	0.0919596	0.051144637	0.059773415	0.04384298	0.3035594
a8	0.05777412	0.05759838	0.057719547	0.058320064	0.061135277	0.05956527	0.058524113	0.058402758	0.07168504	0.053188387	0.054741703	0.03933815	0.3120072
a31	0.05104504	0.05088892	0.05127996	0.051979788	0.05569853	0.055525552	0.053470135	0.05242717	0.07006332	0.05334472	0.058135867	0.059282348	0.33685863
</S>	0.066753976	0.06663035	0.06666503	0.06690481	0.06799825	0.06728292	0.06688419	0.066908374	0.072535284	0.06353286	0.06350526	0.05220137	0.21219736
