 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.78971034	0.085612565	0.00025306203	2.2308559e-05	0.00076731003	0.07262577	0.051008567
a24	0.0887751	0.6730956	0.19865726	0.0072072498	0.00078894786	0.02260635	0.008869453
a31	0.50020957	0.08445188	0.26926127	0.074769154	0.033362128	0.025482772	0.012463191
a0	0.8229791	0.038736906	0.11342561	0.01382851	0.0013743134	0.0012774678	0.008378091
a31	0.034559857	0.06138257	0.5394723	0.36236438	0.0013504303	0.00065004046	0.00022037559
a17	0.48192522	0.18401372	0.23636197	0.047965758	0.01226871	0.03389721	0.0035674355
a13	0.70515835	0.09319862	0.1287449	0.02345751	0.021747006	0.017214049	0.010479594
a31	0.6184127	0.14111817	0.11131502	0.006699087	0.037463006	0.06744836	0.017543677
a20	0.12754421	0.086615115	0.058079336	0.0022367006	0.3897001	0.31206647	0.023758091
a31	0.025529005	0.024068419	0.014538274	0.00081272656	0.44335744	0.4746123	0.017081808
a23	0.028157547	0.028507179	0.02159544	0.010272058	0.32461217	0.48499122	0.10186435
a8	0.03131464	0.03242437	0.029777575	0.02159451	0.2805144	0.3680835	0.23629098
a20	0.060308963	0.063584015	0.05898568	0.05198228	0.19299184	0.2071141	0.36503315
a31	0.09891463	0.101260476	0.096949086	0.089182265	0.13042732	0.0860065	0.39725977
</S>	0.1526309	0.15236078	0.14832187	0.14322041	0.061722968	0.037029367	0.30471367
