 	possono	essere	ancora	svegli	</S>
a31	0.5608172	0.006447168	0.08811456	0.0023654138	0.34225568
a20	0.008568426	0.03481344	0.9540278	0.0020209916	0.00056931237
a23	0.002757305	0.022025181	0.9747703	5.7094476e-05	0.00039015803
a31	0.017762294	0.12063126	0.85932934	0.00085226673	0.0014248071
a20	0.030008513	0.11789146	0.85004175	0.0007670198	0.0012913174
a11	0.15542687	0.17192763	0.6605642	0.01061718	0.0014641224
a20	0.017302588	0.26406989	0.6434839	0.06349427	0.011649399
a31	0.007134166	0.12232184	0.66610086	0.19126362	0.013179549
a37	0.029025577	0.08317078	0.6895958	0.16390185	0.034306
a31	0.053729165	0.14341913	0.5438787	0.17588973	0.08308329
a11	0.10528024	0.12053963	0.21988316	0.13022359	0.4240734
a46	0.13128357	0.1512829	0.22126795	0.15760234	0.33856326
a31	0.12766369	0.13567205	0.1630038	0.14102021	0.43264028
a46	0.112832196	0.113690585	0.11718204	0.11537862	0.54091656
a31	0.105728984	0.11034888	0.11604878	0.111552656	0.5563207
a20	0.12827131	0.12927583	0.13135324	0.12974833	0.48135123
a28	0.11454731	0.117518075	0.120500654	0.11815303	0.5292809
</S>	0.15287623	0.15364291	0.15463643	0.15402399	0.38482046
