 	avete	fatto	già	le	verdure	</S>
a6	0.38539785	0.043984797	0.15217485	0.2971009	0.08589147	0.035450116
a46	0.018161407	0.56593066	0.360286	0.05414249	0.0014580503	2.1417505e-05
a21	0.017189886	0.9483561	0.021714086	0.007292764	0.005123135	0.0003240247
a20	0.11199689	0.6301238	0.2032909	0.052999638	0.0009354242	0.0006532942
a24	0.7506158	0.03014578	0.091866866	0.12675089	0.00046634112	0.00015423182
a31	0.76761484	0.013646505	0.117522426	0.096738085	0.0009362322	0.0035419166
a14	0.6237213	0.03630609	0.26377368	0.061352663	0.008526385	0.0063198353
a41	0.35259846	0.051591557	0.33079624	0.21184325	0.0381573	0.015013127
a37	0.6117336	0.05847332	0.19256505	0.07888798	0.049003486	0.009336518
a31	0.2547151	0.09304338	0.32157016	0.2510655	0.02602923	0.053576663
a6	0.19483918	0.10569832	0.32903612	0.2755401	0.020211924	0.07467441
a46	0.058723688	0.17051508	0.1569196	0.54972893	0.03739062	0.026722034
a31	0.23581481	0.1771707	0.3251046	0.19401194	0.025657244	0.042240772
a17	0.09548218	0.23908989	0.22989929	0.24800801	0.06512921	0.12239144
a20	0.10232345	0.39039835	0.18952137	0.1604024	0.051826417	0.10552803
a31	0.082760565	0.31379536	0.1350996	0.11915601	0.05413845	0.29505002
a17	0.07471116	0.19114567	0.0935797	0.09674759	0.13422127	0.40959463
a20	0.116620734	0.15660262	0.118682116	0.12605329	0.106698915	0.3753423
a31	0.09235297	0.14107662	0.09770574	0.0925414	0.07431941	0.50200385
a20	0.0996933	0.104358286	0.09488885	0.09178041	0.100072354	0.5092068
a17	0.08485321	0.08642086	0.08383076	0.08532022	0.08089329	0.5786816
a31	0.09591886	0.10197144	0.09453607	0.094027825	0.08153726	0.5320086
a23	0.10084777	0.099936135	0.09689685	0.09448742	0.09757252	0.5102593
a31	0.085998446	0.08774282	0.08651377	0.08914316	0.079863206	0.5707386
a8	0.10483704	0.10440504	0.10231761	0.10071453	0.101538286	0.48618743
a31	0.08982557	0.09059401	0.090128325	0.09184609	0.083164096	0.5544419
a28	0.11525256	0.11365498	0.11236046	0.111038476	0.11266488	0.4350286
a21	0.10995277	0.10727609	0.1074458	0.10698263	0.11093466	0.45740798
a31	0.07686519	0.07490541	0.0752731	0.07664797	0.07849713	0.6178112
</S>	0.10248546	0.100353464	0.09961858	0.0986647	0.104544066	0.4943337
