 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.0040114075	0.00019725077	0.0011372007	0.77998245	0.037265673	0.17611815	0.0012879636
a20	0.0019734404	0.054422557	0.55257004	0.32811585	0.052272666	0.010148567	0.00049687544
a35	0.017197296	0.509086	0.1919198	0.036050696	0.20980881	0.03545571	0.0004816058
a20	0.0040610856	0.1156147	0.44081157	0.35291076	0.024819061	0.053393204	0.008389775
a38	0.045457896	0.07581956	0.19690184	0.44222185	0.04470489	0.19011573	0.0047783125
a31	0.200941	0.03553663	0.020362852	0.17873971	0.35902488	0.19433196	0.011062948
a18	0.049962904	0.016085343	0.028698	0.0471349	0.6389375	0.21156123	0.0076201474
a23	0.0290719	0.008204953	0.007270191	0.035448305	0.8182707	0.09932881	0.0024051985
a24	0.06826064	0.043745283	0.031233096	0.058823682	0.7016093	0.089755	0.006572956
a37	0.068730436	0.14519987	0.10984957	0.08329546	0.3851514	0.15973493	0.048038367
a20	0.06750425	0.20703134	0.16705039	0.07733233	0.2885286	0.13234086	0.060212325
a31	0.035074897	0.17727725	0.15948217	0.23889631	0.23324431	0.09139827	0.0646268
a20	0.048169352	0.32389042	0.2871018	0.09037912	0.06696053	0.052159667	0.13133913
a33	0.052438647	0.2001445	0.27990058	0.09955624	0.08137626	0.06971392	0.21686989
a31	0.035032704	0.22332895	0.26983613	0.16692372	0.04777402	0.043096688	0.21400785
a20	0.086930946	0.33489046	0.2802543	0.026670126	0.04439329	0.04314725	0.18371364
a31	0.090336844	0.11177803	0.13223644	0.036450516	0.08396894	0.080644585	0.4645846
a20	0.109580584	0.18524344	0.22518179	0.026973872	0.06779266	0.0700536	0.315174
a31	0.07507174	0.07748597	0.08459627	0.05566095	0.08488872	0.08047395	0.54182243
</S>	0.09958629	0.11613326	0.1386811	0.0463812	0.08302008	0.086636156	0.42956188
